"a","b","c","d","e","f","g","h","i","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","feasible.and.stable","state_idx"
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,306,0,NA,128
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,162,0,NA,128
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,299,0,NA,128
0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,279,103,NA,384
0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,177,94,NA,384
0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,231,16,NA,384
0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,118,131,0,NA,224
0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,106,119,0,NA,224
0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,128,150,0,NA,224
0,0,0,0,1,0,0,1,1,3,0,0,0,0,182,0,0,61,14,NA,400
0,0,0,0,1,0,0,1,1,3,0,0,0,0,150,0,0,56,57,NA,400
0,0,0,0,1,0,0,1,1,3,0,0,0,0,142,0,0,84,4,NA,400
0,0,0,0,1,1,1,1,1,3,0,0,0,0,272,0,0,40,23,NA,496
0,0,0,0,1,1,1,1,1,4,0,0,0,0,123,0,4,77,32,NA,496
0,0,0,0,1,1,1,1,1,4,0,0,0,0,108,0,11,37,3,NA,496
0,0,0,1,0,0,0,1,0,2,0,0,0,223,0,0,0,64,0,NA,136
0,0,0,1,0,0,0,1,0,2,0,0,0,231,0,0,0,29,0,NA,136
0,0,0,1,0,0,0,1,0,2,0,0,0,158,0,0,0,46,0,NA,136
0,0,0,1,0,0,0,1,1,2,0,0,0,177,0,0,0,8,0,NA,392
0,0,0,1,0,0,0,1,1,3,0,0,0,211,0,0,0,17,35,NA,392
0,0,0,1,0,0,0,1,1,2,0,0,0,298,0,0,0,25,0,NA,392
0,0,0,1,0,0,1,0,1,3,0,0,0,300,0,0,65,0,1,NA,328
0,0,0,1,0,0,1,0,1,2,0,0,0,254,0,0,1,0,0,NA,328
0,0,0,1,0,0,1,0,1,3,0,0,0,207,0,0,22,0,4,NA,328
0,0,0,1,0,1,1,1,0,3,0,0,0,226,0,0,4,52,0,NA,232
0,0,0,1,0,1,1,1,0,3,0,0,0,136,0,0,8,18,0,NA,232
0,0,0,1,0,1,1,1,0,3,0,0,0,139,0,0,1,35,0,NA,232
0,0,0,1,1,0,0,0,0,2,0,0,0,94,136,0,0,0,0,NA,24
0,0,0,1,1,0,0,0,0,2,0,0,0,101,109,0,0,0,0,NA,24
0,0,0,1,1,0,0,0,0,2,0,0,0,43,134,0,0,0,0,NA,24
0,0,0,1,1,0,1,1,0,4,0,0,0,125,55,0,37,4,0,NA,216
0,0,0,1,1,0,1,1,0,4,0,0,0,84,149,0,6,23,0,NA,216
0,0,0,1,1,0,1,1,0,4,0,0,0,116,37,0,2,11,0,NA,216
0,0,0,1,1,0,1,1,1,2,0,0,0,140,92,0,0,0,0,NA,472
0,0,0,1,1,0,1,1,1,4,0,0,0,77,162,0,4,9,0,NA,472
0,0,0,1,1,0,1,1,1,3,0,0,0,197,75,0,0,22,0,NA,472
0,0,0,1,1,1,1,1,1,5,0,0,0,107,45,0,20,20,9,NA,504
0,0,0,1,1,1,1,1,1,5,0,0,0,177,94,0,1,9,3,NA,504
0,0,0,1,1,1,1,1,1,3,0,0,0,81,129,0,0,6,0,NA,504
0,0,1,0,0,0,1,0,1,3,0,0,305,0,0,0,24,0,30,NA,324
0,0,1,0,0,0,1,0,1,3,0,0,139,0,0,0,53,0,13,NA,324
0,0,1,0,0,0,1,0,1,3,0,0,182,0,0,0,88,0,54,NA,324
0,0,1,0,0,1,1,1,0,3,0,0,203,0,0,0,14,53,0,NA,228
0,0,1,0,0,1,1,1,0,4,0,0,159,0,0,1,7,54,0,NA,228
0,0,1,0,0,1,1,1,0,3,0,0,140,0,0,0,15,37,0,NA,228
0,0,1,0,0,1,1,1,1,3,0,0,234,0,0,0,20,15,0,NA,484
0,0,1,0,0,1,1,1,1,4,0,0,165,0,0,0,22,119,28,NA,484
0,0,1,0,0,1,1,1,1,5,0,0,207,0,0,1,31,38,18,NA,484
0,0,1,0,1,1,1,0,0,3,0,0,46,0,159,0,17,0,0,NA,116
0,0,1,0,1,1,1,0,0,3,0,0,4,0,216,0,50,0,0,NA,116
0,0,1,0,1,1,1,0,0,4,0,0,38,0,220,2,36,0,0,NA,116
0,0,1,1,0,0,0,0,0,2,0,0,15,173,0,0,0,0,0,NA,12
0,0,1,1,0,0,0,0,0,2,0,0,2,209,0,0,0,0,0,NA,12
0,0,1,1,0,0,0,0,0,2,0,0,63,210,0,0,0,0,0,NA,12
0,0,1,1,1,0,1,1,0,5,0,0,6,164,58,0,4,24,0,NA,220
0,0,1,1,1,0,1,1,0,4,0,0,5,197,69,0,18,0,0,NA,220
0,0,1,1,1,0,1,1,0,4,0,0,0,139,218,0,3,8,0,NA,220
0,0,1,1,1,0,1,1,1,3,0,0,13,142,132,0,0,0,0,NA,476
0,0,1,1,1,0,1,1,1,5,0,0,5,96,99,0,0,4,3,NA,476
0,0,1,1,1,0,1,1,1,5,0,0,9,99,64,0,3,8,0,NA,476
0,0,1,1,1,1,0,0,1,3,0,0,0,171,105,0,0,0,5,NA,316
0,0,1,1,1,1,0,0,1,3,0,0,24,108,108,0,0,0,0,NA,316
0,0,1,1,1,1,0,0,1,4,0,0,4,218,109,0,0,0,1,NA,316
0,0,1,1,1,1,0,1,0,4,0,0,67,162,91,0,0,2,0,NA,188
0,0,1,1,1,1,0,1,0,4,0,0,2,144,103,0,0,28,0,NA,188
0,0,1,1,1,1,0,1,0,4,0,0,34,150,133,0,0,5,0,NA,188
0,0,1,1,1,1,0,1,1,4,0,0,21,121,109,0,0,12,0,NA,444
0,0,1,1,1,1,0,1,1,3,0,0,0,87,121,0,0,17,0,NA,444
0,0,1,1,1,1,0,1,1,5,0,0,13,124,117,0,0,12,19,NA,444
0,0,1,1,1,1,1,1,0,5,0,0,3,153,67,1,0,7,0,NA,252
0,0,1,1,1,1,1,1,0,4,0,0,2,161,116,0,6,0,0,NA,252
0,0,1,1,1,1,1,1,0,3,0,0,0,139,97,0,0,24,0,NA,252
0,0,1,1,1,1,1,1,1,5,0,0,3,89,53,0,5,0,3,NA,508
0,0,1,1,1,1,1,1,1,4,0,0,42,42,154,0,0,1,0,NA,508
0,0,1,1,1,1,1,1,1,2,0,0,0,161,92,0,0,0,0,NA,508
0,1,0,0,0,1,0,0,0,2,0,33,0,0,0,209,0,0,0,NA,34
0,1,0,0,0,1,0,0,0,2,0,42,0,0,0,141,0,0,0,NA,34
0,1,0,0,0,1,0,0,0,2,0,42,0,0,0,204,0,0,0,NA,34
0,1,0,0,0,1,1,1,1,4,0,7,0,0,0,0,127,130,83,NA,482
0,1,0,0,0,1,1,1,1,4,0,2,0,0,0,0,165,109,37,NA,482
0,1,0,0,0,1,1,1,1,4,0,1,0,0,0,0,93,186,47,NA,482
0,1,0,0,1,1,0,0,0,2,0,0,0,0,155,20,0,0,0,NA,50
0,1,0,0,1,1,0,0,0,1,0,0,0,0,210,0,0,0,0,NA,50
0,1,0,0,1,1,0,0,0,2,0,0,0,0,277,5,0,0,0,NA,50
0,1,0,1,0,0,0,1,0,2,0,0,0,273,0,0,0,39,0,NA,138
0,1,0,1,0,0,0,1,0,2,0,0,0,277,0,0,0,6,0,NA,138
0,1,0,1,0,0,0,1,0,2,0,0,0,196,0,0,0,13,0,NA,138
0,1,0,1,0,0,1,0,0,2,0,0,0,214,0,0,13,0,0,NA,74
0,1,0,1,0,0,1,0,0,2,0,0,0,283,0,0,5,0,0,NA,74
0,1,0,1,0,0,1,0,0,3,0,1,0,239,0,0,67,0,0,NA,74
0,1,0,1,0,1,0,1,1,2,0,0,0,288,0,0,0,3,0,NA,426
0,1,0,1,0,1,0,1,1,3,0,0,0,183,0,0,0,26,3,NA,426
0,1,0,1,0,1,0,1,1,2,0,0,0,246,0,0,0,3,0,NA,426
0,1,0,1,0,1,1,0,1,3,0,0,0,203,0,0,2,0,2,NA,362
0,1,0,1,0,1,1,0,1,4,0,0,0,125,0,6,17,0,1,NA,362
0,1,0,1,0,1,1,0,1,3,0,0,0,155,0,0,122,0,7,NA,362
0,1,0,1,0,1,1,1,1,2,0,0,0,189,0,0,0,18,0,NA,490
0,1,0,1,0,1,1,1,1,4,0,0,0,121,0,0,9,95,1,NA,490
0,1,0,1,0,1,1,1,1,2,0,0,0,274,0,0,0,9,0,NA,490
0,1,0,1,1,1,1,1,0,5,0,0,0,81,97,2,6,10,0,NA,250
0,1,0,1,1,1,1,1,0,3,0,0,0,65,82,0,0,10,0,NA,250
0,1,0,1,1,1,1,1,0,4,0,0,0,150,193,14,0,3,0,NA,250
0,1,0,1,1,1,1,1,1,2,0,0,0,126,111,0,0,0,0,NA,506
0,1,0,1,1,1,1,1,1,4,0,0,0,75,122,0,15,35,0,NA,506
0,1,0,1,1,1,1,1,1,2,0,0,0,123,94,0,0,0,0,NA,506
0,1,1,0,0,1,0,1,0,2,0,0,147,0,0,0,0,57,0,NA,166
0,1,1,0,0,1,0,1,0,3,0,4,164,0,0,0,0,63,0,NA,166
0,1,1,0,0,1,0,1,0,2,0,0,94,0,0,0,0,108,0,NA,166
0,1,1,0,1,1,1,0,0,3,0,0,36,0,183,0,10,0,0,NA,118
0,1,1,0,1,1,1,0,0,5,0,1,80,0,191,6,1,0,0,NA,118
0,1,1,0,1,1,1,0,0,4,0,0,46,0,207,5,56,0,0,NA,118
0,1,1,0,1,1,1,0,1,5,0,1,98,0,208,0,9,0,1,NA,374
0,1,1,0,1,1,1,0,1,3,0,0,62,0,220,0,20,0,0,NA,374
0,1,1,0,1,1,1,0,1,4,0,0,33,0,143,0,22,0,8,NA,374
0,1,1,0,1,1,1,1,1,5,0,0,47,0,214,0,2,12,3,NA,502
0,1,1,0,1,1,1,1,1,5,0,0,33,0,163,0,9,32,2,NA,502
0,1,1,0,1,1,1,1,1,5,0,0,28,0,286,0,23,44,6,NA,502
0,1,1,1,0,0,1,0,0,4,0,1,45,209,0,0,3,0,0,NA,78
0,1,1,1,0,0,1,0,0,3,0,0,6,234,0,0,8,0,0,NA,78
0,1,1,1,0,0,1,0,0,3,0,0,16,176,0,0,2,0,0,NA,78
0,1,1,1,0,0,1,0,1,4,0,0,14,219,0,0,103,0,43,NA,334
0,1,1,1,0,0,1,0,1,4,0,0,17,178,0,0,10,0,2,NA,334
0,1,1,1,0,0,1,0,1,4,0,0,34,176,0,0,2,0,1,NA,334
0,1,1,1,0,1,0,0,0,2,0,0,46,242,0,0,0,0,0,NA,46
0,1,1,1,0,1,0,0,0,2,0,0,23,270,0,0,0,0,0,NA,46
0,1,1,1,0,1,0,0,0,2,0,0,36,188,0,0,0,0,0,NA,46
0,1,1,1,0,1,1,0,1,2,0,0,37,197,0,0,0,0,0,NA,366
0,1,1,1,0,1,1,0,1,3,0,0,64,163,0,0,16,0,0,NA,366
0,1,1,1,0,1,1,0,1,3,0,0,40,226,0,0,1,0,0,NA,366
0,1,1,1,1,0,0,0,1,3,0,0,39,87,71,0,0,0,0,NA,286
0,1,1,1,1,0,0,0,1,4,0,0,14,112,164,0,0,0,1,NA,286
0,1,1,1,1,0,0,1,1,4,0,0,3,131,79,0,0,3,0,NA,414
0,1,1,1,1,0,0,1,1,4,0,0,5,146,84,0,0,12,0,NA,414
0,1,1,1,1,0,0,1,1,4,0,0,33,112,153,0,0,0,1,NA,414
0,1,1,1,1,1,1,1,0,5,0,0,7,132,120,0,4,22,0,NA,254
