"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star"
0,0,0,0,0,0,206,0,0
0,0,0,0,0,0,242,0,0
0,0,0,0,240,0,58,0,0
0,0,0,0,209,0,50,0,0
0,0,0,0,296,0,123,0,0
0,0,0,0,251,2,77,0,0
0,0,0,0,274,0,70,0,0
0,0,0,0,113,4,84,0,0
0,0,0,0,193,0,24,0,20
0,0,0,0,207,0,7,0,21
0,0,0,0,281,0,44,0,14
0,0,0,140,84,0,0,0,1
0,0,0,137,86,0,0,0,0
0,0,0,144,138,0,0,0,0
0,0,0,134,90,0,0,0,2
0,0,0,201,126,0,0,0,0
0,0,0,165,95,0,0,0,6
0,0,171,0,0,0,0,132,0
0,0,162,0,0,0,0,69,0
0,0,281,0,0,0,0,17,0
0,0,149,0,0,0,0,56,73
0,0,187,0,0,0,0,126,29
0,0,130,0,0,0,0,92,11
0,0,203,0,0,0,42,26,0
0,0,226,0,0,0,8,43,0
0,0,160,0,0,0,30,102,0
0,0,176,0,0,0,0,0,0
0,0,249,0,0,0,0,0,1
0,0,149,0,0,0,0,0,25
0,0,79,0,256,0,0,0,0
0,0,51,0,153,0,0,17,0
0,0,10,0,287,0,0,29,26
0,0,38,0,220,2,36,0,0
0,0,46,0,159,0,17,0,0
0,0,4,0,216,0,50,0,0
0,0,17,174,0,0,0,16,0
0,0,22,191,0,0,0,17,0
0,0,12,196,0,0,0,21,0
0,0,4,218,109,0,0,0,1
0,0,24,108,108,0,0,0,0
0,0,0,171,105,0,0,0,5
0,0,34,150,133,0,0,5,0
0,0,2,144,103,0,0,28,0
0,0,67,162,91,0,0,2,0
0,42,0,0,0,141,0,0,0
0,33,0,0,0,209,0,0,0
0,42,0,0,0,204,0,0,0
0,0,0,0,0,4,118,180,0
0,0,0,0,0,1,107,133,0
0,14,0,0,0,0,109,212,0
0,0,0,0,260,0,0,26,0
0,0,0,0,255,0,0,120,6
0,0,0,0,249,0,0,53,4
0,0,0,0,227,0,13,58,0
0,0,0,0,289,0,4,42,0
0,0,0,0,170,0,1,14,0
0,0,0,0,167,0,0,104,0
0,0,0,0,156,0,0,32,0
0,0,0,0,242,0,0,109,0
0,0,0,277,0,0,0,6,0
0,0,0,273,0,0,0,39,0
0,0,0,196,0,0,0,13,0
0,0,0,203,0,0,2,0,2
0,0,0,155,0,0,122,0,7
0,0,0,125,0,6,17,0,1
0,1,0,172,44,0,0,0,0
0,0,0,223,88,0,0,0,0
0,0,0,149,99,0,0,0,0
0,0,0,144,47,0,0,32,1
0,0,0,141,168,0,0,40,7
0,0,0,188,132,0,0,9,0
0,0,171,0,0,0,10,32,0
0,0,198,0,0,0,112,34,0
0,0,196,0,0,0,0,157,0
0,0,86,0,204,0,5,0,0
0,0,16,0,151,0,43,0,0
0,0,40,0,180,0,53,0,0
0,2,97,0,223,0,0,0,35
0,0,45,0,171,0,0,0,11
0,0,43,0,239,0,0,0,19
0,0,65,0,226,3,0,27,0
0,1,74,0,142,0,0,16,0
0,0,53,0,146,0,0,36,4
0,1,98,0,208,0,9,0,1
0,0,62,0,220,0,20,0,0
0,0,33,0,143,0,22,0,8
0,0,73,231,0,0,0,0,0
0,0,21,163,0,0,0,0,0
0,0,41,237,0,0,0,0,0
0,0,9,201,0,0,0,0,0
0,0,1,258,0,0,0,0,1
0,0,9,213,0,0,0,0,1
0,0,14,219,0,0,103,0,43
0,0,34,176,0,0,2,0,1
0,0,17,178,0,0,10,0,2
