Location: Fake forest
From parameter file: C:\Users\ben\Desktop\inputs\input_GMF_1-0-0-1-1-1-0-1-0.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ACRU	Sdl Abs Den: ACSA	Sdl Abs Den: BEAL	Sdl Abs Den: FAGR	Sdl Abs Den: TSCA	Sdl Abs Den: FRAM	Sdl Abs Den: PIST	Sdl Abs Den: PRSE	Sdl Abs Den: QURU	Sdl Den Total:	Sapl Abs BA: ACRU	Sapl Abs BA: ACSA	Sapl Abs BA: BEAL	Sapl Abs BA: FAGR	Sapl Abs BA: TSCA	Sapl Abs BA: FRAM	Sapl Abs BA: PIST	Sapl Abs BA: PRSE	Sapl Abs BA: QURU	Sapl BA Total:	Sapl Rel BA: ACRU	Sapl Rel BA: ACSA	Sapl Rel BA: BEAL	Sapl Rel BA: FAGR	Sapl Rel BA: TSCA	Sapl Rel BA: FRAM	Sapl Rel BA: PIST	Sapl Rel BA: PRSE	Sapl Rel BA: QURU	Sapl Abs Den: ACRU	Sapl Abs Den: ACSA	Sapl Abs Den: BEAL	Sapl Abs Den: FAGR	Sapl Abs Den: TSCA	Sapl Abs Den: FRAM	Sapl Abs Den: PIST	Sapl Abs Den: PRSE	Sapl Abs Den: QURU	Sapl Den Total:	Sapl Rel Den: ACRU	Sapl Rel Den: ACSA	Sapl Rel Den: BEAL	Sapl Rel Den: FAGR	Sapl Rel Den: TSCA	Sapl Rel Den: FRAM	Sapl Rel Den: PIST	Sapl Rel Den: PRSE	Sapl Rel Den: QURU	Adult Abs BA: ACRU	Adult Abs BA: ACSA	Adult Abs BA: BEAL	Adult Abs BA: FAGR	Adult Abs BA: TSCA	Adult Abs BA: FRAM	Adult Abs BA: PIST	Adult Abs BA: PRSE	Adult Abs BA: QURU	Adult BA Total:	Adult Rel BA: ACRU	Adult Rel BA: ACSA	Adult Rel BA: BEAL	Adult Rel BA: FAGR	Adult Rel BA: TSCA	Adult Rel BA: FRAM	Adult Rel BA: PIST	Adult Rel BA: PRSE	Adult Rel BA: QURU	Adult Abs Den: ACRU	Adult Abs Den: ACSA	Adult Abs Den: BEAL	Adult Abs Den: FAGR	Adult Abs Den: TSCA	Adult Abs Den: FRAM	Adult Abs Den: PIST	Adult Abs Den: PRSE	Adult Abs Den: QURU	Adult Den Total:	Adult Rel Den: ACRU	Adult Rel Den: ACSA	Adult Rel Den: BEAL	Adult Rel Den: FAGR	Adult Rel Den: TSCA	Adult Rel Den: FRAM	Adult Rel Den: PIST	Adult Rel Den: PRSE	Adult Rel Den: QURU	Snag Abs BA: ACRU	Snag Abs BA: ACSA	Snag Abs BA: BEAL	Snag Abs BA: FAGR	Snag Abs BA: TSCA	Snag Abs BA: FRAM	Snag Abs BA: PIST	Snag Abs BA: PRSE	Snag Abs BA: QURU	Snag BA Total:	Snag Rel BA: ACRU	Snag Rel BA: ACSA	Snag Rel BA: BEAL	Snag Rel BA: FAGR	Snag Rel BA: TSCA	Snag Rel BA: FRAM	Snag Rel BA: PIST	Snag Rel BA: PRSE	Snag Rel BA: QURU	Snag Abs Den: ACRU	Snag Abs Den: ACSA	Snag Abs Den: BEAL	Snag Abs Den: FAGR	Snag Abs Den: TSCA	Snag Abs Den: FRAM	Snag Abs Den: PIST	Snag Abs Den: PRSE	Snag Abs Den: QURU	Snag Den Total:	Snag Rel Den: ACRU	Snag Rel Den: ACSA	Snag Rel Den: BEAL	Snag Rel Den: FAGR	Snag Rel Den: TSCA	Snag Rel Den: FRAM	Snag Rel Den: PIST	Snag Rel Den: PRSE	Snag Rel Den: QURU
0	0	0	0	0	0	0	0	0	0	0	0	0.000979695	0	0	0.000781145	0.000607829	0.00069053	0	0.00088974	0	0.00394894	0.248091	0	0	0.197811	0.153922	0.174865	0	0.225311	0	25	0	0	25	25	25	0	25	0	125	0.2	0	0	0.2	0.2	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0.00379406	0	0	0.00313227	0.00374534	0.00432415	0	0.00684667	0	0.0218425	0.173701	0	0	0.143403	0.17147	0.19797	0	0.313456	0	23	0	0	25	23	22	0	22	0	115	0.2	0	0	0.217391	0.2	0.191304	0	0.191304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0.0142042	0	0	0.0111908	0.023328	0.0284394	0	0.0559685	0	0.133131	0.106693	0	0	0.0840586	0.175226	0.21362	0	0.420402	0	21	0	0	22	20	22	0	21	0	106	0.198113	0	0	0.207547	0.188679	0.207547	0	0.198113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	2	0	0	1	0	3	0.0559316	0	0	0.0397126	0.0331032	0.0475064	0	0.0224991	0	0.198753	0.281413	0	0	0.199809	0.166554	0.239023	0	0.113201	0	20	0	0	20	9	12	0	5	0	66	0.30303	0	0	0.30303	0.136364	0.181818	0	0.0757576	0	0	0	0	0	0.131632	0.139514	0	0.409798	0	0.680944	0	0	0	0	0.193309	0.204883	0	0.601808	0	0	0	0	0	10	10	0	15	0	35	0	0	0	0	0.285714	0.285714	0	0.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	2	0	0	0	5	4	0	7	0	18	0.026817	0	0	0.0487556	0.0068423	0.0130643	0	0	0	0.0954791	0.280867	0	0	0.510641	0.0716628	0.136829	0	0	0	6	0	0	11	1	2	0	0	0	20	0.3	0	0	0.55	0.05	0.1	0	0	0	0.180777	0	0	0.109072	0.676613	0.748841	0	0.991448	0	2.70675	0.0667875	0	0	0.0402961	0.249972	0.276657	0	0.366287	0	12	0	0	8	18	19	0	18	0	75	0.16	0	0	0.106667	0.24	0.253333	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	4	0	0	0	14	10	0	15	0	43	0	0	0	0.00683614	9.0538e-005	0	0	0.00012431	0	0.00705099	0	0	0	0.969529	0.0128405	0	0	0.0176302	0	0	0	0	1	1	0	0	1	0	3	0	0	0	0.333333	0.333333	0	0	0.333333	0	0.576125	0	0	0.526631	1.12294	1.3136	0	1.46573	0	5.00502	0.115109	0	0	0.105221	0.224362	0.262456	0	0.292851	0	17	0	0	17	18	20	0	18	0	90	0.188889	0	0	0.188889	0.2	0.222222	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	12	0	0	3	26	19	0	16	0	76	0	0	0	0	0.00117293	0	0	0.00161454	0	0.00278747	0	0	0	0	0.420787	0	0	0.579213	0	0	0	0	0	2	0	0	6	0	8	0	0	0	0	0.25	0	0	0.75	0	0.96591	0	0	1.03818	1.59103	1.75451	0	1.92128	0	7.27091	0.132846	0	0	0.142785	0.218822	0.241306	0	0.264242	0	16	0	0	18	18	19	0	18	0	89	0.179775	0	0	0.202247	0.202247	0.213483	0	0.202247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	14	0	0	6	36	19	0	17	0	92	0.00012483	0	0	0	0.00910158	0.00109421	0	0.00523396	0	0.0155546	0.00802527	0	0	0	0.585138	0.0703465	0	0.33649	0	1	0	0	0	5	3	0	9	0	18	0.0555556	0	0	0	0.277778	0.166667	0	0.5	0	1.37734	0	0	1.36963	2.04426	2.12765	0	2.0935	0	9.01237	0.152828	0	0	0.151972	0.226828	0.236081	0	0.232291	0	16	0	0	16	18	18	0	17	0	85	0.188235	0	0	0.188235	0.211765	0.211765	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	13	0	0	11	44	29	0	22	0	119	0.000605052	0	0	0	0.0123239	0.00685893	0	0.0330551	0	0.0528429	0.01145	0	0	0	0.233217	0.129799	0	0.625534	0	2	0	0	0	8	6	0	12	0	28	0.0714286	0	0	0	0.285714	0.214286	0	0.428571	0	1.65297	0	0	1.57552	2.53986	2.57308	0	2.38721	0	10.7286	0.154071	0	0	0.146852	0.236736	0.239833	0	0.222508	0	15	0	0	14	20	18	0	17	0	84	0.178571	0	0	0.166667	0.238095	0.214286	0	0.202381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	21	0	0	16	53	29	0	28	0	147	0.000593291	0	0	0.00019891	0.011283	0.01229	0	0.0298137	0	0.054179	0.0109506	0	0	0.00367134	0.208254	0.226842	0	0.550282	0	3	0	0	2	16	9	0	12	0	42	0.0714286	0	0	0.047619	0.380952	0.214286	0	0.285714	0	2.00804	0	0	1.92281	3.0933	2.87623	0	2.75933	0	12.6597	0.158617	0	0	0.151885	0.244342	0.227195	0	0.217961	0	15	0	0	14	23	19	0	18	0	89	0.168539	0	0	0.157303	0.258427	0.213483	0	0.202247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
