Location: Fake forest
From parameter file: C:\Users\ben\Desktop\inputs\input_GMF_0-1-1-1-1-0-1-1-1.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ACRU	Sdl Abs Den: ACSA	Sdl Abs Den: BEAL	Sdl Abs Den: FAGR	Sdl Abs Den: TSCA	Sdl Abs Den: FRAM	Sdl Abs Den: PIST	Sdl Abs Den: PRSE	Sdl Abs Den: QURU	Sdl Den Total:	Sapl Abs BA: ACRU	Sapl Abs BA: ACSA	Sapl Abs BA: BEAL	Sapl Abs BA: FAGR	Sapl Abs BA: TSCA	Sapl Abs BA: FRAM	Sapl Abs BA: PIST	Sapl Abs BA: PRSE	Sapl Abs BA: QURU	Sapl BA Total:	Sapl Rel BA: ACRU	Sapl Rel BA: ACSA	Sapl Rel BA: BEAL	Sapl Rel BA: FAGR	Sapl Rel BA: TSCA	Sapl Rel BA: FRAM	Sapl Rel BA: PIST	Sapl Rel BA: PRSE	Sapl Rel BA: QURU	Sapl Abs Den: ACRU	Sapl Abs Den: ACSA	Sapl Abs Den: BEAL	Sapl Abs Den: FAGR	Sapl Abs Den: TSCA	Sapl Abs Den: FRAM	Sapl Abs Den: PIST	Sapl Abs Den: PRSE	Sapl Abs Den: QURU	Sapl Den Total:	Sapl Rel Den: ACRU	Sapl Rel Den: ACSA	Sapl Rel Den: BEAL	Sapl Rel Den: FAGR	Sapl Rel Den: TSCA	Sapl Rel Den: FRAM	Sapl Rel Den: PIST	Sapl Rel Den: PRSE	Sapl Rel Den: QURU	Adult Abs BA: ACRU	Adult Abs BA: ACSA	Adult Abs BA: BEAL	Adult Abs BA: FAGR	Adult Abs BA: TSCA	Adult Abs BA: FRAM	Adult Abs BA: PIST	Adult Abs BA: PRSE	Adult Abs BA: QURU	Adult BA Total:	Adult Rel BA: ACRU	Adult Rel BA: ACSA	Adult Rel BA: BEAL	Adult Rel BA: FAGR	Adult Rel BA: TSCA	Adult Rel BA: FRAM	Adult Rel BA: PIST	Adult Rel BA: PRSE	Adult Rel BA: QURU	Adult Abs Den: ACRU	Adult Abs Den: ACSA	Adult Abs Den: BEAL	Adult Abs Den: FAGR	Adult Abs Den: TSCA	Adult Abs Den: FRAM	Adult Abs Den: PIST	Adult Abs Den: PRSE	Adult Abs Den: QURU	Adult Den Total:	Adult Rel Den: ACRU	Adult Rel Den: ACSA	Adult Rel Den: BEAL	Adult Rel Den: FAGR	Adult Rel Den: TSCA	Adult Rel Den: FRAM	Adult Rel Den: PIST	Adult Rel Den: PRSE	Adult Rel Den: QURU	Snag Abs BA: ACRU	Snag Abs BA: ACSA	Snag Abs BA: BEAL	Snag Abs BA: FAGR	Snag Abs BA: TSCA	Snag Abs BA: FRAM	Snag Abs BA: PIST	Snag Abs BA: PRSE	Snag Abs BA: QURU	Snag BA Total:	Snag Rel BA: ACRU	Snag Rel BA: ACSA	Snag Rel BA: BEAL	Snag Rel BA: FAGR	Snag Rel BA: TSCA	Snag Rel BA: FRAM	Snag Rel BA: PIST	Snag Rel BA: PRSE	Snag Rel BA: QURU	Snag Abs Den: ACRU	Snag Abs Den: ACSA	Snag Abs Den: BEAL	Snag Abs Den: FAGR	Snag Abs Den: TSCA	Snag Abs Den: FRAM	Snag Abs Den: PIST	Snag Abs Den: PRSE	Snag Abs Den: QURU	Snag Den Total:	Snag Rel Den: ACRU	Snag Rel Den: ACSA	Snag Rel Den: BEAL	Snag Rel Den: FAGR	Snag Rel Den: TSCA	Snag Rel Den: FRAM	Snag Rel Den: PIST	Snag Rel Den: PRSE	Snag Rel Den: QURU
0	0	0	0	0	0	0	0	0	0	0	0	0	0.000742134	0.000807612	0.000675407	0.000798901	0	0.00101413	0.000813293	0.000770629	0.00562211	0	0.132003	0.143649	0.120134	0.1421	0	0.180383	0.14466	0.137071	0	25	25	25	25	0	25	25	25	175	0	0.142857	0.142857	0.142857	0.142857	0	0.142857	0.142857	0.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0.00220068	0.00346569	0.00231462	0.00505301	0	0.00589855	0.00588073	0.00648061	0.0312939	0	0.070323	0.110747	0.0739638	0.16147	0	0.188489	0.187919	0.207089	0	20	20	21	22	0	22	22	25	152	0	0.131579	0.131579	0.138158	0.144737	0	0.144737	0.144737	0.164474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0.00569218	0.0145517	0.00928101	0.0332276	0	0.0381246	0.0481471	0.0544957	0.20352	0	0.0279687	0.0715001	0.0456025	0.163265	0	0.187326	0.236572	0.267766	0	16	18	21	20	0	22	21	25	143	0	0.111888	0.125874	0.146853	0.13986	0	0.153846	0.146853	0.174825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	2	3	4	9	0	0.0183225	0.0681315	0.034202	0.0120097	0	0.0331262	0.0459127	0.0248369	0.236542	0	0.0774599	0.288032	0.144592	0.0507721	0	0.140044	0.1941	0.105	0	16	18	20	5	0	8	10	7	84	0	0.190476	0.214286	0.238095	0.0595238	0	0.0952381	0.119048	0.0833333	0	0	0	0	0.228297	0	0.212864	0.366669	0.410229	1.21806	0	0	0	0	0.187427	0	0.174757	0.301027	0.336789	0	0	0	0	15	0	14	11	17	57	0	0	0	0	0.263158	0	0.245614	0.192982	0.298246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	3	0	5	0	7	5	8	28	0	0.0507492	0.0135658	0.0489414	0	0	0	0	0	0.113256	0	0.448091	0.11978	0.432129	0	0	0	0	0	0	15	3	14	0	0	0	0	0	32	0	0.46875	0.09375	0.4375	0	0	0	0	0	0	0.00809395	0.265393	0.087878	0.798944	0	0.887864	0.974268	1.05635	4.07879	0	0.0019844	0.0650667	0.0215451	0.195878	0	0.217678	0.238862	0.258985	0	1	13	6	19	0	22	19	22	102	0	0.00980392	0.127451	0.0588235	0.186275	0	0.215686	0.186275	0.215686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	1	8	3	8	0	13	21	13	67	0	0.0103192	0	0.0134807	0	0	0	0.000115765	0.000227675	0.0241434	0	0.427413	0	0.558362	0	0	0	0.00479491	0.00943011	0	3	0	2	0	0	0	1	2	8	0	0.375	0	0.25	0	0	0	0.125	0.25	0	0.163193	0.734022	0.416552	1.30508	0	1.35854	1.40524	1.57299	6.95562	0	0.0234621	0.105529	0.0598871	0.18763	0	0.195316	0.202029	0.226147	0	12	16	15	19	0	20	18	21	121	0	0.0991736	0.132231	0.123967	0.157025	0	0.165289	0.14876	0.173554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	2	11	5	15	0	25	20	19	97	0	0.00396667	0	0	0	0	0.000441753	0.00107779	0.00262455	0.00811076	0	0.489063	0	0	0	0	0.054465	0.132883	0.323588	0	1	0	0	0	0	1	3	7	12	0	0.0833333	0	0	0	0	0.0833333	0.25	0.583333	0	0.459644	1.16691	0.792944	1.68249	0	1.77181	1.78508	1.69159	9.35047	0	0.0491573	0.124796	0.0848026	0.179937	0	0.189489	0.190908	0.18091	0	13	16	15	18	0	19	17	17	115	0	0.113043	0.13913	0.130435	0.156522	0	0.165217	0.147826	0.147826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	10	14	8	23	0	29	22	31	137	0	0	0.000333623	0	0.00167636	0	0.00356577	0.0090469	0.0188547	0.0334774	0	0	0.00996565	0	0.0500745	0	0.106513	0.270239	0.563208	0	0	2	0	4	0	5	10	8	29	0	0	0.0689655	0	0.137931	0	0.172414	0.344828	0.275862	0	0.825551	1.57529	0.909502	2.02449	0	2.12743	2.20868	1.99163	11.6626	0	0.0707864	0.135072	0.0779847	0.173589	0	0.182415	0.189382	0.170771	0	14	16	11	17	0	18	17	16	109	0	0.12844	0.146789	0.100917	0.155963	0	0.165138	0.155963	0.146789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	8	19	6	35	0	32	30	33	163	0	0	0.0014823	0.00031275	0.0082793	0	0.00521853	0.0142978	0.0353267	0.0649174	0	0	0.0228336	0.00481766	0.127536	0	0.0803873	0.220246	0.54418	0	0	2	3	6	0	9	14	13	47	0	0	0.0425532	0.0638298	0.12766	0	0.191489	0.297872	0.276596	0	1.16845	1.7082	1.18755	2.29634	0	2.58381	2.67564	2.36088	13.9809	0	0.0835752	0.122181	0.084941	0.164249	0	0.184811	0.191378	0.168865	0	14	14	11	16	0	19	18	17	109	0	0.12844	0.12844	0.100917	0.146789	0	0.174312	0.165138	0.155963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	11	19	7	45	0	43	32	39	196	0	0	0.00662659	0.00131871	0.0144473	0	0.0136689	0.042108	0.0153124	0.0934818	0	0	0.0708864	0.0141066	0.154546	0	0.14622	0.45044	0.163801	0	0	3	4	9	0	12	19	16	63	0	0	0.047619	0.0634921	0.142857	0	0.190476	0.301587	0.253968	0	1.5049	1.74479	1.46104	2.68075	0	2.8982	3.16519	2.97108	16.426	0	0.0916173	0.106222	0.0889473	0.163202	0	0.17644	0.192695	0.180877	0	14	12	11	17	0	19	19	22	114	0	0.122807	0.105263	0.0964912	0.149123	0	0.166667	0.166667	0.192982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
