Location: Fake forest
From parameter file: C:\Users\ben\Desktop\inputs\input_GMF_0-0-1-1-0-0-0-0-0.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ACRU	Sdl Abs Den: ACSA	Sdl Abs Den: BEAL	Sdl Abs Den: FAGR	Sdl Abs Den: TSCA	Sdl Abs Den: FRAM	Sdl Abs Den: PIST	Sdl Abs Den: PRSE	Sdl Abs Den: QURU	Sdl Den Total:	Sapl Abs BA: ACRU	Sapl Abs BA: ACSA	Sapl Abs BA: BEAL	Sapl Abs BA: FAGR	Sapl Abs BA: TSCA	Sapl Abs BA: FRAM	Sapl Abs BA: PIST	Sapl Abs BA: PRSE	Sapl Abs BA: QURU	Sapl BA Total:	Sapl Rel BA: ACRU	Sapl Rel BA: ACSA	Sapl Rel BA: BEAL	Sapl Rel BA: FAGR	Sapl Rel BA: TSCA	Sapl Rel BA: FRAM	Sapl Rel BA: PIST	Sapl Rel BA: PRSE	Sapl Rel BA: QURU	Sapl Abs Den: ACRU	Sapl Abs Den: ACSA	Sapl Abs Den: BEAL	Sapl Abs Den: FAGR	Sapl Abs Den: TSCA	Sapl Abs Den: FRAM	Sapl Abs Den: PIST	Sapl Abs Den: PRSE	Sapl Abs Den: QURU	Sapl Den Total:	Sapl Rel Den: ACRU	Sapl Rel Den: ACSA	Sapl Rel Den: BEAL	Sapl Rel Den: FAGR	Sapl Rel Den: TSCA	Sapl Rel Den: FRAM	Sapl Rel Den: PIST	Sapl Rel Den: PRSE	Sapl Rel Den: QURU	Adult Abs BA: ACRU	Adult Abs BA: ACSA	Adult Abs BA: BEAL	Adult Abs BA: FAGR	Adult Abs BA: TSCA	Adult Abs BA: FRAM	Adult Abs BA: PIST	Adult Abs BA: PRSE	Adult Abs BA: QURU	Adult BA Total:	Adult Rel BA: ACRU	Adult Rel BA: ACSA	Adult Rel BA: BEAL	Adult Rel BA: FAGR	Adult Rel BA: TSCA	Adult Rel BA: FRAM	Adult Rel BA: PIST	Adult Rel BA: PRSE	Adult Rel BA: QURU	Adult Abs Den: ACRU	Adult Abs Den: ACSA	Adult Abs Den: BEAL	Adult Abs Den: FAGR	Adult Abs Den: TSCA	Adult Abs Den: FRAM	Adult Abs Den: PIST	Adult Abs Den: PRSE	Adult Abs Den: QURU	Adult Den Total:	Adult Rel Den: ACRU	Adult Rel Den: ACSA	Adult Rel Den: BEAL	Adult Rel Den: FAGR	Adult Rel Den: TSCA	Adult Rel Den: FRAM	Adult Rel Den: PIST	Adult Rel Den: PRSE	Adult Rel Den: QURU	Snag Abs BA: ACRU	Snag Abs BA: ACSA	Snag Abs BA: BEAL	Snag Abs BA: FAGR	Snag Abs BA: TSCA	Snag Abs BA: FRAM	Snag Abs BA: PIST	Snag Abs BA: PRSE	Snag Abs BA: QURU	Snag BA Total:	Snag Rel BA: ACRU	Snag Rel BA: ACSA	Snag Rel BA: BEAL	Snag Rel BA: FAGR	Snag Rel BA: TSCA	Snag Rel BA: FRAM	Snag Rel BA: PIST	Snag Rel BA: PRSE	Snag Rel BA: QURU	Snag Abs Den: ACRU	Snag Abs Den: ACSA	Snag Abs Den: BEAL	Snag Abs Den: FAGR	Snag Abs Den: TSCA	Snag Abs Den: FRAM	Snag Abs Den: PIST	Snag Abs Den: PRSE	Snag Abs Den: QURU	Snag Den Total:	Snag Rel Den: ACRU	Snag Rel Den: ACSA	Snag Rel Den: BEAL	Snag Rel Den: FAGR	Snag Rel Den: TSCA	Snag Rel Den: FRAM	Snag Rel Den: PIST	Snag Rel Den: PRSE	Snag Rel Den: QURU
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00076299	0.000867299	0	0	0	0	0	0.00163029	0	0	0.468009	0.531991	0	0	0	0	0	0	0	25	25	0	0	0	0	0	50	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00309141	0.00311559	0	0	0	0	0	0.006207	0	0	0.498052	0.501948	0	0	0	0	0	0	0	22	23	0	0	0	0	0	45	0	0	0.488889	0.511111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143739	0.012493	0	0	0	0	0	0.0268669	0	0	0.535004	0.464996	0	0	0	0	0	0	0	21	23	0	0	0	0	0	44	0	0	0.477273	0.522727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0544697	0.0473747	0	0	0	0	0	0.101844	0	0	0.534833	0.465167	0	0	0	0	0	0	0	19	22	0	0	0	0	0	41	0	0	0.463415	0.536585	0	0	0	0	0	0	0	0.00802351	0	0	0	0	0	0	0.00802351	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	1	1	0	0	0	0	0	2	0	0	0.0338139	0.0342569	0	0	0	0	0	0.0680708	0	0	0.496746	0.503254	0	0	0	0	0	0	0	8	9	0	0	0	0	0	17	0	0	0.470588	0.529412	0	0	0	0	0	0	0	0.258797	0.135748	0	0	0	0	0	0.394544	0	0	0.655938	0.344062	0	0	0	0	0	0	0	12	10	0	0	0	0	0	22	0	0	0.545455	0.454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	8	2	0	0	0	0	0	10	0	0	0	0.0135392	0	0	0	0	0	0.0135392	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0.768521	0.487178	0	0	0	0	0	1.2557	0	0	0.612026	0.387974	0	0	0	0	0	0	0	19	14	0	0	0	0	0	33	0	0	0.575758	0.424242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	12	4	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20958	0.938573	0	0	0	0	0	2.14815	0	0	0.563078	0.436922	0	0	0	0	0	0	0	17	17	0	0	0	0	0	34	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	18	6	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55929	1.29295	0	0	0	0	0	2.85224	0	0	0.54669	0.45331	0	0	0	0	0	0	0	16	16	0	0	0	0	0	32	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	14	9	0	0	0	0	0	23	0	0	0.00035307	0.00011191	0	0	0	0	0	0.000464979	0	0	0.759323	0.240677	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	0	0	0.666667	0.333333	0	0	0	0	0	0	0	1.71197	1.69915	0	0	0	0	0	3.41112	0	0	0.50188	0.49812	0	0	0	0	0	0	0	14	16	0	0	0	0	0	30	0	0	0.466667	0.533333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	17	9	0	0	0	0	0	26	0	0	0.00163137	0.000664861	0	0	0	0	0	0.00229624	0	0	0.710456	0.289544	0	0	0	0	0	0	0	2	3	0	0	0	0	0	5	0	0	0.4	0.6	0	0	0	0	0	0	0	1.75024	2.0977	0	0	0	0	0	3.84794	0	0	0.454851	0.545149	0	0	0	0	0	0	0	12	16	0	0	0	0	0	28	0	0	0.428571	0.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	18	17	0	0	0	0	0	35	0	0	0.00798963	0.00283559	0	0	0	0	0	0.0108252	0	0	0.738057	0.261943	0	0	0	0	0	0	0	5	5	0	0	0	0	0	10	0	0	0.5	0.5	0	0	0	0	0	0	0	1.89176	2.49195	0	0	0	0	0	4.38371	0	0	0.431543	0.568457	0	0	0	0	0	0	0	11	16	0	0	0	0	0	27	0	0	0.407407	0.592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	0	0	0	23	20	0	0	0	0	0	43	0	0	0.00236463	0.0114655	0	0	0	0	0	0.0138301	0	0	0.170977	0.829023	0	0	0	0	0	0	0	4	8	0	0	0	0	0	12	0	0	0.333333	0.666667	0	0	0	0	0	0	0	2.19398	2.69877	0	0	0	0	0	4.89275	0	0	0.448415	0.551585	0	0	0	0	0	0	0	13	15	0	0	0	0	0	28	0	0	0.464286	0.535714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	0	0	0	26	23	0	0	0	0	0	49	0	0	0.010546	0.018632	0	0	0	0	0	0.029178	0	0	0.361436	0.638564	0	0	0	0	0	0	0	6	10	0	0	0	0	0	16	0	0	0.375	0.625	0	0	0	0	0	0	0	2.29709	2.89138	0	0	0	0	0	5.18848	0	0	0.44273	0.55727	0	0	0	0	0	0	0	12	15	0	0	0	0	0	27	0	0	0.444444	0.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	0	0	0	26	23	0	0	0	0	0	49	0	0	0.0135126	0.0208527	0	0	0	0	0	0.0343653	0	0	0.393206	0.606794	0	0	0	0	0	0	0	8	16	0	0	0	0	0	24	0	0	0.333333	0.666667	0	0	0	0	0	0	0	2.4012	3.31259	0	0	0	0	0	5.7138	0	0	0.420247	0.579753	0	0	0	0	0	0	0	13	17	0	0	0	0	0	30	0	0	0.433333	0.566667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	0	0	0	24	24	0	0	0	0	0	48	0	0	0.0084228	0.0278286	0	0	0	0	0	0.0362514	0	0	0.232344	0.767656	0	0	0	0	0	0	0	10	18	0	0	0	0	0	28	0	0	0.357143	0.642857	0	0	0	0	0	0	0	2.25958	2.99495	0	0	0	0	0	5.25452	0	0	0.430025	0.569975	0	0	0	0	0	0	0	13	16	0	0	0	0	0	29	0	0	0.448276	0.551724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	0	0	0	31	24	0	0	0	0	0	55	0	0	0.0216812	0.0223495	0	0	0	0	0	0.0440307	0	0	0.492411	0.507589	0	0	0	0	0	0	0	14	20	0	0	0	0	0	34	0	0	0.411765	0.588235	0	0	0	0	0	0	0	2.60684	3.47433	0	0	0	0	0	6.08117	0	0	0.428675	0.571325	0	0	0	0	0	0	0	14	20	0	0	0	0	0	34	0	0	0.411765	0.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
