Location: Fake forest
From parameter file: C:\Users\ben\Desktop\inputs\input_GMF_1-0-1-0-1-0-0-1-0.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ACRU	Sdl Abs Den: ACSA	Sdl Abs Den: BEAL	Sdl Abs Den: FAGR	Sdl Abs Den: TSCA	Sdl Abs Den: FRAM	Sdl Abs Den: PIST	Sdl Abs Den: PRSE	Sdl Abs Den: QURU	Sdl Den Total:	Sapl Abs BA: ACRU	Sapl Abs BA: ACSA	Sapl Abs BA: BEAL	Sapl Abs BA: FAGR	Sapl Abs BA: TSCA	Sapl Abs BA: FRAM	Sapl Abs BA: PIST	Sapl Abs BA: PRSE	Sapl Abs BA: QURU	Sapl BA Total:	Sapl Rel BA: ACRU	Sapl Rel BA: ACSA	Sapl Rel BA: BEAL	Sapl Rel BA: FAGR	Sapl Rel BA: TSCA	Sapl Rel BA: FRAM	Sapl Rel BA: PIST	Sapl Rel BA: PRSE	Sapl Rel BA: QURU	Sapl Abs Den: ACRU	Sapl Abs Den: ACSA	Sapl Abs Den: BEAL	Sapl Abs Den: FAGR	Sapl Abs Den: TSCA	Sapl Abs Den: FRAM	Sapl Abs Den: PIST	Sapl Abs Den: PRSE	Sapl Abs Den: QURU	Sapl Den Total:	Sapl Rel Den: ACRU	Sapl Rel Den: ACSA	Sapl Rel Den: BEAL	Sapl Rel Den: FAGR	Sapl Rel Den: TSCA	Sapl Rel Den: FRAM	Sapl Rel Den: PIST	Sapl Rel Den: PRSE	Sapl Rel Den: QURU	Adult Abs BA: ACRU	Adult Abs BA: ACSA	Adult Abs BA: BEAL	Adult Abs BA: FAGR	Adult Abs BA: TSCA	Adult Abs BA: FRAM	Adult Abs BA: PIST	Adult Abs BA: PRSE	Adult Abs BA: QURU	Adult BA Total:	Adult Rel BA: ACRU	Adult Rel BA: ACSA	Adult Rel BA: BEAL	Adult Rel BA: FAGR	Adult Rel BA: TSCA	Adult Rel BA: FRAM	Adult Rel BA: PIST	Adult Rel BA: PRSE	Adult Rel BA: QURU	Adult Abs Den: ACRU	Adult Abs Den: ACSA	Adult Abs Den: BEAL	Adult Abs Den: FAGR	Adult Abs Den: TSCA	Adult Abs Den: FRAM	Adult Abs Den: PIST	Adult Abs Den: PRSE	Adult Abs Den: QURU	Adult Den Total:	Adult Rel Den: ACRU	Adult Rel Den: ACSA	Adult Rel Den: BEAL	Adult Rel Den: FAGR	Adult Rel Den: TSCA	Adult Rel Den: FRAM	Adult Rel Den: PIST	Adult Rel Den: PRSE	Adult Rel Den: QURU	Snag Abs BA: ACRU	Snag Abs BA: ACSA	Snag Abs BA: BEAL	Snag Abs BA: FAGR	Snag Abs BA: TSCA	Snag Abs BA: FRAM	Snag Abs BA: PIST	Snag Abs BA: PRSE	Snag Abs BA: QURU	Snag BA Total:	Snag Rel BA: ACRU	Snag Rel BA: ACSA	Snag Rel BA: BEAL	Snag Rel BA: FAGR	Snag Rel BA: TSCA	Snag Rel BA: FRAM	Snag Rel BA: PIST	Snag Rel BA: PRSE	Snag Rel BA: QURU	Snag Abs Den: ACRU	Snag Abs Den: ACSA	Snag Abs Den: BEAL	Snag Abs Den: FAGR	Snag Abs Den: TSCA	Snag Abs Den: FRAM	Snag Abs Den: PIST	Snag Abs Den: PRSE	Snag Abs Den: QURU	Snag Den Total:	Snag Rel Den: ACRU	Snag Rel Den: ACSA	Snag Rel Den: BEAL	Snag Rel Den: FAGR	Snag Rel Den: TSCA	Snag Rel Den: FRAM	Snag Rel Den: PIST	Snag Rel Den: PRSE	Snag Rel Den: QURU
0	0	0	0	0	0	0	0	0	0	0	0	0.0009631	0	0.00080721	0	0.000851867	0	0	0.000877967	0	0.00350014	0.27516	0	0.230622	0	0.243381	0	0	0.250837	0	25	0	25	0	25	0	0	25	0	100	0.25	0	0.25	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0.0041498	0	0.00315596	0	0.00617983	0	0	0.00706249	0	0.0205481	0.201956	0	0.153589	0	0.300749	0	0	0.343706	0	25	0	19	0	25	0	0	24	0	93	0.268817	0	0.204301	0	0.268817	0	0	0.258065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0.0154182	0	0.0146503	0	0.0448264	0	0	0.057472	0	0.132367	0.116481	0	0.11068	0	0.338653	0	0	0.434187	0	23	0	18	0	25	0	0	23	0	89	0.258427	0	0.202247	0	0.280899	0	0	0.258427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	4	0	0	5	0	9	0.0664119	0	0.0685885	0	0.0237783	0	0	0.0236891	0	0.182468	0.363965	0	0.375894	0	0.130315	0	0	0.129826	0	23	0	18	0	7	0	0	4	0	52	0.442308	0	0.346154	0	0.134615	0	0	0.0769231	0	0	0	0	0	0.297922	0	0	0.468341	0	0.766263	0	0	0	0	0.388799	0	0	0.611201	0	0	0	0	0	17	0	0	19	0	36	0	0	0	0	0.472222	0	0	0.527778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	2	0	2	0	8	0	0	11	0	23	0.0432545	0	0.013633	0	0.00510462	0	0	0	0	0.0619922	0.697742	0	0.219915	0	0.082343	0	0	0	0	9	0	3	0	1	0	0	0	0	13	0.692308	0	0.230769	0	0.0769231	0	0	0	0	0.219067	0	0.307148	0	1.01124	0	0	1.21874	0	2.75619	0.0794818	0	0.111439	0	0.366897	0	0	0.442182	0	13	0	15	0	23	0	0	22	0	73	0.178082	0	0.205479	0	0.315068	0	0	0.30137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	8	0	3	0	17	0	0	10	0	38	0.00777465	0	0	0	0	0	0	0.000127627	0	0.00790228	0.983849	0	0	0	0	0	0	0.0161507	0	1	0	0	0	0	0	0	1	0	2	0.5	0	0	0	0	0	0	0.5	0	0.767164	0	0.832517	0	1.5794	0	0	1.56494	0	4.74403	0.161711	0	0.175487	0	0.332925	0	0	0.329877	0	20	0	18	0	23	0	0	19	0	80	0.25	0	0.225	0	0.2875	0	0	0.2375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	16	0	9	0	23	0	0	14	0	62	0	0	0	0	0.0021751	0	0	0.00154158	0	0.00371668	0	0	0	0	0.585227	0	0	0.414773	0	0	0	0	0	4	0	0	5	0	9	0	0	0	0	0.444444	0	0	0.555556	0	1.20712	0	1.32045	0	2.06821	0	0	1.94103	0	6.53681	0.184666	0	0.202002	0	0.316393	0	0	0.296939	0	18	0	18	0	22	0	0	18	0	76	0.236842	0	0.236842	0	0.289474	0	0	0.236842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	14	0	18	0	36	0	0	25	0	93	0.000226327	0	0	0	0.0143709	0	0	0.00285413	0	0.0174514	0.012969	0	0	0	0.823484	0	0	0.163547	0	2	0	0	0	7	0	0	4	0	13	0.153846	0	0	0	0.538462	0	0	0.307692	0	1.5645	0	1.77962	0	2.62069	0	0	2.25106	0	8.21588	0.190424	0	0.216608	0	0.318979	0	0	0.273989	0	17	0	18	0	22	0	0	18	0	75	0.226667	0	0.24	0	0.293333	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	20	0	26	0	49	0	0	25	0	120	0.00121785	0	0.000177731	0	0.0126271	0	0	0.0235123	0	0.0375349	0.0324457	0	0.00473509	0	0.336409	0	0	0.62641	0	5	0	1	0	9	0	0	15	0	30	0.166667	0	0.0333333	0	0.3	0	0	0.5	0	1.88539	0	2.22935	0	3.23803	0	0	2.70841	0	10.0612	0.187393	0	0.22158	0	0.321834	0	0	0.269194	0	16	0	18	0	25	0	0	18	0	77	0.207792	0	0.233766	0	0.324675	0	0	0.233766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	22	0	29	0	57	0	0	33	0	141	0.00504029	0	0.00150411	0	0.0192034	0	0	0.0172577	0	0.0430055	0.117201	0	0.0349748	0	0.446534	0	0	0.40129	0	7	0	5	0	17	0	0	18	0	47	0.148936	0	0.106383	0	0.361702	0	0	0.382979	0	2.28147	0	2.67381	0	3.73835	0	0	3.12151	0	11.8151	0.193097	0	0.226303	0	0.316404	0	0	0.264196	0	16	0	18	0	27	0	0	20	0	81	0.197531	0	0.222222	0	0.333333	0	0	0.246914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	30	0	32	0	67	0	0	41	0	170	0.0175938	0	0.00771133	0	0.0322185	0	0	0.0681324	0	0.125656	0.140015	0	0.0613686	0	0.256402	0	0	0.542214	0	7	0	10	0	25	0	0	26	0	68	0.102941	0	0.147059	0	0.367647	0	0	0.382353	0	2.67416	0	3.11483	0	4.45794	0	0	3.68204	0	13.929	0.191985	0	0.223622	0	0.320048	0	0	0.264344	0	16	0	18	0	31	0	0	22	0	87	0.183908	0	0.206897	0	0.356322	0	0	0.252874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	0	30	0	40	0	88	0	0	51	0	209	0.0148067	0	0.016834	0	0.0417137	0	0	0.0426212	0	0.115976	0.127671	0	0.145152	0	0.359677	0	0	0.367501	0	8	0	12	0	28	0	0	24	0	72	0.111111	0	0.166667	0	0.388889	0	0	0.333333	0	3.11166	0	3.57086	0	5.3262	0	0	4.60714	0	16.6159	0.18727	0	0.214906	0	0.320549	0	0	0.277274	0	19	0	19	0	38	0	0	31	0	107	0.17757	0	0.17757	0	0.35514	0	0	0.28972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
