Location: Fake forest
From parameter file: C:\Users\ben\Desktop\inputs\input_GMF_1-0-0-1-0-1-1-0-1.xml
Basal area is normalized to m^2/ha; density to #/ha.
Subplots:
0 = Whole plot
Step	Subplot	Sdl Abs Den: ACRU	Sdl Abs Den: ACSA	Sdl Abs Den: BEAL	Sdl Abs Den: FAGR	Sdl Abs Den: TSCA	Sdl Abs Den: FRAM	Sdl Abs Den: PIST	Sdl Abs Den: PRSE	Sdl Abs Den: QURU	Sdl Den Total:	Sapl Abs BA: ACRU	Sapl Abs BA: ACSA	Sapl Abs BA: BEAL	Sapl Abs BA: FAGR	Sapl Abs BA: TSCA	Sapl Abs BA: FRAM	Sapl Abs BA: PIST	Sapl Abs BA: PRSE	Sapl Abs BA: QURU	Sapl BA Total:	Sapl Rel BA: ACRU	Sapl Rel BA: ACSA	Sapl Rel BA: BEAL	Sapl Rel BA: FAGR	Sapl Rel BA: TSCA	Sapl Rel BA: FRAM	Sapl Rel BA: PIST	Sapl Rel BA: PRSE	Sapl Rel BA: QURU	Sapl Abs Den: ACRU	Sapl Abs Den: ACSA	Sapl Abs Den: BEAL	Sapl Abs Den: FAGR	Sapl Abs Den: TSCA	Sapl Abs Den: FRAM	Sapl Abs Den: PIST	Sapl Abs Den: PRSE	Sapl Abs Den: QURU	Sapl Den Total:	Sapl Rel Den: ACRU	Sapl Rel Den: ACSA	Sapl Rel Den: BEAL	Sapl Rel Den: FAGR	Sapl Rel Den: TSCA	Sapl Rel Den: FRAM	Sapl Rel Den: PIST	Sapl Rel Den: PRSE	Sapl Rel Den: QURU	Adult Abs BA: ACRU	Adult Abs BA: ACSA	Adult Abs BA: BEAL	Adult Abs BA: FAGR	Adult Abs BA: TSCA	Adult Abs BA: FRAM	Adult Abs BA: PIST	Adult Abs BA: PRSE	Adult Abs BA: QURU	Adult BA Total:	Adult Rel BA: ACRU	Adult Rel BA: ACSA	Adult Rel BA: BEAL	Adult Rel BA: FAGR	Adult Rel BA: TSCA	Adult Rel BA: FRAM	Adult Rel BA: PIST	Adult Rel BA: PRSE	Adult Rel BA: QURU	Adult Abs Den: ACRU	Adult Abs Den: ACSA	Adult Abs Den: BEAL	Adult Abs Den: FAGR	Adult Abs Den: TSCA	Adult Abs Den: FRAM	Adult Abs Den: PIST	Adult Abs Den: PRSE	Adult Abs Den: QURU	Adult Den Total:	Adult Rel Den: ACRU	Adult Rel Den: ACSA	Adult Rel Den: BEAL	Adult Rel Den: FAGR	Adult Rel Den: TSCA	Adult Rel Den: FRAM	Adult Rel Den: PIST	Adult Rel Den: PRSE	Adult Rel Den: QURU	Snag Abs BA: ACRU	Snag Abs BA: ACSA	Snag Abs BA: BEAL	Snag Abs BA: FAGR	Snag Abs BA: TSCA	Snag Abs BA: FRAM	Snag Abs BA: PIST	Snag Abs BA: PRSE	Snag Abs BA: QURU	Snag BA Total:	Snag Rel BA: ACRU	Snag Rel BA: ACSA	Snag Rel BA: BEAL	Snag Rel BA: FAGR	Snag Rel BA: TSCA	Snag Rel BA: FRAM	Snag Rel BA: PIST	Snag Rel BA: PRSE	Snag Rel BA: QURU	Snag Abs Den: ACRU	Snag Abs Den: ACSA	Snag Abs Den: BEAL	Snag Abs Den: FAGR	Snag Abs Den: TSCA	Snag Abs Den: FRAM	Snag Abs Den: PIST	Snag Abs Den: PRSE	Snag Abs Den: QURU	Snag Den Total:	Snag Rel Den: ACRU	Snag Rel Den: ACSA	Snag Rel Den: BEAL	Snag Rel Den: FAGR	Snag Rel Den: TSCA	Snag Rel Den: FRAM	Snag Rel Den: PIST	Snag Rel Den: PRSE	Snag Rel Den: QURU
0	0	0	0	0	0	0	0	0	0	0	0	0.000705891	0	0	0.000874275	0	0.00103059	0.000761617	0	0.000977491	0.00434987	0.162279	0	0	0.200989	0	0.236925	0.17509	0	0.224718	25	0	0	25	0	25	25	0	25	125	0.2	0	0	0.2	0	0.2	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0.00292553	0	0	0.00303875	0	0.00670289	0.00456318	0	0.00783531	0.0250657	0.116715	0	0	0.121232	0	0.267413	0.182049	0	0.312591	22	0	0	23	0	24	24	0	24	117	0.188034	0	0	0.196581	0	0.205128	0.205128	0	0.205128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0.0116217	0	0	0.0118685	0	0.0380586	0.0292183	0	0.065855	0.156622	0.0742022	0	0	0.0757782	0	0.242996	0.186553	0	0.420471	21	0	0	22	0	22	23	0	24	112	0.1875	0	0	0.196429	0	0.196429	0.205357	0	0.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	2	0	0	3	5	0.0490982	0	0	0.0438623	0	0.0253102	0.056745	0	0.0131235	0.188139	0.260967	0	0	0.233137	0	0.134529	0.301612	0	0.0697541	20	0	0	20	0	7	14	0	3	64	0.3125	0	0	0.3125	0	0.109375	0.21875	0	0.046875	0	0	0	0	0	0.224992	0.131632	0	0.491103	0.847727	0	0	0	0	0	0.265407	0.155276	0	0.579317	0	0	0	0	0	15	9	0	19	43	0	0	0	0	0	0.348837	0.209302	0	0.44186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	2	0	0	1	0	9	5	0	10	27	0.0370435	0	0	0.0236848	0	0.00670774	0.00731465	0	0	0.0747507	0.495561	0	0	0.316851	0	0.0897347	0.0978538	0	0	9	0	0	8	0	1	1	0	0	19	0.473684	0	0	0.421053	0	0.0526316	0.0526316	0	0	0.156133	0	0	0.13578	0	0.838729	0.741892	0	1.12731	2.99984	0.0520471	0	0	0.0452622	0	0.279591	0.24731	0	0.37579	10	0	0	10	0	20	21	0	21	82	0.121951	0	0	0.121951	0	0.243902	0.256098	0	0.256098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	3	0	0	1	0	11	11	0	15	41	0.0140466	0	0	0.0180825	0	0	0	0	0.000347514	0.0324766	0.432515	0	0	0.556784	0	0	0	0	0.0107004	2	0	0	3	0	0	0	0	3	8	0.25	0	0	0.375	0	0	0	0	0.375	0.592132	0	0	0.477569	0	1.35903	1.3244	0	1.58749	5.34062	0.110873	0	0	0.089422	0	0.25447	0.247986	0	0.297249	17	0	0	13	0	20	21	0	20	91	0.186813	0	0	0.142857	0	0.21978	0.230769	0	0.21978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	9	0	0	3	0	20	20	0	20	72	0	0	0	0	0	0.00035359	0	0	0.00309327	0.00344686	0	0	0	0	0	0.102583	0	0	0.897417	0	0	0	0	0	1	0	0	8	9	0	0	0	0	0	0.111111	0	0	0.888889	1.06844	0	0	0.85149	0	1.6964	1.86722	0	1.88009	7.36364	0.145097	0	0	0.115634	0	0.230375	0.253573	0	0.25532	18	0	0	15	0	18	21	0	18	90	0.2	0	0	0.166667	0	0.2	0.233333	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	15	0	0	4	0	15	30	0	30	94	0	0	0	9.23699e-005	0	0.00376621	0.000705946	0	0.02236	0.0269245	0	0	0	0.0034307	0	0.13988	0.0262194	0	0.830469	0	0	0	1	0	6	2	0	11	20	0	0	0	0.05	0	0.3	0.1	0	0.55	1.3674	0	0	1.1565	0	1.68132	2.39537	0	1.92955	8.53014	0.160302	0	0	0.135578	0	0.197104	0.280813	0	0.226203	16	0	0	14	0	14	21	0	15	80	0.2	0	0	0.175	0	0.175	0.2625	0	0.1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	17	0	0	6	0	21	37	0	34	115	0.00021127	0	0	0.000317832	0	0.0114555	0.00553251	0	0.025229	0.0427461	0.00494245	0	0	0.00743535	0	0.267989	0.129427	0	0.590206	2	0	0	1	0	6	8	0	16	33	0.0606061	0	0	0.030303	0	0.181818	0.242424	0	0.484848	1.75563	0	0	1.38639	0	1.87871	2.7764	0	2.44471	10.2418	0.171417	0	0	0.135366	0	0.183435	0.271084	0	0.238698	16	0	0	13	0	13	20	0	18	80	0.2	0	0	0.1625	0	0.1625	0.25	0	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	17	0	0	9	0	21	45	0	37	129	0.00106844	0	0	0.00121823	0	0.00709543	0.00963135	0	0.0275144	0.0465279	0.0229633	0	0	0.0261829	0	0.152498	0.207002	0	0.591354	5	0	0	3	0	6	13	0	19	46	0.108696	0	0	0.0652174	0	0.130435	0.282609	0	0.413043	1.8894	0	0	1.60948	0	1.89865	3.27284	0	2.50653	11.1769	0.169045	0	0	0.144001	0	0.169873	0.292822	0	0.224259	14	0	0	12	0	14	22	0	19	81	0.17284	0	0	0.148148	0	0.17284	0.271605	0	0.234568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
