"a","b","c","d","e","f","g","h","i","j","k","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","feasible.and.stable","state_idx"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TRUE",2048
0,1,0,0,0,0,0,0,0,0,0,1,0,2.95766993993707,0,0,0,0,0,0,0,0,0,"TRUE",2
0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.50423145050186,0,0,0,0,0,0,0,0,"TRUE",4
1,0,0,0,1,0,0,0,0,0,0,2,1.11328578973297,0,0,0,0.775245822482141,0,0,0,0,0,0,"TRUE",17
0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0.596733784094663,0.812090348471046,0,0,0,0,0,0,"TRUE",24
0,1,1,1,1,0,0,0,0,0,0,3,0,0,3.50437374395616,0.0498190927017857,0.166970844527518,0,0,0,0,0,0,"TRUE",30
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.11351914068045,0,0,0,0,0,"TRUE",32
0,1,0,0,0,1,0,0,0,0,0,2,0,2.50579461972553,0,0,0,1.27377592950788,0,0,0,0,0,"TRUE",34
0,0,1,0,0,1,0,0,0,0,0,2,0,0,2.99696410222578,0,0,1.21031457190054,0,0,0,0,0,"TRUE",36
0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0.723289691988043,0,1.49046283171866,0,0,0,0,0,"TRUE",40
1,0,0,1,0,1,0,0,0,0,0,3,1.49259291114386,0,0,0.423467333286121,0,1.4044181828642,0,0,0,0,0,"TRUE",41
1,0,0,0,1,1,0,0,0,0,0,2,1.77039792585631e-10,0,0,0,1.43148872818437,1.16837944073907,0,0,0,0,0,"TRUE",49
0,1,0,0,1,1,0,0,0,0,0,3,0,2.04821804239536,0,0,0.93161674630575,1.28021509005027,0,0,0,0,0,"TRUE",50
1,1,0,0,1,1,0,0,0,0,0,3,2.37211935556954,4.64302289696155,0,0,0,1.52204054520382,0,0,0,0,0,"TRUE",51
0,1,1,0,1,1,0,0,0,0,0,3,0,0,2.98453181705834,0,0.761027374919087,1.23907860988407,0,0,0,0,0,"TRUE",54
1,0,0,0,0,0,1,0,0,0,0,1,1.79406317020861,0,0,0,0,0,0,0,0,0,0,"TRUE",65
0,1,1,0,0,0,1,0,0,0,0,1,0,0,3.50423145050186,0,0,0,0,0,0,0,0,"TRUE",70
1,0,0,1,0,0,1,0,0,0,0,2,2.05840496549528,0,0,0.24207634120881,0,0,0,0,0,0,0,"TRUE",73
0,1,1,1,0,0,1,0,0,0,0,2,0,0,3.50450545882355,0.0606863667341501,0,0,0,0,0,0,0,"TRUE",78
1,0,0,0,1,0,1,0,0,0,0,2,1.11328578973297,0,0,0,0.775245822482141,0,0,0,0,0,0,"TRUE",81
0,1,1,0,1,0,1,0,0,0,0,2,0,0,3.50414098763227,0,0.182760175104084,0,0,0,0,0,0,"TRUE",86
1,0,0,1,1,0,1,0,0,0,0,3,1.60319618456643,0,0,0.294186773143698,0.583175696945677,0,0,0,0,0,0,"TRUE",89
0,1,0,1,1,0,1,0,0,0,0,3,0,2.97610741323815,0,0.0837181991099867,0.187863839342068,0,0,0,0,0,0,"TRUE",90
0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1.1057577893107,0.0204031146282261,0,0,0,0,"TRUE",96
1,0,0,0,0,1,1,0,0,0,0,2,1.15875489248297,0,0,0,0,1.16802443102601,0,0,0,0,0,"TRUE",97
0,0,1,0,0,1,1,0,0,0,0,2,0,0,2.99696410222578,0,0,1.21031457190054,0,0,0,0,0,"TRUE",100
0,1,1,1,0,1,1,0,0,0,0,3,0,0,2.9507252952791,0.219086086563431,0,1.32299825697531,0,0,0,0,0,"TRUE",110
1,0,0,0,1,1,1,0,0,0,0,2,1.75041015269381e-10,0,0,0,1.43148872818476,1.16837944073899,0,0,0,0,0,"TRUE",113
1,1,0,0,1,1,1,0,0,0,0,3,2.37211935556954,4.64302289696155,0,0,0,1.52204054520382,0,0,0,0,0,"FALSE",115
0,0,1,0,1,1,1,0,0,0,0,3,0,0,2.98453181705834,0,0.761027374919087,1.23907860988407,0,0,0,0,0,"TRUE",116
0,1,1,0,1,1,1,0,0,0,0,3,0,0,2.98453181705834,0,0.761027374919087,1.23907860988407,0,0,0,0,0,"TRUE",118
0,1,1,1,1,1,1,0,0,0,0,4,0,0,2.94869453739773,0.170837263001766,0.747654518719693,1.32644078206037,0,0,0,0,0,"TRUE",126
0,1,1,0,0,0,0,1,0,0,0,1,0,0,3.50423145050186,0,0,0,0,0,0,0,0,"TRUE",134
0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0.624625314215919,0,0,0,0.0458227958619535,0,0,0,"TRUE",136
1,0,0,1,0,0,0,1,0,0,0,2,2.05840496549527,0,0,0.24207634120881,0,0,0,0,0,0,0,"TRUE",137
0,0,1,1,0,0,0,1,0,0,0,2,0,0,3.50450545882355,0.0606863667341501,0,0,0,0,0,0,0,"TRUE",140
0,1,1,1,0,0,0,1,0,0,0,2,0,0,3.50450545882355,0.0606863667341501,0,0,0,0,0,0,0,"TRUE",142
0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0.79327669333716,0,0,0.291723769360175,0,0,0,"TRUE",144
1,1,0,0,1,0,0,1,0,0,0,2,3.75682052932352,6.4819680278804,0,0,0,0,0,0,0,0,0,"TRUE",147
0,0,1,0,1,0,0,1,0,0,0,2,0,0,3.50414098763227,0,0.182760175104084,0,0,0,0,0,0,"TRUE",148
0,0,1,1,1,0,0,1,0,0,0,3,0,0,3.50437374395616,0.0498190927017857,0.166970844527518,0,0,0,0,0,0,"TRUE",156
0,1,1,1,1,0,0,1,0,0,0,3,0,0,3.50437374395616,0.0498190927017857,0.166970844527518,0,0,0,0,0,0,"FALSE",158
1,1,0,1,0,1,0,1,0,0,0,3,2.37211935556954,4.64302289696155,0,0,0,1.52204054520382,0,0,0,0,0,"TRUE",171
0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,0,1.29935430263296,1.25581082881638,0,0.231339510701727,0,0,0,"TRUE",176
1,0,0,0,1,1,0,1,0,0,0,3,0,0,0,0,1.29935430263073,1.25581082881636,0,0.231339510699843,0,0,0,"TRUE",177
0,0,1,0,1,1,0,1,0,0,0,3,0,0,2.98453181705834,0,0.761027374919087,1.23907860988407,0,0,0,0,0,"TRUE",180
0,0,0,1,1,1,0,1,0,0,0,4,0,0,0,0.600070016726366,1.31651211906971,1.50450912991086,0,0.0695517069596822,0,0,0,"TRUE",184
0,1,0,1,1,1,0,1,0,0,0,4,0,2.35098508920747,0,0.228047666631479,0.829127899776424,1.41449806273568,0,0,0,0,0,"TRUE",186
0,0,1,1,1,1,0,1,0,0,0,4,0,0,2.94869453739773,0.170837263001766,0.747654518719693,1.32644078206037,0,0,0,0,0,"TRUE",188
0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0.0879603826359452,0.218876653431363,0,0,0,"TRUE",192
0,1,0,0,0,0,1,1,0,0,0,1,0,2.95766993993707,0,0,0,0,0,0,0,0,0,"TRUE",194
0,0,1,1,0,0,1,1,0,0,0,2,0,0,3.50450545882355,0.0606863667341501,0,0,0,0,0,0,0,"FALSE",204
0,1,1,1,0,0,1,1,0,0,0,2,0,0,3.50450545882355,0.0606863667341501,0,0,0,0,0,0,0,"FALSE",206
0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0.793276693337161,0,0,0.291723769360176,0,0,0,"TRUE",208
0,1,0,0,1,0,1,1,0,0,0,2,0,2.83467550777228,0,0,0.251670587576603,0,0,0,0,0,0,"TRUE",210
0,0,1,0,1,0,1,1,0,0,0,2,0,0,3.50414098763227,0,0.182760175104084,0,0,0,0,0,0,"TRUE",212
0,0,0,1,1,0,1,1,0,0,0,3,0,0,0,0.513073706056409,0.722254376938897,0,0,0.163616155580474,0,0,0,"TRUE",216
