"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star"
0,0,0,0.804747634274294,0.804747634274294,0,0,0,0,0,0
0,0,3.23511478880105,0.205107600838359,0,1.36391273139712,0,0,0,0,0
0,0,3.23511478880105,0,0.804747634274294,1.36391273139712,0,0,0,0,0
0,0,3.23511478880105,0.205107600838359,0.205107600838359,0,0,0,0,0,0
0,0,3.23511478880105,0,0,1.36391273139712,0,0,0,0,0
0,0,3.23511478880105,0.205107600838359,0.804747634274294,1.36391273139712,0,0,0,0,0
0,0,3.23511478880105,0.205107600838359,0.804747634274294,1.36391273139712,0,0,0,0,0
1.36391273139712,0,0,0.804747634274294,0,1.36391273139712,0,0,0,0,0
2.40316910587547,8.55772277764856,0,0,0,1.36391273139712,0,0,0,0,0
0,0,0,0.804747634274294,0.804747634274294,0,0,0.205107600838359,0,0,0
2.40316910587547,8.55772277764856,0,0,0,1.36391273139712,0,0,0,0,0
0,0,0,0,0,1.82985208008335,0,0,8.55772277764856,0,0
0.205107600838359,0.205107600838359,0,0,0,0,0,0,8.55772277764856,0,0
0,0,0,0,0,1.82985208008335,0,0,8.55772277764856,0,0
0,0,0,0,0,0,0,0,8.55772277764856,0,0
0.205107600838359,0,0,0,0,0,0,0,8.55772277764856,0,0
0,0,0,0,0,1.82985208008335,0,0,8.55772277764856,0,0
0,0,0,0,0,1.82985208008335,0,0,8.55772277764856,0,0
0,0,0.205107600838359,0,0,0,0,0,8.55772277764856,0,0
0,0,0,0,0,1.82985208008335,0,0,8.55772277764856,0,0
0,0,0,0,0,1.82985208008335,0,0,8.55772277764856,0,0
0,0,0,0.804747634274294,0.205107600838359,0,0,0,0,1.82985208008335,0
0,0,0,0,0,0.804747634274294,0,0,0,0.804747634274294,0
0,2.40316910587547,0,0,0.205107600838359,1.36391273139712,0,0,0,1.82985208008335,0
0,0,3.23511478880105,0.205107600838359,0.205107600838359,1.36391273139712,0,0,0,0.804747634274294,0
0.804747634274294,0,0,0.205107600838359,0,1.36391273139712,0,0,0,0.804747634274294,0
1.82985208008335,8.55772277764856,0,0,0,1.36391273139712,0,0,0,1.82985208008335,0
0,2.40316910587547,0,0.205107600838359,0,1.36391273139712,0,0,0,1.36391273139712,0
0,2.40316910587547,0,0,0.205107600838359,1.36391273139712,0,0,0,1.82985208008335,0
0,0,3.23511478880105,0.205107600838359,0.205107600838359,1.36391273139712,0,0,0,0.804747634274294,0
0,0,3.23511478880105,0,0,1.36391273139712,0,0,0,0.804747634274294,0
0,0,0,0,0,0,0,0,8.55772277764856,2.40316910587547,0
0,0,0,0,0,0,0,0,8.55772277764856,2.40316910587547,0
0,0,0,0,0,0,0,0,8.55772277764856,2.40316910587547,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.82985208008335,0
0,0,0,0,0,0,0,0,8.55772277764856,2.40316910587547,0
0,0,0,0,0,0,0,0,8.55772277764856,2.40316910587547,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.82985208008335,0
0,0,0,0,0,3.23511478880105,0,0,16.2091465964374,1.82985208008335,0
0,0,0,0,0,0,0,0,8.55772277764856,2.40316910587547,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.82985208008335,0
0,0,0,0,0,2.40316910587547,0,0,16.2091465964374,1.82985208008335,0
0,0,0,0,0,0,0,0,8.55772277764856,2.40316910587547,0
0,0,0,0,0,3.23511478880105,0,0,16.2091465964374,1.82985208008335,0
0,3.23511478880105,0,0.205107600838359,0,1.36391273139712,0,0,0,0,0
3.23511478880105,8.55772277764856,0,0,0,0,0,0,0,0,0
0,0,0,0,1.36391273139712,1.36391273139712,0,0,0,0,0.804747634274294
1.82985208008335,0,0,0,0,0,0,0.205107600838359,0,0,0
0,3.23511478880105,0,0,0,0,0,0,0,0,0
2.40316910587547,8.55772277764856,0,0,0,1.36391273139712,0,0,0,0,0
1.36391273139712,0,0,0.804747634274294,0,1.36391273139712,0,0,0,0,0
3.23511478880105,8.55772277764856,0,0,0,0,0,0,0,0,0
0,3.23511478880105,0,0.205107600838359,0,0,0,0,0,0,0
3.23511478880105,8.55772277764856,0,0,0,0,0,0,0,0,0
0,0,3.23511478880105,0,0,1.36391273139712,0,0,0,0,0
0,0.205107600838359,0,0,0,0,0,0,8.55772277764856,0,0.804747634274294
0,0,0,0,0,1.82985208008335,0,0,8.55772277764856,0,0
0,0,0,0,0,1.82985208008335,0,0,8.55772277764856,0,0
0,0,0,0,0,1.82985208008335,0,0,8.55772277764856,0,0
0,0.205107600838359,0,0,0,0,0,0,8.55772277764856,0,0.205107600838359
0,0,0,0,0,0,0,0,8.55772277764856,0,0.804747634274294
0,0,0,0,0,0,0,0,8.55772277764856,0,0.804747634274294
0,0.205107600838359,0,0,0,0,0,0,8.55772277764856,0,0.804747634274294
0,0,0,0,0,1.82985208008335,0,0,8.55772277764856,0,0
0,0.205107600838359,0,0,0,0,0,0,8.55772277764856,0,0.205107600838359
0,0,0,0,0,0,0,0,8.55772277764856,0,0.804747634274294
