"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","m.star","n.star","o.star","p.star","q.star","r.star"
2101.55809618241,0,0,0,0,0,0,0.0414172008925579,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,73.312197259356,0,0,0,0,0,2101.55809618241,0,0,0,0
0,0,0,0,6199.14610068023,0,0,0.0414172008925579,0,0,28296.5582487683,0,0,0,0,0,0,0
0,0,0,0,6199.14610068023,0,0,0.0414172008925579,0,0,0,0,0,2101.55809618241,0,0,0,0
0,6199.14610068023,0,0,0,0,0,0.0414172008925579,0,0,0,0,0,0,0,0,0,0
0,4.88461485283157e-05,0,0,6199.14610068023,0,0,0,0,0,28296.5582487683,0,0,0,0,0,0,0
0,6199.14610068023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2101.55809618241,0,0,2101.55809618241,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2101.55809618241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2101.55809618241,0,0,2101.55809618241,0,0,0.0414172008925579,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6199.14610068023,0,0,0,0,0,28296.5582487683,0,0,0,0,0,0,0
2101.55809618241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101.55809618241,0,0,0,0,0,0,0.0414172008925579,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2101.55809618241,0,0,0,0
0,6199.14610068023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0414172008925579,0,0,0,0,0,0,0,0,21699.8242561282,0
0,0,0,0,0,0,0,4.88461485283157e-05,0,0,73.312197259356,0,0,0,0,0,21699.8242561282,0
0,0,0,0,0,0,0,0.0414172008925579,0,0,0,0,0,0,0,0,21699.8242561282,0
0,0,0,0,0,0,0,0.0414172008925579,0,0,0,0,0,0,0,0,21699.8242561282,0
0,0,0,0,0,0,0,0,0,0,73.312197259356,0,0,0,0,0,15020.6959413606,0
0,0,0,0,0,0,0,4.88461485283157e-05,0,0,0,0,0,0,0,0,21699.8242561282,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8242561282,0
0,0,0,0,0,0,0,0.0414172008925579,0,0,73.312197259356,0,0,0,0,0,21699.8242561282,0
0,0,0,0,0,0,0,0,0,0,73.312197259356,0,0,0,0,0,21699.8242561282,0
0,0,0,0,0,0,0,0,0,0,73.312197259356,0,0,0,0,0,15020.6959413606,0
0,0,0,0,0,0,0,0,0,0,73.312197259356,0,0,0,0,0,21699.8242561282,0
0,0,0,0,0,0,0,0,0,0,73.312197259356,0,0,0,0,0,15020.6959413606,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8242561282,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8242561282,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8242561282,0
0,0,0,0,0,0,0,0,0,0,2101.55809618241,0,0,0,0,0,15020.6959413606,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8242561282,0
0,0,0,0,0,0,0,0.0414172008925579,0,0,73.312197259356,0,0,0,0,0,15020.6959413606,0
0,0,0,0,0,0,0,0,0,0,73.312197259356,0,0,0,0,0,21699.8242561282,0
0,0,0,0,0,0,0,0.0414172008925579,0,0,73.312197259356,0,0,0,0,0,15020.6959413606,0
0,0,0,0,0,0,0,4.88461485283157e-05,0,0,0,0,0,0,0,0,21699.8242561282,0
0,0,0,0,0,0,0,4.88461485283157e-05,0,0,0,0,0,0,0,0,21699.8242561282,0
