"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","m.star","n.star","o.star","p.star","q.star","r.star"
0,0,0,0,7205.93499594196,0,0,0.0592042890309059,0,0,0,0,0,0,0,0,0,0
0,4146.16983934856,0,0,0,0,0,0.0506655322621669,0,0,0,0,0,0,0,0,0,0
3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4146.17276905133,0,0,0,0,0,0.0353057751772278,0,0,0,0,0,0,0,0,0,0
0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4146.17032986933,0,0,0,0,0,0.048093844819778,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4309.40725166352,0,0,0,0,0,29287.3408036806,0,0,0,0,0,0,0
0,4056.57237917745,0,0,1218.64047406297,0,0,0.0185513424455836,0,0,0,0,0,0,0,0,0,0
0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4146.17098476493,0,0,0,0,0,0.0446603779400978,0,0,0,0,0,0,0,0,0,0
0,7.0052004110254e-10,0,0,4321.17701159465,0,0,0.000683895036407052,0,0,29171.255039382,0,0,0,0,0,0,0
0,0,0,0,4311.06305083407,0,0,0.000405954147120555,0,0,29271.0074546661,0,0,0,0,0,0,0
0,4056.57278634397,0,0,1218.64400622326,0,0,0.0150468594202013,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4311.06899398258,0,0,0.000429793836190921,0,0,29270.9485730177,0,0,0,0,0,0,0
0,0,0,0,4309.35711227796,0,0,0,0,0,29287.8352474352,0,0,0,0,0,0,0
0,6.92141012385319e-10,0,0,4321.161315506,0,0,0.000719319142927294,0,0,29171.4094513707,0,0,0,0,0,0,0
3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.5139500673024e-10,0,0,4321.26857497034,0,0,0.000685941187335334,0,0,29170.3518902153,0,0,0,0,0,0,0
0,0,0,0,4311.06025776944,0,0,0.000413910168543091,0,0,29271.0349080835,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,107.215747398422,0,0,0,0,0,21699.6658705069,0
0,0,0,0,0,0,0,0,0,0,130.553705364026,0,0,0,0,0,21699.5987247716,0
0,0,0,0,0,0,0,0.00011577462811511,0,0,141.650082813391,0,0,0,0,0,21699.5667828465,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,0,0,0,93.3474789231227,0,0,0,0,0,21699.7057693036,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,0.000111702379041074,0,0,0,0,0,0,0,0,21699.9742816095,0
0,0,0,0,0,0,0,8.56947988770612e-05,0,0,102.520660700336,0,0,0,0,0,21699.6793670375,0
0,0,0,0,0,0,0,0,0,0,105.506684224156,0,0,0,0,0,21699.6707875223,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,0.000114322202617823,0,0,0,0,0,0,0,0,21699.974281264,0
0,0,0,0,0,0,0,0.000113838834294625,0,0,0,0,0,0,0,0,21699.9742813278,0
0,0,0,0,0,0,0,0,0,0,95.0817319663743,0,0,0,0,0,21699.7007799516,0
0,0,0,0,0,0,0,0.000111562676267163,0,0,0,0,0,0,0,0,21699.9742816279,0
0,0,0,0,0,0,0,8.90516858526e-05,0,0,0,0,0,0,0,0,21699.9742845964,0
0,0,0,0,0,0,0,8.68734875736707e-05,0,0,0,0,0,0,0,0,21699.9742848836,0
0,0,0,0,0,0,0,8.69463157778047e-05,0,0,0,0,0,0,0,0,21699.974284874,0
0,0,0,0,0,0,0,8.87769549965515e-05,0,0,129.941055740992,0,0,0,0,0,21699.6004757661,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,0,0,0,114.410078345825,0,0,0,0,0,21699.6451720402,0
0,0,0,0,0,0,0,8.78237336817842e-05,0,0,0,0,0,0,0,0,21699.9742847583,0
0,0,0,0,0,0,0,0.00010704181494796,0,0,0,0,0,0,0,0,21699.9742822241,0
0,0,0,0,0,0,0,0.000102513166563505,0,0,0,0,0,0,0,0,21699.9742828213,0
0,0,0,0,0,0,0,0,0,0,91.1859504759789,0,0,0,0,0,21699.7119878766,0
0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8341.71772714368
0,1.02197452633171e-09,0,0,4321.68100593446,0,0,0,0,0,29166.2917374389,0,0,0,0,0,0,0
0,0,0,0,4311.623768345,0,0,0.000187391552886402,0,0,29265.4803126024,0,0,0,0,0,0,2.44561242032153e-08
0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4056.57275911551,0,0,1218.64377001705,0,0,0.0152812148016501,0,0,0,0,0,0,0,0,0,0
0,1.02985306674297e-09,0,0,4321.69042374692,0,0,0.000626005222882154,0,0,29166.1916950787,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.000175384564740522,0,0,0,0,0,0,0,0,0,8341.71766682338
0,4146.17356517121,0,0,0,0,0,0.0311319019862431,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5490.89475133087,0,0,0.000309589211610852,0,0,0,0,0,0,0,0,0,4574.09666226929
0,0,0,0,0,0,0,0.000168487727001611,0,0,0,0,0,0,0,0,0,8341.71766919542
0,1.02242783921312e-09,0,0,4321.6816103897,0,0,0,0,0,29166.2857754109,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.000110261587230653,0,0,34893.1261689025,0,0,0,0,0,0,1211.75101152963
0,4056.57278241531,0,0,1218.64397214222,0,0,0.0150806734120058,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,34893.1283865145,0,0,0,0,0,0,1211.75053731325
0,0,0,0,4311.6368588441,0,0,0,0,0,29265.353357342,0,0,0,0,0,0,2.57743594685353e-08
0,8.75599920527931e-10,0,0,4321.47107809598,0,0,0.000740962989323006,0,0,29168.3538882962,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9.77205369729035e-05,0,0,142.532975007662,0,0,0,0,0,21699.5642449232,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,8.15216369130335e-05,0,0,129.435360926086,0,0,0,0,0,21699.6019316945,0
0,0,0,0,0,0,0,8.22579336299727e-05,0,0,133.91409587927,0,0,0,0,0,21699.5890454433,0
0,0,0,0,0,0,0,9.87133442614909e-05,0,0,165.786218698269,0,0,0,0,0,21699.4973375354,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,0,0,0,105.496656385882,0,0,0,0,0,21699.6708163726,0
0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8.34688491178575e-05,0,0,0,0,0,0,0,0,21699.9742853326,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,9.32776326914477e-05,0,0,0,0,0,0,0,0,21699.9742840391,0
0,0,0,0,0,0,0,9.38580089274992e-05,0,0,136.684039605866,0,0,0,0,0,21699.5810742056,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,8.3692663109441e-05,0,0,0,0,0,0,0,0,21699.9742853031,0
0,0,0,0,0,0,0,0,0,0,180.248180260672,0,0,0,0,0,21699.4557369732,0
0,0,0,0,0,0,0,9.55240331410732e-05,0,0,0,0,0,0,0,0,21699.9742837429,0
0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,135.975329621137,0,0,0,0,0,21699.5831256943,0
0,0,0,0,0,0,0,9.26816318691913e-05,0,0,125.320188986182,0,0,0,0,0,21699.6137702252,0
0,0,0,0,0,0,0,0,0,0,114.978086936019,0,0,0,0,0,21699.6435378356,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0
0,0,0,0,0,0,0,8.98773200099025e-05,0,0,126.365871479047,0,0,0,0,0,21699.6107620109,0
