"a","b","c","d","e","f","g","h","i","j","k","l","m","n","o","p","q","r","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","m.star","n.star","o.star","p.star","q.star","r.star","feasible.and.stable","state_idx"
1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3293.49136042696,0,0,0,0,0,0,0.000264682836197466,0,0,0,0,0,0,0,0,0,0,NA,429
0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,2,0,4146.16959128795,0,0,0,0,0,0.0519660569135764,0,0,0,0,0,0,0,0,0,0,NA,5098
0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,2,0,4146.17016596998,0,0,0,0,0,0.0489531313262604,0,0,0,0,0,0,0,0,0,0,NA,7150
1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,2,0,6.45214554129324e-10,0,0,4321.07052415753,0,0,0.000736468059433092,0,0,29172.3047648457,0,0,0,0,0,0,0,NA,9459
1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,2,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12595
0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20554
1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,2,0,5.74731556948512e-10,0,0,4320.92394165211,0,0,0,0,0,29173.7589721282,0,0,0,0,0,0,0,NA,21559
0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,2,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30814
1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,3,0,4056.5728556752,0,0,1218.64460766997,0,0,0.0144501254369531,0,0,0,0,0,0,0,0,0,0,NA,31699
1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,34887
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,35359
0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,3,0,4056.57238703416,0,0,1218.64054221977,0,0,0.0184837197124167,0,0,0,0,0,0,0,0,0,0,NA,47774
0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,7206.00266662613,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,49460
0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,2,0,0,0,0,7205.94229074517,0,0,0.0528221510510817,0,0,0,0,0,0,0,0,0,0,NA,55804
0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,3,0,0,0,0,6320.81840747548,0,0,0.0844146194551722,0,0,0,0,0,409.821412453523,0,0,0,0,NA,57848
0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,2,0,5.95859452668261e-10,0,0,4320.96834599774,0,0,0.000886710026393465,0,0,29173.3108689337,0,0,0,0,0,0,0,NA,59130
0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,139.167387935915,0,0,0,0,0,21699.5739414278,0,NA,75628
0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0.000115902191495989,0,0,140.093827627678,0,0,0,0,0,21699.5712605572,0,NA,77512
0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0.000106332497512107,0,0,117.035270779402,0,0,0,0,0,21699.6376051194,0,NA,79778
0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0.000102654886717823,0,0,115.731033939597,0,0,0,0,0,21699.6413580087,0,NA,79854
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.000123330924883106,0,0,0,0,0,0,0,0,21699.9742800761,0,NA,82560
1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,8.80835164819541e-05,0,0,0,0,0,0,0,0,21699.9742847241,0,NA,82939
0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.000119592038572121,0,0,0,0,0,0,0,0,21699.9742805691,0,NA,86656
1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,8.9970115237409e-05,0,0,0,0,0,0,0,0,21699.9742844753,0,NA,86699
0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.000116787960864177,0,0,0,0,0,0,0,0,21699.9742809389,0,NA,88448
1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,8.20900616008954e-05,0,0,92.6199826641881,0,0,0,0,0,21699.70785144,0,NA,92095
1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,8.36689330329781e-05,0,0,94.6026306265596,0,0,0,0,0,21699.7021472688,0,NA,95729
