"a","b","c","d","e","f","g","h","i","j","k","l","m","n","o","p","q","r","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","m.star","n.star","o.star","p.star","q.star","r.star","feasible.and.stable","state_idx"
0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,4311.19953382138,0,0,0,0,0,29269.666139204,0,0,0,0,0,0,0,NA,3440
0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,4311.19884145203,0,0,0,0,0,29269.6729671385,0,0,0,0,0,0,0,NA,3632
0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,2,0,0,2579.57369275543,0,0,0,0,83.7774663006387,0,0,0,0,0,0,0,0,0,0,NA,4836
0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,7205.93717645807,0,0,0.0572965809911018,0,0,0,0,0,0,0,0,0,0,NA,4860
0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,6323.32677436021,0,0,0,0,0,0,0,0,408.710029619823,0,0,0,0,NA,8752
0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,2,0,4146.17073210717,0,0,0,0,0,0.0459850044363742,0,0,0,0,0,0,0,0,0,0,NA,11246
0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,3,0,0,0,0,6320.75159429631,0,0,0.0886616831800833,0,0,0,0,0,409.850020688269,0,0,0,0,NA,11256
0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,4311.07100035018,0,0,0,0,0,29270.9336955389,0,0,0,0,0,0,0,NA,11312
0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,2,0,5.93605028603228e-10,0,0,4320.9634487474,0,0,0.000926415406696104,0,0,29173.3587187391,0,0,0,0,0,0,0,NA,12018
1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12383
1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,4056.57277610051,0,0,1218.64391736149,0,0,0.0151350248997912,0,0,0,0,0,0,0,0,0,0,NA,12435
1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12549
1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,14927
0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,3,0,4056.57222425873,0,0,1218.63913014625,0,0,0.01988472826684,0,0,0,0,0,0,0,0,0,0,NA,17074
0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,7206.00266662613,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20592
0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,2,0,4146.17041604935,0,0,0,0,0,0.0476420227779191,0,0,0,0,0,0,0,0,0,0,NA,20710
0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,21058
