"a","b","c","d","e","f","g","h","i","j","k","l","m","n","o","p","q","r","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","m.star","n.star","o.star","p.star","q.star","r.star","feasible.and.stable","state_idx"
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,4146.16915337103,0,0,0,0,0,0.0542619544735537,0,0,0,0,0,0,0,0,0,0,NA,386
0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,4311.18934893707,0,0,0.000518009691808405,0,0,29269.7606632319,0,0,0,0,0,0,0,NA,1688
1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,4.80076714070981e-10,0,0,4320.69815603298,0,0,0,0,0,29175.9859692525,0,0,0,0,0,0,0,NA,1907
0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7206.00266662613,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2360
1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2843
0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,7205.93673356508,0,0,0.0576840628917668,0,0,0,0,0,0,0,0,0,0,NA,2972
0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,2,0,4.53701121199962e-10,0,0,4320.62669748141,0,0,0.00093913481783168,0,0,29176.6800600247,0,0,0,0,0,0,0,NA,5818
0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,2,0,5.46451107804444e-10,0,0,4320.86012319043,0,0,0,0,0,29174.3884352839,0,0,0,0,0,0,0,NA,7798
0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,2,0,5.53187596922496e-10,0,0,4320.8740432879,0,0,0.000907736534008153,0,0,29174.2407688941,0,0,0,0,0,0,0,NA,10226
1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,3,0,4056.57274789437,0,0,1218.64367267399,0,0,0.0153777951109723,0,0,0,0,0,0,0,0,0,0,NA,10899
1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,2,0,0,0,0,4309.40248196351,0,0,0,0,0,29287.3878395443,0,0,0,0,0,0,0,NA,14097
1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,3293.49137680763,0,0,0,0,0,0,0.000254839822848198,0,0,0,0,0,0,0,0,0,0,NA,14989
1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,3293.49139185858,0,0,0,0,0,0,0.000245795824377212,0,0,0,0,0,0,0,0,0,0,NA,15101
1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,6.52017191874343e-10,0,0,4321.08407030738,0,0,0.000714201504656935,0,0,29172.1714084646,0,0,0,0,0,0,0,NA,16371
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0326385538405795,0,0,0,0,0,0,6230.43220978725,0,0,0,NA,16544
0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,2582.43356502677,0,0,0,0,80.7388737295272,0,0,0,0,0,0,0,0,0,0,NA,16876
0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,2580.26350873034,0,0,0,0,83.0445140268797,0,0,0,0,0,0,0,0,0,0,NA,17100
0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,4.98321042012888e-10,0,0,4320.74453926138,0,0,0,0,0,29175.5284770636,0,0,0,0,0,0,0,NA,17726
0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0293655153146788,0,0,0,0,0,0,6230.4527918884,0,0,0,NA,18568
0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,3,0,4056.57238007629,0,0,1218.64048186043,0,0,0.0185436060859401,0,0,0,0,0,0,0,0,0,0,NA,18942
0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,0,5.04107733863856e-10,0,0,4320.75744294533,0,0,0.000881976218454362,0,0,29175.3911303855,0,0,0,0,0,0,0,NA,19702
1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,2,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,22655
0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0217394466486326,0,0,0,0,0,0,6230.50074748371,0,0,0,NA,22728
1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,23399
1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,3,0,4056.57285830209,0,0,1218.64463045818,0,0,0.0144275157819635,0,0,0,0,0,0,0,0,0,0,NA,23543
1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,3,0,4056.57280800426,0,0,1218.64419412576,0,0,0.0148604292655777,0,0,0,0,0,0,0,0,0,0,NA,25331
1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,3,0,4056.57282245324,0,0,1218.6443194703,0,0,0.0147360668784722,0,0,0,0,0,0,0,0,0,0,NA,25491
1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,4309.41293607371,0,0,0.000150573229995696,0,0,29287.2830278243,0,0,0,0,0,0,0,NA,25789
1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,3293.49138342398,0,0,0,0,0,0,0.000250864108954537,0,0,0,0,0,0,0,0,0,0,NA,27281
0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,2,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,31258
0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,2,0,4.88551150144043e-10,0,0,4320.71988947625,0,0,0,0,0,29175.7716055962,0,0,0,0,0,0,0,NA,34130
1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,4309.39437711953,0,0,0,0,0,29287.4677645487,0,0,0,0,0,0,0,NA,36189
0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,2,0,5.27904611029293e-10,0,0,4320.8151045681,0,0,0.000929262760123927,0,0,29174.8218551645,0,0,0,0,0,0,0,NA,36574
0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0,4146.17007589308,0,0,0,0,0,0.0494253837845579,0,0,0,0,0,0,0,0,0,0,NA,37318
0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,2,0,0,0,0,4311.19832858675,0,0,0,0,0,29269.6780248588,0,0,0,0,0,0,0,NA,38712
1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,2,0,4146.17274415648,0,0,0,0,0,0.0354362931563172,0,0,0,0,0,0,0,0,0,0,NA,39887
0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,41226
0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,0,4146.16997235551,0,0,0,0,0,0.049968207406905,0,0,0,0,0,0,0,0,0,0,NA,41610
0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,2,0,0,0,0,6323.35737536951,0,0,0,0,0,0,0,0,408.695958604675,0,0,0,0,NA,43792
0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3185.12800087554,0,0,0,0,NA,43840
0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,2,0,6.07920710007699e-10,0,0,4320.99387028881,0,0,0.000914789030902498,0,0,29173.0587930908,0,0,0,0,0,0,0,NA,44498
0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,2,0,6.84566615843973e-10,0,0,4321.14825468731,0,0,0,0,0,29171.5464910279,0,0,0,0,0,0,0,NA,44830
1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,2,0,4146.17279108828,0,0,0,0,0,0.0351902405307563,0,0,0,0,0,0,0,0,0,0,NA,45539
1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,2,0,7.39295025107282e-10,0,0,4321.24846011327,0,0,0,0,0,29170.5581256901,0,0,0,0,0,0,0,NA,46967
0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,47106
1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,2,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,47711
1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,3293.49138545424,0,0,0,0,0,0,0.000249644140150973,0,0,0,0,0,0,0,0,0,0,NA,48113
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,49217
0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,2,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,49750
1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,51277
0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,2,0,4146.17013510003,0,0,0,0,0,0.0491149753690302,0,0,0,0,0,0,0,0,0,0,NA,51406
0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,2,0,4146.17014460476,0,0,0,0,0,0.0490651442735351,0,0,0,0,0,0,0,0,0,0,NA,51918
0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,2,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,53298
0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,57710
1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,59997
1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,2,0,7.78684795267179e-10,0,0,4321.31663547801,0,0,0,0,0,29169.8856844109,0,0,0,0,0,0,0,NA,60543
1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,2,0,7.49142620366233e-10,0,0,4321.26460929926,0,0,0.000702686379598597,0,0,29170.3908139702,0,0,0,0,0,0,0,NA,61143
1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,3293.49138601457,0,0,0,0,0,0,0.000249307441558202,0,0,0,0,0,0,0,0,0,0,NA,61929
1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,63533
1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,64009
0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,2,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,64022
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0,NA,65565
0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.000109494026318978,0,0,102.706840258299,0,0,0,0,0,21699.6788282606,0,NA,66970
1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,8.85616743425192e-05,0,0,114.322715932692,0,0,0,0,0,21699.6454117099,0,NA,67023
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.000124063765721929,0,0,0,0,0,0,0,0,21699.9742799794,0,NA,67724
1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,8.94257454022376e-05,0,0,131.645694834719,0,0,0,0,0,21699.5955711262,0,NA,69613
1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9742963395,0,NA,70005
1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,8.80592095609696e-05,0,0,0,0,0,0,0,0,21699.9742847273,0,NA,71927
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,141.250492991331,0,0,0,0,0,21699.5679478329,0,NA,75008
1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,8.81311052232453e-05,0,0,113.780256647958,0,0,0,0,0,21699.6469724617,0,NA,76965
1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,106.244615238016,0,0,0,0,0,21699.6686644796,0,NA,77671
0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,95.7170124921907,0,0,0,0,0,21699.6989522792,0,NA,78902
