"a","b","c","d","e","f","g","h","i","j","k","l","m","n","o","p","q","r","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","m.star","n.star","o.star","p.star","q.star","r.star","feasible.and.stable","state_idx"
1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3293.49136969935,0,0,0,0,0,0,0.000259111131914447,0,0,0,0,0,0,0,0,0,0,NA,2205
0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,6.73626409389326,0,0,0,0,0,3183.15320794747,0,0,0,0,NA,8424
1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,2,0,0,0,0,4309.4455910975,0,0,0.000157350872758427,0,0,29286.9609264134,0,0,0,0,0,0,0,NA,12273
0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,6320.98241664618,0,0,0.0827367101479233,0,0,0,0,0,409.746834557888,0,0,0,0,NA,12692
0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,2,0,4146.17077184739,0,0,0,0,0,0.0457766556120365,0,0,0,0,0,0,0,0,0,0,NA,27618
1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,2,0,6.87593524170811e-10,0,0,4321.15397693707,0,0,0,0,0,29171.4900502846,0,0,0,0,0,0,0,NA,27707
1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,29255
1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,34867
0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2658.52458326365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,36932
0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,3,0,4056.57231179463,0,0,1218.6398895184,0,0,0.0191313065502884,0,0,0,0,0,0,0,0,0,0,NA,37278
0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,2,0,6.59864108621336e-10,0,0,4321.10070896897,0,0,0,0,0,29172.015452463,0,0,0,0,0,0,0,NA,42814
