"a","b","c","d","e","f","g","h","i","j","k","l","m","n","o","p","q","r","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","m.star","n.star","o.star","p.star","q.star","r.star","feasible.and.stable","state_idx"
0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7206.00266662613,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2096
0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2922
1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,3293.49137604762,0,0,0,0,0,0,0.000255296505257932,0,0,0,0,0,0,0,0,0,0,NA,3029
0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,3,0,4056.57216279196,0,0,1218.63859692315,0,0,0.0204137730121568,0,0,0,0,0,0,0,0,0,0,NA,3058
0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,4311.20292478257,0,0,0,0,0,29269.6326985819,0,0,0,0,0,0,0,NA,3356
1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,4146.17264009272,0,0,0,0,0,0.0359818755002618,0,0,0,0,0,0,0,0,0,0,NA,4231
1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4407
1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0,4056.57272216838,0,0,1218.64344950164,0,0,0.0155992187509626,0,0,0,0,0,0,0,0,0,0,NA,4763
1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,0,4146.17264359153,0,0,0,0,0,0.0359635320466511,0,0,0,0,0,0,0,0,0,0,NA,4807
0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,2,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4914
1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,4309.4343665177,0,0,0.000161201030180026,0,0,29287.0715724481,0,0,0,0,0,0,0,NA,5297
1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,5.48144788704302e-10,0,0,4320.86402569147,0,0,0,0,0,29174.3499436109,0,0,0,0,0,0,0,NA,7187
0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,4311.20208529795,0,0,0,0,0,29269.6409773227,0,0,0,0,0,0,0,NA,7516
1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8461
1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,3293.49136904909,0,0,0,0,0,0,0.000259501866204693,0,0,0,0,0,0,0,0,0,0,NA,8933
1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,2,0,4146.17285048028,0,0,0,0,0,0.0348788619841688,0,0,0,0,0,0,0,0,0,0,NA,9135
1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,4309.41205176795,0,0,0.000153208214891493,0,0,29287.2917182141,0,0,0,0,0,0,0,NA,9653
0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,2,0,4146.17006072341,0,0,0,0,0,0.0495049148529097,0,0,0,0,0,0,0,0,0,0,NA,10466
0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,2,0,4146.17025802362,0,0,0,0,0,0.0484705153160473,0,0,0,0,0,0,0,0,0,0,NA,10658
0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,3,0,4056.57228325541,0,0,1218.63964194128,0,0,0.0193769436658832,0,0,0,0,0,0,0,0,0,0,NA,10746
0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,6323.3154589279,0,0,0,0,0,0,0,0,408.715232702041,0,0,0,0,NA,10776
1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,3,0,4056.57277341453,0,0,1218.64389406069,0,0,0.0151581431234649,0,0,0,0,0,0,0,0,0,0,NA,11219
1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,4309.42150620638,0,0,0.000160061371642664,0,0,29287.1984060377,0,0,0,0,0,0,0,NA,11409
