"a","b","c","d","e","f","g","h","i","j","k","l","m","n","o","p","q","r","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","m.star","n.star","o.star","p.star","q.star","r.star","feasible.and.stable","state_idx"
1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,4056.57271947167,0,0,1218.64342610768,0,0,0.0156224293986412,0,0,0,0,0,0,0,0,0,0,NA,507
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,522
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,553
1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,605
1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,4056.57274816441,0,0,1218.64367501653,0,0,0.0153754709233319,0,0,0,0,0,0,0,0,0,0,NA,695
1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4309.44884696257,0,0,0.00016456786726253,0,0,29286.928736616,0,0,0,0,0,0,0,NA,1201
0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7206.00266662613,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2168
0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,4146.16891989171,0,0,0,0,0,0.0554860327532638,0,0,0,0,0,0,0,0,0,0,NA,2186
0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2414
1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,3293.49136139067,0,0,0,0,0,0,0.000264103751778238,0,0,0,0,0,0,0,0,0,0,NA,2961
0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,4311.19498077352,0,0,0.000475769087224335,0,0,29269.7056062207,0,0,0,0,0,0,0,NA,3572
0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,4311.18988238095,0,0,0.000499032504979995,0,0,29269.7556193105,0,0,0,0,0,0,0,NA,5368
0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,2,0,4.58185058601165e-10,0,0,4320.63885611501,0,0,0.000918600529420246,0,0,29176.5603703607,0,0,0,0,0,0,0,NA,7610
0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,6323.53411154361,0,0,0,0,0,0,0,0,408.614691304365,0,0,0,0,NA,8732
0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,6323.4042237865,0,0,0,0,0,0,0,0,408.67441666213,0,0,0,0,NA,9008
0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3185.12800087554,0,0,0,0,NA,9032
0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,6323.32068294992,0,0,0,0,0,0,0,0,408.712830583057,0,0,0,0,NA,10808
1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,2,0,6.50236671327477e-10,0,0,4321.08054545497,0,0,0.000714863897862866,0,0,29172.206167829,0,0,0,0,0,0,0,NA,16315
1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3293.49137493045,0,0,0,0,0,0,0.000255967806873813,0,0,0,0,0,0,0,0,0,0,NA,16845
0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0,5.17868112177691e-10,0,0,4320.79261254419,0,0,0,0,0,29175.0543149584,0,0,0,0,0,0,0,NA,17534
1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,2,0,4.80770053843459e-10,0,0,4320.69994673103,0,0,0,0,0,29175.9683070481,0,0,0,0,0,0,0,NA,18203
1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,18491
1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2,0,4146.17275647891,0,0,0,0,0,0.0353716895252544,0,0,0,0,0,0,0,0,0,0,NA,18631
1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,3293.491386178,0,0,0,0,0,0,0.000249209237924871,0,0,0,0,0,0,0,0,0,0,NA,18677
