"a","b","c","d","e","f","g","h","i","j","k","l","m","n","o","p","q","r","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","m.star","n.star","o.star","p.star","q.star","r.star","feasible.and.stable","state_idx"
1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,3293.49134230134,0,0,0,0,0,0,0.000275574382449033,0,0,0,0,0,0,0,0,0,0,NA,969
0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,4311.19718104904,0,0,0,0,0,29269.689341524,0,0,0,0,0,0,0,NA,1808
0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,5.02420652073173e-10,0,0,4320.7547568502,0,0,0,0,0,29175.4276977623,0,0,0,0,0,0,0,NA,1814
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2083
1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2565
1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,3293.49135983216,0,0,0,0,0,0,0.00026504025077022,0,0,0,0,0,0,0,0,0,0,NA,2989
1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,3293.49134312993,0,0,0,0,0,0,0.000275076486716314,0,0,0,0,0,0,0,0,0,0,NA,3009
0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,5.40091224278286e-10,0,0,4320.8453738413,0,0,0,0,0,29174.533913024,0,0,0,0,0,0,0,NA,5206
0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6198
1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6659
0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,2,0,4146.16994478334,0,0,0,0,0,0.0501127619848137,0,0,0,0,0,0,0,0,0,0,NA,6822
0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,4311.19763366804,0,0,0,0,0,29269.6848779342,0,0,0,0,0,0,0,NA,8048
