"a","b","c","d","e","f","g","h","i","j","k","l","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","feasible.and.stable","state_idx"
1,0,0,1,1,1,1,0,1,0,0,0,5,0.754208561399611,0,0,0.055635540346231,0.467051221025435,0,0.152635602453369,0,0.54677667459862,0,0,0,"TRUE",377
0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0.535934623446373,0,0,0,0,0,0.663317991239174,0,0,0,"TRUE",388
1,1,0,1,0,0,0,1,1,0,0,0,3,0.810092396239882,0,0,0.353681770766745,0,0,0,0,0.712510466336692,0,0,0,"TRUE",395
1,1,1,0,1,0,0,1,1,0,0,0,3,0.719509537035804,1.38715181640646e-10,5.21401708578426e-07,0,0.515327001093106,0,0,0,0.491558531501834,0,0,0,"TRUE",407
0,0,0,1,1,0,0,1,1,0,0,0,3,0,0,0,0.296007405232136,0.388115804125127,0,0,0,0.781240012617164,0,0,0,"TRUE",408
1,0,1,1,1,0,0,1,1,0,0,0,4,0.777977269266948,0,0,0.111768694679855,0.403304702078509,0,0,0,0.590653165531019,0,0,0,"TRUE",413
0,1,1,1,1,0,0,1,1,0,0,0,3,0,0,0,0.296007405231803,0.388115804121319,0,0,0,0.781240012617673,0,0,0,"TRUE",414
1,1,1,0,0,1,0,1,1,0,0,0,3,0.681564758127985,1.33130940322555e-10,0.353974870023801,0,0,0,0,0,0.543256421809666,0,0,0,"TRUE",423
1,1,0,1,1,1,0,1,1,0,0,0,4,0.777977269266948,0,0,0.111768694679855,0.403304702078509,0,0,0,0.590653165531019,0,0,0,"TRUE",443
0,0,1,1,1,1,0,1,1,0,0,0,3,0,0,0,0.296007405231815,0.388115804121457,0,0,0,0.781240012617655,0,0,0,"TRUE",444
1,0,1,0,1,0,1,1,1,0,0,0,4,0.725201214065991,0,0,0,0.522942247997359,0,0.155264608775062,0,0.497551351688232,0,0,0,"TRUE",469
1,1,1,1,0,1,1,1,1,0,0,0,4,0.789044319253964,0,0,0.333530348683293,0,0,0.171869611935017,0,0.684792909150441,0,0,0,"TRUE",495
1,1,0,0,1,1,1,1,1,0,0,0,4,0.725201214065991,0,0,0,0.522942247997358,0,0.155264608775061,0,0.497551351688232,0,0,0,"TRUE",499
0,0,0,1,1,1,1,1,1,0,0,0,4,0,0,0,0.160163857866946,0.529344894883802,0,0.335717120260958,0,0.671928021908426,0,0,0,"TRUE",504
1,0,1,1,1,1,1,1,1,0,0,0,5,0.754208561399617,0,0,0.0556355403462426,0.467051221025422,0,0.152635602453369,0,0.54677667459863,0,0,0,"TRUE",509
1,1,0,0,1,0,0,0,0,1,0,0,3,0.340810413884512,0.188560170317187,0,0,0.479143011565853,0,0,0,0,0,0,0,"TRUE",531
0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0.569735395646641,0,0,0.297225572979494,0,0,0,0,0,0,"TRUE",548
1,0,1,1,1,1,0,0,0,1,0,0,4,0.311640183348236,0,0.043992758620936,0.356668397354483,0.284441205121084,0,0,0,0,0,0,0,"TRUE",573
0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0.71225825399041,0,0.329153916252097,0,0,0.00879164109550448,0,0,"TRUE",594
0,1,1,1,1,0,1,0,0,1,0,0,3,0,0,0,0.2923827618114,0.469829669944576,0,0.34586304471659,0,0,0.00304321027729156,0,0,"TRUE",606
1,0,1,1,1,1,1,0,0,1,0,0,4,0.335851588538067,0,0,0.236058144339674,0.446043033887334,0,0.261501353083419,0,0,0,0,0,"TRUE",637
1,1,1,0,1,0,0,1,0,1,0,0,2,0.269028306367053,0,0.578778051552762,0,6.70953130715312e-08,0,0,1.28676486062934e-08,0,0,0,0,"TRUE",663
1,1,0,0,0,1,0,1,0,1,0,0,3,0.352095290900258,0.484698872731938,0,0,0,0.167345307651026,0,0,0,0,0,0,"TRUE",675
0,1,1,0,0,1,0,1,0,1,0,0,3,0,0,0.526082132321525,0,0,0.306606495780453,0,0.185161547666534,0,0,0,0,"TRUE",678
1,1,1,1,1,1,0,1,0,1,0,0,4,0.311639866577573,0,0.0439948045850197,0.356668104543714,0.284439122149212,0,0,0,0,0,0,0,"TRUE",703
0,0,0,0,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0.185100432522523,0.385212354935124,0,0,1.16618909102982e-08,0,0,"TRUE",736
0,0,1,0,0,1,1,1,0,1,0,0,3,0,0,0.346922611314121,0,0,0.190747265090754,0.365812338333052,0,0,0,0,0,"TRUE",740
0,1,1,0,0,1,1,1,0,1,0,0,3,0,0,0.346922611314111,0,0,0.190747265090756,0.365812338333045,0,0,0,0,0,"TRUE",742
0,1,0,0,1,1,1,1,0,1,0,0,2,0,0,0,0,0.71225825399031,0,0.329153916102016,0,0,0.00879164089993262,0,0,"TRUE",754
0,1,0,0,1,0,0,0,1,1,0,0,4,0,0.175890588235412,0,0,0.508853024686519,0,0,0,0.555703684373514,0.12262888626525,0,0,"TRUE",786
1,1,1,0,1,0,0,0,1,1,0,0,3,0.719509536968174,1.40377883113095e-10,5.19603414133636e-07,0,0.515327003274703,0,0,0,0.491558530983906,0,0,0,"TRUE",791
1,0,0,1,0,1,0,0,1,1,0,0,3,0.810092396239883,0,0,0.353681770766745,0,0,0,0,0.712510466336691,0,0,0,"TRUE",809
0,1,0,0,0,0,1,0,1,1,0,0,4,0,0.431714894030145,0,0,0,0,0.227724743951161,0,0.474984400753254,0.0438707182273598,0,0,"TRUE",834
0,0,0,0,1,0,1,0,1,1,0,0,3,0,0,0,0,0.672991912387676,0,0.330158717996486,0,0.526439735217021,0.00844413697214253,0,0,"TRUE",848
1,0,1,0,1,0,1,0,1,1,0,0,4,0.725201214065991,0,0,0,0.522942247997359,0,0.155264608775062,0,0.497551351688232,0,0,0,"TRUE",853
0,0,0,0,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0.347413706672135,0,0.167930350534142,0.00253287933262817,0,0,"TRUE",864
1,1,1,0,0,1,1,0,1,1,0,0,4,0.614904987295279,5.17255586984446e-05,0.262840181160485,0,0,0,0.18283693984621,0,0.455474108383954,0,0,0,"TRUE",871
0,0,0,0,1,1,1,0,1,1,0,0,3,0,0,0,0,0.672991912387575,0,0.330158717977507,0,0.526439735218198,0.00844413694737456,0,0,"TRUE",880
1,0,0,0,1,1,1,0,1,1,0,0,4,0.725201214065993,0,0,0,0.522942247997361,0,0.155264608775061,0,0.497551351688233,0,0,0,"TRUE",881
0,1,0,0,1,1,1,0,1,1,0,0,3,0,0,0,0,0.672991912389268,0,0.330158718293202,0,0.526439735198617,0.00844413735935608,0,0,"TRUE",882
1,1,1,0,1,0,0,1,1,1,0,0,3,0.719509536582449,1.39807890027519e-10,5.0936738578126e-07,0,0.515327015701185,0,0,0,0.491558528033129,0,0,0,"TRUE",919
1,0,1,0,1,1,0,1,1,1,0,0,3,0.719509541531043,0,6.40987372992355e-07,0,0.515326856042373,0,0,0,0.491558565936236,0,0,0,"TRUE",949
0,1,0,1,1,1,0,1,1,1,0,0,4,0,0,0,0.288420642632897,0.390159185572882,0,0,0,0.764878314899644,0.12262888626525,0,0,"TRUE",954
1,0,0,1,0,0,1,1,1,1,0,0,4,0.789044319253964,0,0,0.333530348683293,0,0,0.171869611935018,0,0.684792909150441,0,0,0,"TRUE",969
1,0,1,1,0,0,0,0,0,0,1,0,3,0.269028295678878,0,0.193930045363787,0.427886863400536,0,0,0,0,0,0,0,0,"TRUE",1037
0,1,1,0,1,1,0,0,0,0,1,0,2,0,0,0.56973539563899,0,0,0.297225572965118,0,0,0,0,0,0,"TRUE",1078
1,0,1,0,0,0,1,0,0,0,1,0,3,0.269028295678878,0,0.39934624292425,0,0,0,0.25746300170132,0,0,0,0,0,"TRUE",1093
1,1,1,0,0,0,1,0,0,0,1,0,3,0.269028295678878,0,0.399346242924119,0,0,0,0.257463001701229,0,0,0,0,0,"TRUE",1095
1,1,1,1,1,0,1,0,0,0,1,0,4,0.335851588538067,0,0,0.236058144339674,0.446043033887334,0,0.261501353083419,0,0,0,0,0,"TRUE",1119
1,1,0,1,0,1,1,0,0,0,1,0,4,0.313934362757649,0,0,0.501835452974002,0,0.0904669729616067,0.312481356334604,0,0,0,0,0,"TRUE",1131
1,1,1,1,0,1,1,0,0,0,1,0,4,0.313934362757649,0,0,0.501835452974002,0,0.0904669729616067,0.312481356334604,0,0,0,0,0,"TRUE",1135
0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0.618601749885805,0,0,0,0,0.185161547666534,0,0,0,0,"TRUE",1156
0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0.626369853641969,0,0,0,0.185161547666534,0,0,0,0,"TRUE",1162
0,1,0,0,0,0,1,1,0,0,1,0,3,0,0.545114510127897,0,0,0,0,0.162387712504839,0,0,0,0.0222695725945414,0,"TRUE",1218
1,1,0,0,0,0,1,1,0,0,1,0,3,0.269356242643749,0.505721831495338,0,0,0,0,0.104935276035173,0,0,0,0.000308527098329499,0,"TRUE",1219
1,1,0,1,0,0,1,1,0,0,1,0,3,0.269028295678878,0,0,0.541478805374551,0,0,0.305612987963595,0,0,0,0,0,"TRUE",1227
1,1,1,1,0,1,1,1,0,0,1,0,4,0.313934362757649,0,0,0.501835452974002,0,0.0904669729616067,0.312481356334604,0,0,0,0,0,"TRUE",1263
0,0,1,1,1,1,1,1,0,0,1,0,3,0,0,0,0.293678802008271,0.468757436571418,0,0.343689391033624,0,0,0,0,0,"TRUE",1276
1,1,1,1,1,1,1,1,0,0,1,0,4,0.335851588538069,0,0,0.236058144339668,0.44604303388734,0,0.261501353083417,0,0,0,0,0,"TRUE",1279
1,1,0,0,1,0,0,0,1,0,1,0,3,0.719509517398059,2.45502807658815e-10,0,0,0.515327633954363,0,0,0,0.491558381231785,0,0,0,"TRUE",1299
1,0,1,0,1,0,0,0,1,0,1,0,3,0.719509538060457,0,5.48877505084811e-07,0,0.515326967858823,0,0,0,0.491558539384768,0,0,0,"TRUE",1301
1,1,0,0,0,1,0,0,1,0,1,0,3,0.640897248548447,0.387453969778067,0,0,0,0,0,0,0.489702644752272,0,0,0,"TRUE",1315
1,0,1,1,1,1,0,0,1,0,1,0,4,0.777977269266948,0,0,0.111768694679855,0.403304702078509,0,0,0,0.590653165531019,0,0,0,"TRUE",1341
0,0,0,0,0,1,1,0,1,0,1,0,3,0,0,0,0,0,5.03126260881559e-10,0.350450513861578,0,0.163078019656643,0,0.0159789829893903,0,"TRUE",1376
0,1,0,0,0,1,1,0,1,0,1,0,3,0,0.45591559524274,0,0,0,0,0.186616506065774,0,0.494480083994745,0,0,0,"TRUE",1378
1,1,1,1,0,1,1,0,1,0,1,0,4,0.789044319253964,0,0,0.333530348683293,0,0,0.171869611935017,0,0.684792909150441,0,0,0,"TRUE",1391
1,0,0,0,1,1,1,0,1,0,1,0,4,0.725201214065993,0,0,0,0.522942247997361,0,0.155264608775061,0,0.497551351688233,0,0,0,"TRUE",1393
0,0,1,1,1,1,1,0,1,0,1,0,4,0,0,0,0.160163857866946,0.529344894883802,0,0.335717120260958,0,0.671928021908426,0,0,0,"TRUE",1404
1,1,0,1,0,0,0,1,1,0,1,0,3,0.810092396239882,0,0,0.353681770766745,0,0,0,0,0.712510466336692,0,0,0,"TRUE",1419
0,0,0,0,0,1,0,1,1,0,1,0,4,0,0,0,0,0,0.124543190723701,0,0.186007518082479,0.137491812977702,0,0.0563832466112942,0,"TRUE",1440
1,1,0,0,0,1,0,1,1,0,1,0,3,0.640897248548447,0.387453969778067,0,0,0,0,0,0,0.489702644752272,0,0,0,"TRUE",1443
0,0,0,1,1,1,0,1,1,0,1,0,3,0,0,0,0.296007405232136,0.388115804125127,0,0,0,0.781240012617164,0,0,0,"TRUE",1464
0,1,0,0,0,0,1,1,1,0,1,0,3,0,0.45591559524274,0,0,0,0,0.186616506065774,0,0.494480083994745,0,0,0,"TRUE",1474
0,1,0,1,1,0,1,1,1,0,1,0,4,0,0,0,0.160163857866946,0.529344894883802,0,0.335717120260957,0,0.671928021908426,0,0,0,"TRUE",1498
0,1,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0.599505288776409,0,0,0.372570671684437,0,0,1.80252570394976e-06,0,0,"TRUE",1610
1,1,1,1,0,0,1,0,0,1,1,0,3,0.269028295678878,0,0,0.541478805374551,0,0,0.305612987963595,0,0,0,0,0,"TRUE",1615
1,0,1,1,1,0,1,0,0,1,1,0,4,0.335851588538069,0,0,0.236058144339668,0.44604303388734,0,0.261501353083417,0,0,0,0,0,"TRUE",1629
1,1,0,0,1,1,1,0,0,1,1,0,3,0.364280835389008,0,0,0,0.635807216015361,0,0.237947705248012,0,0,0,0,0,"TRUE",1651
0,1,1,0,1,1,1,0,0,1,1,0,2,0,0,0,0,0.712258253989147,0,0.329153914364246,0,0,0.00879163863544042,0,0,"TRUE",1654
0,0,0,0,0,1,0,1,0,1,1,0,3,0,0,0,0,0,0.306606495780453,0,0.185161547666534,0,0.12262888626525,0,0,"TRUE",1696
1,0,0,0,0,1,0,1,0,1,1,0,2,0.352095290900258,0,0,0,0,0.167345307651026,0,0,0,0,0,0,"TRUE",1697
0,1,0,1,0,1,0,1,0,1,1,0,4,0,0,0,0.526796831464469,0,0.306606495780453,0,0.185161547666534,0,0.12262888626525,0,0,"TRUE",1706
1,1,0,1,1,1,0,1,0,1,1,0,3,0.318037733554251,0,0,0.364376435933376,0.327136202515416,0,0,0,0,1.33458202231156e-10,0,0,"TRUE",1723
0,1,1,1,1,1,0,1,0,1,1,0,6,0,0,0.123709105795486,0.327210720193656,0.240890430440222,0.114777990862235,0,0.164752641638605,0,0.0508182088338999,0,0,"TRUE",1726
1,0,1,0,0,0,1,1,0,1,1,0,3,0.269028295678878,0,0.39934624292425,0,0,0,0.25746300170132,0,0,0,0,0,"TRUE",1733
0,0,0,1,1,0,1,1,0,1,1,0,3,0,0,0,0.292382427906447,0.469829950903525,0,0.345863571020413,0,0,0.00304394248085875,0,0,"TRUE",1752
1,0,0,0,0,1,1,1,0,1,1,0,3,0.316635212877441,0,0,0,0,0.0959080581123547,0.290365402929696,0,0,0,0,0,"TRUE",1761
1,1,1,1,0,1,1,1,0,1,1,0,4,0.313934362757649,0,0,0.501835452974002,0,0.0904669729616067,0.312481356334604,0,0,0,0,0,"TRUE",1775
1,1,1,1,1,1,1,1,0,1,1,0,4,0.335851588538069,0,0,0.236058144339668,0.44604303388734,0,0.261501353083417,0,0,0,0,0,"TRUE",1791
0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0.102281918366196,0.12262888626525,0.17625509242928,0,"TRUE",1792
0,0,1,0,0,0,0,0,1,1,1,0,2,0,0,0.535934623446375,0,0,0,0,0,0.663317991239175,0,0,0,"TRUE",1796
1,0,1,1,0,0,0,0,1,1,1,0,3,0.810092396239882,0,0,0.353681770766742,0,0,0,0,0.712510466336691,0,0,0,"TRUE",1805
0,1,0,0,1,0,0,0,1,1,1,0,4,0,0.175890588235401,0,0,0.50885302468653,0,0,0,0.555703684373512,0.12262888626525,0,0,"TRUE",1810
1,1,1,1,1,1,0,0,1,1,1,0,4,0.777977269266948,0,0,0.111768694679855,0.403304702078509,0,0,0,0.590653165531019,0,0,0,"TRUE",1855
1,1,0,0,0,0,1,0,1,1,1,0,4,0.619995116997151,0.35026805067263,0,0,0,0,0.0751666254709726,0,0.462177278564418,0,0,0,"TRUE",1859
0,0,0,1,1,0,1,0,1,1,1,0,4,0,0,0,0.158321320468084,0.531011478980177,0,0.33947163332587,0,0.670008338680898,0.0052248476969601,0,0,"TRUE",1880
1,1,1,0,0,1,1,0,1,1,1,0,4,0.614904997233009,5.17826947620159e-05,0.262840150254222,0,0,0,0.182836918879193,0,0.455474121319239,0,0,0,"TRUE",1895
0,1,1,0,0,0,0,1,1,1,1,0,2,0,0,0.535934623446373,0,0,0,0,0,0.663317991239174,0,0,0,"TRUE",1926
1,0,1,1,0,0,0,1,1,1,1,0,3,0.810092396239882,0,0,0.353681770766742,0,0,0,0,0.712510466336691,0,0,0,"TRUE",1933
0,1,1,0,1,0,0,1,1,1,1,0,3,0,0,0.434768324680979,0,0.147087353623599,0,0,0,0.647655886492437,0,0,0,"TRUE",1942
0,1,0,1,1,0,0,1,1,1,1,0,4,0,0,0,0.288420642632897,0.390159185572882,0,0,0,0.764878314899644,0.12262888626525,0,0,"TRUE",1946
0,1,1,0,0,1,0,1,1,1,1,0,2,0,0,0.535934623446373,0,0,0,0,0,0.663317991239174,0,0,0,"TRUE",1958
0,0,1,0,1,1,0,1,1,1,1,0,3,0,0,0.434768326437243,0,0.147087351162205,0,0,0,0.647655886816898,0,0,0,"TRUE",1972
0,1,0,1,1,1,0,1,1,1,1,0,4,0,0,0,0.288420642632897,0.390159185572882,0,0,0,0.764878314899644,0.12262888626525,0,0,"TRUE",1978
1,0,1,1,1,1,0,1,1,1,1,0,4,0.777977269266948,0,0,0.111768694679855,0.403304702078509,0,0,0,0.590653165531019,0,0,0,"TRUE",1981
0,1,0,0,0,0,1,1,1,1,1,0,4,0,0.431714894030148,0,0,0,0,0.227724743951159,0,0.474984400753256,0.0438707182273592,0,0,"TRUE",1986
1,0,0,1,0,0,1,1,1,1,1,0,4,0.789044319253964,0,0,0.333530348683293,0,0,0.171869611935018,0,0.684792909150441,0,0,0,"TRUE",1993
0,1,0,0,1,0,1,1,1,1,1,0,3,0,0,0,0,0.672991912388748,0,0.330158718196392,0,0.526439735204622,0.00844413723301913,0,0,"TRUE",2002
1,0,0,1,1,0,1,1,1,1,1,0,5,0.754208561399569,0,0,0.0556355403461467,0.467051221025527,0,0.152635602453373,0,0.546776674598548,0,0,0,"TRUE",2009
0,1,0,1,1,0,1,1,1,1,1,0,4,0,0,0,0.158321316630027,0.531011482535989,0,0.339471640055884,0,0.670008334788147,0.00522485696754053,0,0,"TRUE",2010
1,0,0,0,1,1,1,1,1,1,1,0,4,0.725201214065993,0,0,0,0.522942247997361,0,0.155264608775061,0,0.497551351688233,0,0,0,"TRUE",2033
1,0,1,0,1,1,1,1,1,1,1,0,4,0.725201214065991,0,0,0,0.522942247997359,0,0.155264608775062,0,0.497551351688232,0,0,0,"TRUE",2037
1,0,1,1,1,1,1,1,1,1,1,0,5,0.754208561399581,0,0,0.0556355403461711,0.4670512210255,0,0.152635602453372,0,0.546776674598569,0,0,0,"TRUE",2045
1,1,0,0,0,0,0,0,0,0,0,1,3,0.269028295678878,0.517014062788839,0,0,0,0,0,0,0,0,0,0.15327592553345,"TRUE",2051
1,1,0,1,0,0,0,0,0,0,0,1,3,0.269028295678878,0,0,0.537574563423303,0,0,0,0,0,0,0,0.15327592553345,"TRUE",2059
1,1,0,0,1,0,0,0,0,0,0,1,4,0.339973668030692,0.159519210714864,0,0,0.473557763619221,0,0,0,0,0,0,0.0929546711902478,"TRUE",2067
1,1,1,0,1,0,0,0,0,0,0,1,3,0.269038974295294,0,0.527456137112272,0,6.93011129530135e-05,0,0,0,0,0,0,0.153266147314496,"TRUE",2071
1,0,1,1,0,0,1,0,0,0,0,1,3,0.269028295678878,0,0,0.541478805374551,0,0,0.305612987963595,0,0,0,0,0,"TRUE",2125
1,0,0,1,1,0,1,0,0,0,0,1,4,0.335851588538069,0,0,0.236058144339668,0.44604303388734,0,0.261501353083417,0,0,0,0,0,"TRUE",2137
0,0,1,1,0,1,1,0,0,0,0,1,3,0,0,0,0.540422489940794,0,0.178421678657303,0.408157597982165,0,0,0,0,0,"TRUE",2156
0,1,1,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0.71226557430255,0,0.322606079065849,0,0,0,0,1.82688643462032e-07,"TRUE",2166
1,0,0,1,1,0,0,1,0,0,0,1,4,0.318063214108182,0,0,0.323230568690752,0.327306285679657,0,0,0,0,0,0,0.111584019659668,"TRUE",2201
0,0,1,1,1,0,0,1,0,0,0,1,4,0,0,0.214352978701578,0.268190705814329,0.107498212457183,0,0,0,0,0,0,0.382017050024126,"TRUE",2204
1,1,0,0,0,1,0,1,0,0,0,1,3,0.352095290900256,0.48469887273194,0,0,0,0.167345307651026,0,0,0,0,0,0,"TRUE",2211
1,1,0,1,0,1,0,1,0,0,0,1,3,0.352095290900256,0,0,0.522778575534091,0,0.167345307651026,0,0,0,0,0,0,"TRUE",2219
0,1,1,1,0,1,0,1,0,0,0,1,4,0,0,0.193952736594559,0.369272499209893,0,0.306606495780451,0,0.185161547666533,0,0,0,0,"TRUE",2222
1,1,0,0,1,1,0,1,0,0,0,1,4,0.339973668030692,0.159519210714864,0,0,0.473557763619221,0,0,0,0,0,0,0.0929546711902478,"TRUE",2227
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0.345527057690988,0,0,0,0,0,"TRUE",2240
0,1,0,1,0,0,1,1,0,0,0,1,2,0,0,0,0.599505650674255,0,0,0.372569325919158,0,0,0,0,0,"TRUE",2250
1,0,0,0,1,0,1,1,0,0,0,1,3,0.364280835389008,0,0,0,0.635807216015362,0,0.237947705248013,0,0,0,0,0,"TRUE",2257
1,0,1,0,1,0,1,1,0,0,0,1,3,0.364280835389008,0,0,0,0.635807216015362,0,0.237947705248012,0,0,0,0,0,"TRUE",2261
0,1,0,0,0,1,1,1,0,0,0,1,3,0,0.406871875366825,0,0,0,0.223954666324563,0.251726405374788,0,0,0,0,0,"TRUE",2274
1,1,1,0,0,1,1,1,0,0,0,1,4,0.319080277746711,0,0.344938235859524,0,0,0.100833842795956,0.270343951045233,0,0,0,0,0,"TRUE",2279
0,1,0,0,1,1,1,1,0,0,0,1,2,0,0,0,0,0.712265571853641,0,0.322606080663829,0,0,0,0,1.9081584765494e-07,"TRUE",2290
0,0,1,0,1,1,1,1,0,0,0,1,2,0,0,0,0,0.712265579646272,0,0.322606075578925,0,0,0,0,1.6495441010305e-07,"TRUE",2292
1,1,1,0,0,0,0,0,1,0,0,1,3,0.681564758127995,1.33631886434058e-10,0.353974870023427,0,0,0,0,0,0.54325642180968,0,0,0,"TRUE",2311
1,1,1,0,0,1,1,0,1,0,0,1,4,0.614904906684893,5.12620967969666e-05,0.262840431858058,0,0,0,0.182837109921105,0,0.455474003458731,0,0,0,"TRUE",2407
1,0,1,0,0,0,0,1,1,0,0,1,3,0.681564758125195,0,0.353974870123195,0,0,0,0,0,0.543256421806115,0,0,0,"TRUE",2437
1,1,0,1,0,0,0,1,1,0,0,1,3,0.810092396239882,0,0,0.353681770766745,0,0,0,0,0.712510466336692,0,0,0,"TRUE",2443
0,0,0,0,0,1,0,1,1,0,0,1,3,0,0,0,0,0,0.0965803395867605,0,0.13413361379325,0.156619772551814,0,0,0,"TRUE",2464
1,0,1,0,0,0,1,1,1,0,0,1,4,0.614895990392232,0,0.262868160149034,0,0,0,0.182855920721107,0,0.455462397515364,0,0,0,"TRUE",2501
0,1,1,0,0,0,1,1,1,0,0,1,3,0,4.41765442028397e-06,0.342253172138578,0,0,0,0.325192220252211,0,0.486298982516819,0,0,0,"TRUE",2502
0,0,0,0,1,0,1,1,1,0,0,1,3,0,0,0,0,0.672968782474368,0,0.323870632593138,0,0.526844804721963,0,0,0,"TRUE",2512
1,0,0,1,1,0,1,1,1,0,0,1,5,0.75420856139961,0,0,0.0556355403462276,0.467051221025439,0,0.152635602453369,0,0.546776674598617,0,0,0,"TRUE",2521
0,1,1,0,1,1,1,1,1,0,0,1,3,0,0,0,0,0.672968782474366,0,0.323870632593137,0,0.526844804721961,0,0,0,"TRUE",2550
1,1,1,1,0,0,0,0,0,1,0,1,4,0.269028295678878,0,0.191384585463842,0.373710750925975,0,0,0,0,0,0,0,0.153275925533447,"TRUE",2575
0,1,0,1,0,0,1,0,0,1,0,1,2,0,0,0,0.599505388346829,0,0,0.372570301419615,0,0,1.30659279332416e-06,0,0,"TRUE",2634
