"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star"
0.371657923843537,0.459315967012127,0,0,0,0.143116017261911,0,0,0,0,0,0
0.371657923843537,0,0.143116017261911,0.371657923843537,0,0.143116017261911,0,0,0,0,0,0
0,0,0.581937073553684,0,0.0516904101660225,0.237238720985828,0,0.237238720985828,0,0,0,0
0,0,0.143116017261911,0.371657923843537,0.237238720985828,0.0516904101660225,0,0.143116017261911,0,0,0,0
0,0,0,0.315818686627485,0.459315967012127,0,0.371657923843537,0,0,0,0,0
0,0,0,0,0.729319655700753,0,0,0,0.459315967012127,0,0,0
0.729319655700753,0.0516904101660225,0,0,0.581937073553684,0,0,0,0.459315967012127,0,0,0
0.729319655700753,0,0,0.143116017261911,0.371657923843537,0,0,0,0.581937073553684,0,0,0
0.729319655700753,0,0.371657923843537,0,0,0,0,0,0.581937073553684,0,0,0
0.459315967012127,0,0,0,0,0,0.237238720985828,0,0.237238720985828,0,0,0
0,0,0,0.315818686627485,0.371657923843537,0,0,0,0.729319655700753,0,0,0
0.729319655700753,0,0,0.371657923843537,0,0,0,0,0.729319655700753,0,0,0
0.729319655700753,0.0516904101660225,0,0,0.581937073553684,0,0,0,0.459315967012127,0,0,0
0,0,0.459315967012127,0,0.143116017261911,0,0,0,0.581937073553684,0,0,0
0,0.0516904101660225,0.371657923843537,0,0,0,0.315818686627485,0,0.459315967012127,0,0,0
0.315818686627485,0,0,0.237238720985828,0.459315967012127,0,0.237238720985828,0,0,0,0,0
0.315818686627485,0,0,0,0,0.0516904101660225,0.237238720985828,0,0,0,0,0
0.315818686627485,0,0.371657923843537,0,0,0.0516904101660225,0.237238720985828,0,0,0,0,0
0,0,0.581937073553684,0,0.0516904101660225,0,0,0.237238720985828,0,0,0,0
0.237238720985828,0,0.581937073553684,0,0.0516904101660225,0,0,0.0516904101660225,0,0,0,0
0.315818686627485,0,0,0.371657923843537,0.315818686627485,0,0,0,0,0.0516904101660225,0,0
0,0,0.581937073553684,0,0.0516904101660225,0.237238720985828,0,0.237238720985828,0,0,0,0
0,0,0,0.581937073553684,0,0,0.371657923843537,0,0,0.0516904101660225,0,0
0.729319655700753,0,0,0.143116017261911,0.371657923843537,0,0,0,0.581937073553684,0,0,0
0.729319655700753,0,0,0.371657923843537,0,0,0,0,0.729319655700753,0,0,0
0.729319655700753,0,0,0.371657923843537,0,0,0,0,0.729319655700753,0,0,0
0.581937073553684,0.371657923843537,0,0,0,0,0.0516904101660225,0,0.459315967012127,0,0,0
0.315818686627485,0,0,0.371657923843537,0.315818686627485,0,0,0,0,0,0,0
0,0,0,0,0.729319655700753,0,0.315818686627485,0,0,0,0,0
0,0,0,0,0.729319655700753,0,0.315818686627485,0,0,0,0,0
0,0.459315967012127,0,0,0,0.315818686627485,0,0.237238720985828,0,0,0,0
0,0,0.581937073553684,0,0,0,0,0,0.729319655700753,0,0,0
0,0.143116017261911,0,0,0.581937073553684,0,0,0,0.581937073553684,0,0,0
0.729319655700753,0,0,0.371657923843537,0,0,0,0,0.729319655700753,0,0,0
0.729319655700753,0.0516904101660225,0.0516904101660225,0,0.459315967012127,0,0,0,0.459315967012127,0,0,0
0.729319655700753,0,0,0.371657923843537,0,0,0,0,0.729319655700753,0,0,0
0,0,0,0.315818686627485,0.371657923843537,0,0,0,0.729319655700753,0,0,0
0.729319655700753,0,0,0,0.581937073553684,0,0.143116017261911,0,0.459315967012127,0,0,0
0,0.315818686627485,0,0,0.459315967012127,0,0,0,0,0.143116017261911,0,0
0.371657923843537,0,0,0.581937073553684,0,0.143116017261911,0,0,0,0,0,0
0.315818686627485,0,0,0.237238720985828,0.459315967012127,0,0.237238720985828,0,0,0,0,0
0,0,0,0,0,0,0,0.371657923843537,0,0.143116017261911,0.237238720985828,0
0.371657923843537,0,0.459315967012127,0,0,0.143116017261911,0,0,0,0,0,0
0,0,0.581937073553684,0,0.0516904101660225,0.237238720985828,0,0.237238720985828,0,0,0,0
0.315818686627485,0,0,0.237238720985828,0.459315967012127,0,0.237238720985828,0,0,0,0,0
0,0,0,0.315818686627485,0.459315967012127,0,0.371657923843537,0,0,0.0516904101660225,0,0
0,0,0,0,0.729319655700753,0,0.315818686627485,0,0.581937073553684,0.0516904101660225,0,0
0.729319655700753,0.0516904101660225,0,0,0.581937073553684,0,0,0,0.459315967012127,0,0,0
0.237238720985828,0,0,0,0,0,0,0,0,0,0,0.143116017261911
0.237238720985828,0,0,0.581937073553684,0,0,0.315818686627485,0,0,0,0,0
0.315818686627485,0,0,0.459315967012127,0,0.0516904101660225,0.315818686627485,0,0,0,0,0
0.371657923843537,0,0,0.581937073553684,0,0.143116017261911,0,0,0,0,0,0
0.371657923843537,0,0.143116017261911,0.371657923843537,0,0.143116017261911,0,0,0,0,0,0
0,0,0,0.581937073553684,0,0,0.371657923843537,0,0,0,0,0
0,0,0,0.581937073553684,0,0.143116017261911,0.459315967012127,0,0,0,0,0
0,0,0,0.315818686627485,0.371657923843537,0,0,0,0.729319655700753,0,0,0
0.729319655700753,0,0,0.0516904101660225,0.459315967012127,0,0.143116017261911,0,0.581937073553684,0,0,0
0.729319655700753,0,0.371657923843537,0,0,0,0,0,0.581937073553684,0,0,0
0.581937073553684,0,0.237238720985828,0,0,0,0.237238720985828,0,0.459315967012127,0,0,0
0.729319655700753,0,0,0.0516904101660225,0.459315967012127,0,0.143116017261911,0,0.581937073553684,0,0,0
0.315818686627485,0.143116017261911,0,0,0.459315967012127,0,0,0,0,0,0,0.0516904101660225
0.315818686627485,0,0,0.315818686627485,0.315818686627485,0,0,0,0,0,0,0.143116017261911
0,0,0,0,0,0,0.371657923843537,0,0,0.0516904101660225,0,0
0,0,0,0,0.729319655700753,0,0.315818686627485,0,0,0.0516904101660225,0,0.0516904101660225
0.315818686627485,0,0,0.459315967012127,0,0.0516904101660225,0.315818686627485,0,0,0,0,0
0.315818686627485,0,0,0.237238720985828,0.459315967012127,0,0.237238720985828,0,0,0,0,0
0.371657923843537,0,0.143116017261911,0.371657923843537,0,0.143116017261911,0,0,0,0,0,0
0.729319655700753,0,0,0.143116017261911,0.371657923843537,0,0,0,0.581937073553684,0,0,0
0,0,0.371657923843537,0,0,0,0.315818686627485,0,0.459315967012127,0,0,0
