"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star"
0.380356756156552,0,0,0,0.595081397980568,0,0,0,0,0,0,0
0,0,0,0,0,0.319119383473571,0,0,0,0,0,0
0,0.595081397980568,0,0,0,0.319119383473571,0,0,0,0,0,0
0.380356756156552,0,0.470852116722824,0,0.0495649725774818,0.133803164380897,0,0,0,0,0,0
0.319119383473571,0,0,0.380356756156552,0.319119383473571,0,0,0,0,0,0,0
0.319119383473571,0,0.0495649725774818,0.380356756156552,0.230430533539874,0,0,0,0,0,0,0
0.230430533539874,0.470852116722824,0,0,0,0,0.133803164380897,0,0,0,0,0
0,0,0.470852116722824,0,0,0,0.319119383473571,0,0,0,0,0
0.319119383473571,0,0,0.230430533539874,0.470852116722824,0,0.230430533539874,0,0,0,0,0
0.319119383473571,0,0,0.230430533539874,0.470852116722824,0,0.230430533539874,0,0,0,0,0
0,0,0,0.595081397980568,0,0.319119383473571,0,0.230430533539874,0,0,0,0
0.380356756156552,0,0.470852116722824,0,0.0495649725774818,0.133803164380897,0,0,0,0,0,0
0,0,0.470852116722824,0,0,0,0.319119383473571,0,0,0,0,0
0,0,0,0.595081397980568,0,0,0.380356756156552,0,0,0,0,0
0.319119383473571,0,0,0,0,0.0495649725774818,0.230430533539874,0,0,0,0,0
0.319119383473571,0,0.319119383473571,0,0,0.133803164380897,0.230430533539874,0,0,0,0,0
0.319119383473571,0,0,0.230430533539874,0.470852116722824,0,0.230430533539874,0,0,0,0,0
0,0,0,0,0,0,0,0,0.133803164380897,0,0,0
0.736705193739528,0,0,0.380356756156552,0,0,0,0,0.736705193739528,0,0,0
0,0,0,0.319119383473571,0.380356756156552,0,0,0,0.736705193739528,0,0,0
0.736705193739528,0,0,0.133803164380897,0.380356756156552,0,0,0,0.595081397980568,0,0,0
0.736705193739528,0,0,0.133803164380897,0.380356756156552,0,0,0,0.595081397980568,0,0,0
0,0,0,0,0,0.133803164380897,0,0,0.133803164380897,0,0,0
0.736705193739528,0.0495649725774818,0,0,0.470852116722824,0,0,0,0.470852116722824,0,0,0
0.736705193739528,0,0,0.133803164380897,0.380356756156552,0,0,0,0.595081397980568,0,0,0
0,0.0495649725774818,0.319119383473571,0,0,0,0.319119383473571,0,0.470852116722824,0,0,0
0.736705193739528,0,0,0.0495649725774818,0.470852116722824,0,0.133803164380897,0,0.595081397980568,0,0,0
0.595081397980568,0.380356756156552,0,0,0,0,0.0495649725774818,0,0.470852116722824,0,0,0
