"a","b","c","d","e","f","g","h","i","j","k","l","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","feasible.and.stable","state_idx"
1,0,1,0,1,0,0,0,0,0,0,0,2,0.269028304960306,0,0.578778061306843,0,5.82644168617363e-08,0,0,0,0,0,0,0,"TRUE",21
0,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0.226770911352503,0.406333576647464,0.0949528962279134,0,0,0,0,0,0,0,"TRUE",30
0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0.569735395646641,0,0,0.297225572979494,0,0,0,0,0,0,"TRUE",36
1,1,1,1,0,1,0,0,0,0,0,0,4,0.352095290900258,0,0.144333752557632,0.399199767403246,0,0.167345307651027,0,0,0,0,0,0,"TRUE",47
1,1,1,0,1,1,0,0,0,0,0,0,4,0.348155005486305,0,0.495161295905447,0,0.0191266786397768,0.153637534153134,0,0,0,0,0,0,"TRUE",55
0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0.441415898971841,0.312701987842657,0.0495535280850555,0,0,0,0,0,0,"TRUE",56
0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0.599505650674255,0,0,0.372569325919157,0,0,0,0,0,"TRUE",76
1,1,1,0,0,1,1,0,0,0,0,0,4,0.31908027774671,0,0.344938235859526,0,0,0.100833842795956,0.270343951045235,0,0,0,0,0,"TRUE",103
1,0,1,0,1,1,0,1,0,0,0,0,4,0.34815797855103,0,0.495167121663651,0,0.0191129648064446,0.153647592604487,0,0,0,0,0,0,"TRUE",181
1,1,1,0,1,1,0,1,0,0,0,0,4,0.34815437917589,0,0.495160068717994,0,0.0191295674749063,0.15363541528039,0,0,0,0,0,0,"TRUE",183
0,0,0,1,1,1,0,1,0,0,0,0,4,0,0,0,0.389003773456191,0.357263667474968,0.0221063805532874,0,0.154893177913154,0,0,0,0,"TRUE",184
0,1,0,1,1,1,0,1,0,0,0,0,4,0,0,0,0.389003773444656,0.35726366747569,0.0221063805884616,0,0.154893177913087,0,0,0,0,"TRUE",186
1,0,1,1,1,1,0,1,0,0,0,0,4,0.311641528065586,0,0.0439840731789987,0.356669640471928,0.284450047539675,0,0,0,0,0,0,0,"TRUE",189
1,0,0,1,1,0,1,1,0,0,0,0,4,0.335851588538066,0,0,0.236058144339674,0.446043033887334,0,0.261501353083419,0,0,0,0,0,"TRUE",217
