"a","b","c","d","e","f","g","h","i","j","k","l","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star","feasible.and.stable","state_idx"
1,1,1,1,0,0,0,0,0,0,0,0,3,0.269028295678878,0,0.193930045363798,0.427886863400525,0,0,0,0,0,0,0,0,"TRUE",15
1,1,0,0,1,0,0,0,0,0,0,0,3,0.340810413884507,0.188560170317196,0,0,0.479143011565845,0,0,0,0,0,0,0,"TRUE",19
0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0.659424285871842,0,0,0,0,0,0,0,0,0,"TRUE",22
1,0,1,1,1,0,0,0,0,0,0,0,4,0.311627547956013,0,0.0440743573665184,0.356656725469119,0.284358121532654,0,0,0,0,0,0,0,"TRUE",29
0,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0.226770911352503,0.406333576647464,0.0949528962279134,0,0,0,0,0,0,0,"TRUE",30
1,1,1,1,1,0,0,0,0,0,0,0,4,0.311625652040904,0,0.044086599154352,0.356654975505811,0.284345655411916,0,0,0,0,0,0,0,"TRUE",31
0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0.575199040462471,0,0.297225572979494,0,0,0,0,0,0,"TRUE",42
0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0.436699772348906,0,0,0,0.319582713105312,0,0,0,0,0,"TRUE",68
0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0.599505650674255,0,0,0.372569325919157,0,0,0,0,0,"TRUE",76
0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0.712265629350721,0,0.322606043145421,0,0,0,0,0,"TRUE",84
0,1,1,1,1,0,1,0,0,0,0,0,3,0,0,0,0.293678802008277,0.468757436571411,0,0.343689391033626,0,0,0,0,0,"TRUE",94
1,0,1,0,1,1,1,0,0,0,0,0,3,0.364280835389008,0,0,0,0.635807216015362,0,0.237947705248012,0,0,0,0,0,"TRUE",117
0,1,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0.712265629350721,0,0.322606043145421,0,0,0,0,0,"TRUE",118
0,0,1,1,1,1,1,0,0,0,0,0,3,0,0,0,0.293678802008277,0.468757436571411,0,0.343689391033626,0,0,0,0,0,"TRUE",124
1,1,1,1,1,1,1,0,0,0,0,0,4,0.335851588538067,0,0,0.236058144339674,0.446043033887334,0,0.261501353083419,0,0,0,0,0,"TRUE",127
1,1,0,0,0,0,0,1,0,0,0,0,2,0.269028295678878,0.572276012733558,0,0,0,0,0,3.12010778341956e-07,0,0,0,0,"TRUE",131
0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0.626369853641969,0,0,0,0.185161547666534,0,0,0,0,"TRUE",138
0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0.618601716793862,0,4.68614174956818e-08,0,0,0.185161543428194,0,0,0,0,"TRUE",150
0,1,0,0,0,1,0,1,0,0,0,0,3,0,0.483765192675532,0,0,0,0.306606495780453,0,0.185161547666534,0,0,0,0,"TRUE",162
1,1,1,1,0,1,0,1,0,0,0,0,4,0.352095290900259,0,0.14433375255738,0.399199767403477,0,0.167345307651027,0,0,0,0,0,0,"TRUE",175
1,1,0,0,1,1,0,1,0,0,0,0,3,0.340810413884507,0.188560170317196,0,0,0.479143011565845,0,0,0,0,0,0,0,"TRUE",179
0,0,1,0,1,1,0,1,0,0,0,0,4,0,0,0.516851512928271,0,0.0205750178516636,0.290215316428217,0,0.18341763771103,0,0,0,0,"TRUE",180
1,1,0,0,0,0,1,1,0,0,0,0,3,0.269028295678878,0.505914116023143,0,0,0,0,0.104850507701819,0,0,0,0,0,"TRUE",195
0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,0,0.293678802008277,0.468757436571411,0,0.343689391033626,0,0,0,0,0,"TRUE",216
1,0,1,1,1,0,1,1,0,0,0,0,4,0.335851588538067,0,0,0.236058144339674,0.446043033887334,0,0.261501353083419,0,0,0,0,0,"TRUE",221
1,0,1,0,0,1,1,1,0,0,0,0,4,0.319080277746698,0,0.344938235859653,0,0,0.100833842795931,0.270343951045312,0,0,0,0,0,"TRUE",229
0,1,1,1,0,1,1,1,0,0,0,0,3,0,0,0,0.540422489940794,0,0.178421678657303,0.408157597982166,0,0,0,0,0,"TRUE",238
1,0,0,0,1,1,1,1,0,0,0,0,3,0.36428083538901,0,0,0,0.635807216015361,0,0.237947705248011,0,0,0,0,0,"TRUE",241
1,1,0,0,1,1,1,1,0,0,0,0,3,0.364280835389008,0,0,0,0.635807216015361,0,0.237947705248012,0,0,0,0,0,"TRUE",243
1,0,1,0,1,1,1,1,0,0,0,0,3,0.364280835389008,0,0,0,0.635807216015362,0,0.237947705248012,0,0,0,0,0,"TRUE",245
1,0,0,1,1,1,1,1,0,0,0,0,4,0.335851588538069,0,0,0.236058144339668,0.44604303388734,0,0.261501353083417,0,0,0,0,0,"TRUE",249
1,1,1,1,0,0,0,0,1,0,0,0,3,0.810092396239882,0,0,0.353681770766742,0,0,0,0,0.712510466336691,0,0,0,"TRUE",271
0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0.654784114446456,0,0,0,0.513974030419344,0,0,0,"TRUE",272
1,0,0,1,1,0,0,0,1,0,0,0,4,0.777977269266948,0,0,0.111768694679855,0.40330470207851,0,0,0,0.590653165531019,0,0,0,"TRUE",281
1,0,1,1,1,0,0,0,1,0,0,0,4,0.777977269266948,0,0,0.111768694679855,0.403304702078509,0,0,0,0.590653165531019,0,0,0,"TRUE",285
1,0,0,1,1,1,0,0,1,0,0,0,4,0.777977269266948,0,0,0.111768694679855,0.40330470207851,0,0,0,0.590653165531019,0,0,0,"TRUE",313
1,1,0,1,1,1,0,0,1,0,0,0,4,0.777977269266948,0,0,0.111768694679855,0.403304702078509,0,0,0,0.590653165531019,0,0,0,"TRUE",315
1,0,1,1,0,0,1,0,1,0,0,0,4,0.789044319253964,0,0,0.333530348683293,0,0,0.171869611935017,0,0.684792909150441,0,0,0,"TRUE",333
0,1,1,1,1,0,1,0,1,0,0,0,4,0,0,0,0.160163857866946,0.529344894883802,0,0.335717120260958,0,0.671928021908426,0,0,0,"TRUE",350
1,0,0,0,0,1,1,0,1,0,0,0,3,0.418880527168263,0,0,0,0,0,0.245350582858336,0,0.197335737539027,0,0,0,"TRUE",353
0,0,0,0,1,1,1,0,1,0,0,0,3,0,0,0,0,0.672968782474368,0,0.323870632593137,0,0.526844804721963,0,0,0,"TRUE",368
1,1,1,0,1,1,1,0,1,0,0,0,4,0.725201214065991,0,0,0,0.522942247997359,0,0.155264608775061,0,0.497551351688232,0,0,0,"TRUE",375
1,1,0,1,1,1,1,0,1,0,0,0,5,0.754208561399612,0,0,0.0556355403462333,0.467051221025432,0,0.152635602453369,0,0.546776674598622,0,0,0,"TRUE",379
1,1,0,0,0,0,0,1,1,0,0,0,3,0.640897248548447,0.387453969778067,0,0,0,0,0,0,0.489702644752273,0,0,0,"TRUE",387
0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0.535934623446373,0,0,0,0,0,0.663317991239174,0,0,0,"TRUE",388
