"a","b","c","d","e","f","g","h","i","j","k","stable","feasible","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star"
1,1,0,0,0,1,0,0,0,0,1,TRUE,TRUE,3,2.37211935556954,4.64302289696155,0,0,0,1.52204054520382,0,0,0,0,9.88131291682493e-324
0,0,1,0,0,1,0,0,0,0,1,TRUE,TRUE,2,0,0,2.99696410222578,0,0,1.21031457190054,0,0,0,0,3.56979537760482e-260
1,0,1,0,0,1,0,0,0,0,1,FALSE,FALSE,3,8.01636632430277e+73,0,1.23508769729177e+74,0,0,6.34652548388939e+72,0,0,0,0,0
0,1,1,0,0,1,0,0,0,0,1,TRUE,TRUE,2,0,7.12893349875609e-133,2.99696410222578,0,0,1.21031457190054,0,0,0,0,1.74344044240986e-260
1,1,1,0,0,1,0,0,0,0,1,FALSE,FALSE,3,1.64866180757271e+75,0,2.54010586985613e+75,0,0,1.30523902635954e+74,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,1,TRUE,TRUE,2,0,0,0,0.723289691988042,0,1.49046283171865,0,0,0,0,8.58864650452429e-155
1,0,0,1,0,1,0,0,0,0,1,TRUE,TRUE,3,1.49259291114386,0,0,0.423467333286121,0,1.40441818286421,0,0,0,0,5.43022268626813e-262
0,1,0,1,0,1,0,0,0,0,1,TRUE,TRUE,3,0,2.73754791120529,0,0.209369608941227,0,1.39771092923218,0,0,0,0,1.68161891878975e-282
1,1,0,1,0,1,0,0,0,0,1,TRUE,TRUE,3,2.37211935556954,4.64302289696155,0,7.76204601634843e-215,0,1.52204054520382,0,0,0,0,9.88131291682493e-324
0,0,1,1,0,1,0,0,0,0,1,TRUE,TRUE,3,0,0,2.9507252952791,0.219086086563431,0,1.32299825697531,0,0,0,0,3.86926276858655e-315
1,0,1,1,0,1,0,0,0,0,1,FALSE,FALSE,3,6.02593902561417e+103,0,9.28421039418277e+103,0,0,4.77071207118965e+102,0,0,0,0,-4.94065645841247e-324
0,1,1,1,0,1,0,0,0,0,1,TRUE,TRUE,3,0,1.71717182813577e-119,2.9507252952791,0.219086086563431,0,1.32299825697531,0,0,0,0,2.51740006681831e-315
1,1,1,1,0,1,0,0,0,0,1,FALSE,FALSE,3,1.62775950094922e+74,0,2.50790152600339e+74,0,0,1.28869075295354e+73,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,1,TRUE,TRUE,3,0,0,0,0,1.49551966679557,1.20484809499338,0,0,0,0,0.426721328163264
1,0,0,0,1,1,0,0,0,0,1,TRUE,TRUE,3,9.55565269731242e-86,0,0,0,1.49551966679557,1.20484809499338,0,0,0,0,0.426721328163263
0,1,0,0,1,1,0,0,0,0,1,TRUE,TRUE,3,0,2.04821804239538,0,0,0.931616746305744,1.28021509005028,0,0,0,0,1.69895390569986e-139
1,1,0,0,1,1,0,0,0,0,1,FALSE,FALSE,3,2.37211935556954,4.64302289696155,0,0,8.42617178755731e-45,1.52204054520382,0,0,0,0,-9.88131291682493e-324
0,0,1,0,1,1,0,0,0,0,1,TRUE,TRUE,3,0,0,2.98453181705835,0,0.761027374919084,1.23907860988408,0,0,0,0,5.51789455791852e-229
1,0,1,0,1,1,0,0,0,0,1,FALSE,FALSE,3,8.17277442043396e+73,0,1.25918561241605e+74,0,0,6.47035315441116e+72,0,0,0,0,0
0,1,1,0,1,1,0,0,0,0,1,TRUE,TRUE,3,0,8.81202178462124e-149,2.98453181705834,0,0.761027374919087,1.23907860988407,0,0,0,0,3.40284339790618e-229
1,1,1,0,1,1,0,0,0,0,1,FALSE,FALSE,3,4.42981463429062e+74,0,6.82504932379227e+74,0,0,3.50706670928944e+73,0,0,0,0,0
0,0,0,1,1,1,0,0,0,0,1,TRUE,TRUE,3,0,0,0,0.635425511116062,1.35180434737706,1.49647873977274,0,0,0,0,1.37165879184185e-80
1,0,0,1,1,1,0,0,0,0,1,TRUE,TRUE,4,0.471754392713001,0,0,0.545686386810412,1.27451191721648,1.46893917933878,0,0,0,0,1.63939844011826e-120
0,1,0,1,1,1,0,0,0,0,1,TRUE,TRUE,4,0,2.35098508920748,0,0.228047666631477,0.829127899776422,1.41449806273568,0,0,0,0,3.19930158600648e-225
1,1,0,1,1,1,0,0,0,0,1,FALSE,FALSE,3,2.37211935556954,4.64302289696155,0,2.82722417139159e-218,3.88451097065082e-45,1.52204054520382,0,0,0,0,-9.88131291682493e-324
0,0,1,1,1,1,0,0,0,0,1,TRUE,TRUE,4,0,0,2.94869453739773,0.170837263001766,0.747654518719693,1.32644078206037,0,0,0,0,2.20049011632792e-272
1,0,1,1,1,1,0,0,0,0,1,FALSE,FALSE,3,4.39985342432051e+67,0,6.77888785819381e+67,0,0,3.48334653796579e+66,0,0,0,0,0
0,1,1,1,1,1,0,0,0,0,1,TRUE,TRUE,4,0,6.5945999350895e-139,2.94869453739773,0.170837263001766,0.747654518719693,1.32644078206037,0,0,0,0,1.44442731276438e-272
1,1,1,1,1,1,0,0,0,0,1,FALSE,FALSE,3,1.95519333676078e+74,0,3.0123813438254e+74,0,0,1.54791882452575e+73,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,1,TRUE,TRUE,2,0,0,0,0,0,0,0.0293271368313493,0,0,0,0.835314427784497
1,0,0,0,0,0,1,0,0,0,1,TRUE,TRUE,1,1.79406317020861,0,0,0,0,0,8.82814406295576e-300,0,0,0,6.3649837439026e-69
0,1,0,0,0,0,1,0,0,0,1,TRUE,TRUE,1,0,2.95766993993708,0,0,0,0,1.48219693752374e-323,0,0,0,5.27281172596268e-113
1,1,0,0,0,0,1,0,0,0,1,FALSE,FALSE,2,3.75682052932352,6.4819680278804,0,0,0,0,0,0,0,0,9.88131291682493e-324
0,0,1,0,0,0,1,0,0,0,1,TRUE,TRUE,1,0,0,3.50423145050188,0,0,0,9.88131291682493e-324,0,0,0,4.14309499889309e-171
1,0,1,0,0,0,1,0,0,0,1,FALSE,FALSE,2,4.29315147804809e+73,0,6.51890598388761e+73,0,0,0,0,0,0,0,0
0,1,1,0,0,0,1,0,0,0,1,TRUE,TRUE,1,0,8.14320233283339e-155,3.50423145050186,0,0,0,9.88131291682493e-324,0,0,0,3.30089541997591e-171
1,1,1,0,0,0,1,0,0,0,1,FALSE,FALSE,2,5.23838757768451e+75,0,7.95419316106115e+75,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,1,TRUE,TRUE,3,0,0,0,0.639343170454276,0,0,0.0497936855137615,0,0,0,0.163838637899305
1,0,0,1,0,0,1,0,0,0,1,TRUE,TRUE,2,2.05840496549528,0,0,0.24207634120881,0,0,2.47032822920623e-323,0,0,0,8.54636287562338e-141
0,1,0,1,0,0,1,0,0,0,1,TRUE,TRUE,2,0,3.06280969210226,0,0.0798386201737919,0,0,1.48219693752374e-323,0,0,0,2.77819066881282e-136
1,1,0,1,0,0,1,0,0,0,1,FALSE,FALSE,2,3.75682052932352,6.4819680278804,0,1.97626258336499e-323,0,0,0,0,0,0,9.88131291682493e-324
0,0,1,1,0,0,1,0,0,0,1,FALSE,FALSE,2,0,0,3.50450545882355,0.0606863667341501,0,0,-9.88131291682493e-324,0,0,0,2.25170789513691e-185
1,0,1,1,0,0,1,0,0,0,1,FALSE,FALSE,2,5.65105002050318e+73,0,8.58079757545729e+73,0,0,0,0,0,0,0,0
0,1,1,1,0,0,1,0,0,0,1,FALSE,FALSE,2,0,1.38044426361276e-153,3.50450545882355,0.0606863667341501,0,0,-9.88131291682493e-324,0,0,0,1.71346248138606e-185
1,1,1,1,0,0,1,0,0,0,1,FALSE,FALSE,2,1.81921096832499e+103,0,2.76236823415313e+103,0,0,0,4.94065645841247e-324,0,0,0,0
0,0,0,0,1,0,1,0,0,0,1,TRUE,TRUE,2,0,0,0,0,1.13779042340289,0,1.91972680358067e-261,0,0,0,1.15770375300416
1,0,0,0,1,0,1,0,0,0,1,TRUE,TRUE,2,2.55358252813609e-116,0,0,0,1.13779042340289,0,7.23366223372973e-262,0,0,0,1.15770375300416
0,1,0,0,1,0,1,0,0,0,1,TRUE,TRUE,2,0,2.8346755077723,0,0,0.251670587576595,0,1.48219693752374e-323,0,0,0,5.4784257396916e-91
1,1,0,0,1,0,1,0,0,0,1,FALSE,FALSE,2,3.75682052932352,6.4819680278804,0,0,1.97626258336499e-323,0,0,0,0,0,9.88131291682493e-324
0,0,1,0,1,0,1,0,0,0,1,TRUE,TRUE,2,0,0,3.50414098763227,0,0.182760175104084,0,9.88131291682493e-324,0,0,0,6.95253114174526e-166
1,0,1,0,1,0,1,0,0,0,1,FALSE,FALSE,2,3.99554375468797e+73,0,6.06700560753617e+73,0,0,0,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,1,TRUE,TRUE,2,0,1.2123793305671e-161,3.50414098763227,0,0.182760175104084,0,9.88131291682493e-324,0,0,0,6.16106639449023e-166
1,1,1,0,1,0,1,0,0,0,1,FALSE,FALSE,2,4.96208933465428e+73,0,7.53465001681454e+73,0,0,0,0,0,0,0,0
0,0,0,1,1,0,1,0,0,0,1,TRUE,TRUE,3,0,0,0,0.464789542402419,0.92664078045586,0,2.29827476461037e-209,0,0,0,0.614823476664783
1,0,0,1,1,0,1,0,0,0,1,TRUE,TRUE,3,1.60319618456643,0,0,0.294186773143701,0.583175696945678,0,1.97626258336499e-323,0,0,0,1.67347584646867e-71
0,1,0,1,1,0,1,0,0,0,1,TRUE,TRUE,3,0,2.97610741323815,0,0.0837181991099867,0.187863839342068,0,1.48219693752374e-323,0,0,0,9.4166256290631e-121
1,1,0,1,1,0,1,0,0,0,1,FALSE,FALSE,2,3.75682052932352,6.4819680278804,0,1.97626258336499e-323,1.97626258336499e-323,0,0,0,0,0,9.88131291682493e-324
0,0,1,1,1,0,1,0,0,0,1,FALSE,FALSE,3,0,0,3.50437374395616,0.0498190927017857,0.166970844527518,0,-9.88131291682493e-324,0,0,0,1.10134164791278e-175
1,0,1,1,1,0,1,0,0,0,1,FALSE,FALSE,2,8.10381261961872e+73,0,1.23051778742165e+74,0,0,0,0,0,0,0,0
0,1,1,1,1,0,1,0,0,0,1,FALSE,FALSE,3,0,5.14790046402798e-158,3.50437374395616,0.0498190927017857,0.166970844527518,0,-9.88131291682493e-324,0,0,0,8.27891434372221e-176
1,1,1,1,1,0,1,0,0,0,1,FALSE,FALSE,2,1.0627419892237e+27,4.94065645841247e-324,1.61371317744157e+27,0,0,0,5.75373774349858e-07,0,0,0,0
0,0,0,0,0,1,1,0,0,0,1,TRUE,TRUE,2,0,0,0,0,0,1.11736879153914,0.00489948101836814,0,0,0,0.0716766108742882
1,0,0,0,0,1,1,0,0,0,1,TRUE,TRUE,2,1.15875489248297,0,0,0,0,1.16802443102601,4.04881201269133e-247,0,0,0,1.07727214729047e-127
0,1,0,0,0,1,1,0,0,0,1,TRUE,TRUE,2,0,2.50579461972555,0,0,0,1.27377592950788,1.48219693752374e-323,0,0,0,2.97989354639625e-215
1,1,0,0,0,1,1,0,0,0,1,TRUE,TRUE,3,2.37211935556954,4.64302289696155,0,0,0,1.52204054520382,4.94065645841247e-324,0,0,0,9.88131291682493e-324
0,0,1,0,0,1,1,0,0,0,1,TRUE,TRUE,2,0,0,2.99696410222578,0,0,1.21031457190054,9.88131291682493e-324,0,0,0,4.08417143602035e-260
1,0,1,0,0,1,1,0,0,0,1,FALSE,FALSE,3,9.95747315897279e+73,0,1.53415551351189e+74,0,0,7.88329208047527e+72,0,0,0,0,0
0,1,1,0,0,1,1,0,0,0,1,TRUE,TRUE,2,0,7.24415987617701e-133,2.99696410222578,0,0,1.21031457190054,9.88131291682493e-324,0,0,0,1.99417273276386e-260
1,1,1,0,0,1,1,0,0,0,1,FALSE,FALSE,3,1.36119977615706e+74,0,2.09721091710977e+74,0,0,1.07765647408798e+73,0,0,0,0,0
0,0,0,1,0,1,1,0,0,0,1,TRUE,TRUE,2,0,0,0,0.723289691988043,0,1.49046283171865,2.2734529457334e-86,0,0,0,1.44091129885646e-157
1,0,0,1,0,1,1,0,0,0,1,TRUE,TRUE,3,1.49259291114386,0,0,0.423467333286121,0,1.40441818286421,2.47032822920623e-323,0,0,0,4.58580475071538e-262
0,1,0,1,0,1,1,0,0,0,1,TRUE,TRUE,3,0,2.73754791120529,0,0.209369608941227,0,1.39771092923218,1.48219693752374e-323,0,0,0,1.53173853796596e-282
1,1,0,1,0,1,1,0,0,0,1,TRUE,TRUE,3,2.37211935556954,4.64302289696155,0,8.59969619538273e-215,0,1.52204054520382,4.94065645841247e-324,0,0,0,9.88131291682493e-324
0,0,1,1,0,1,1,0,0,0,1,TRUE,TRUE,3,0,0,2.9507252952791,0.219086086563431,0,1.32299825697531,9.88131291682493e-324,0,0,0,3.73938009895003e-315
1,0,1,1,0,1,1,0,0,0,1,FALSE,FALSE,3,1.27503154695026e+74,0,1.96445086662645e+74,0,0,1.00943742814618e+73,0,0,0,0,0
0,1,1,1,0,1,1,0,0,0,1,TRUE,TRUE,3,0,1.85264313031563e-119,2.9507252952791,0.219086086563431,0,1.32299825697531,9.88131291682493e-324,0,0,0,2.43488017029008e-315
1,1,1,1,0,1,1,0,0,0,1,FALSE,FALSE,3,1.71232932870912e+74,0,2.6381989071394e+74,0,0,1.35564435079747e+73,0,0,0,0,0
0,0,0,0,1,1,1,0,0,0,1,TRUE,TRUE,3,0,0,0,0,1.49551966679557,1.20484809499338,2.47032822920623e-323,0,0,0,0.426721328163264
1,0,0,0,1,1,1,0,0,0,1,TRUE,TRUE,3,8.09333216097332e-86,0,0,0,1.49551966679557,1.20484809499338,2.47032822920623e-323,0,0,0,0.426721328163263
0,1,0,0,1,1,1,0,0,0,1,TRUE,TRUE,3,0,2.04821804239538,0,0,0.931616746305744,1.28021509005028,1.48219693752374e-323,0,0,0,2.00887729236301e-139
1,1,0,0,1,1,1,0,0,0,1,FALSE,FALSE,3,2.37211935556954,4.64302289696155,0,0,9.46097927755469e-45,1.52204054520382,0,0,0,0,-9.88131291682493e-324
0,0,1,0,1,1,1,0,0,0,1,TRUE,TRUE,3,0,0,2.98453181705835,0,0.761027374919084,1.23907860988408,9.88131291682493e-324,0,0,0,6.15572847246273e-229
1,0,1,0,1,1,1,0,0,0,1,FALSE,FALSE,3,1.22676795853599e+74,0,1.89009078642779e+74,0,0,9.71227336263974e+72,0,0,0,0,0
0,1,1,0,1,1,1,0,0,0,1,TRUE,TRUE,3,0,8.74711182592948e-149,2.98453181705834,0,0.761027374919087,1.23907860988407,9.88131291682493e-324,0,0,0,3.80707108727582e-229
1,1,1,0,1,1,1,0,0,0,1,FALSE,FALSE,3,1.75020916005858e+74,0,2.69656065332529e+74,0,0,1.38563366331864e+73,0,0,0,0,0
0,0,0,1,1,1,1,0,0,0,1,TRUE,TRUE,3,0,0,0,0.635425511116062,1.35180434737706,1.49647873977274,2.47032822920623e-323,0,0,0,1.26314353083826e-80
1,0,0,1,1,1,1,0,0,0,1,TRUE,TRUE,4,0.471754392713001,0,0,0.545686386810412,1.27451191721648,1.46893917933878,1.97626258336499e-323,0,0,0,1.52606688200224e-120
0,1,0,1,1,1,1,0,0,0,1,TRUE,TRUE,4,0,2.35098508920748,0,0.228047666631478,0.829127899776423,1.41449806273568,9.88131291682493e-324,0,0,0,3.21485301824677e-225
1,1,0,1,1,1,1,0,0,0,1,FALSE,FALSE,3,2.37211935556954,4.64302289696155,0,3.5528206709582e-218,4.07783534873738e-45,1.52204054520382,0,0,0,0,-9.88131291682493e-324
0,0,1,1,1,1,1,0,0,0,1,TRUE,TRUE,4,0,0,2.94869453739773,0.170837263001766,0.747654518719693,1.32644078206037,9.88131291682493e-324,0,0,0,2.23019535974885e-272
1,0,1,1,1,1,1,0,0,0,1,FALSE,FALSE,3,1.19612002575392e+74,0,1.84287128173559e+74,0,0,9.46963489208802e+72,0,0,0,0,0
0,1,1,1,1,1,1,0,0,0,1,TRUE,TRUE,4,0,6.90398332487134e-139,2.94869453739773,0.170837263001766,0.747654518719693,1.32644078206037,9.88131291682493e-324,0,0,0,1.46093461595624e-272
1,1,1,1,1,1,1,0,0,0,1,FALSE,FALSE,3,7.84847399020015e+73,0,1.2092203968303e+74,0,0,6.21360578762921e+72,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,TRUE,TRUE,2,0,0,0,0,0,0,0,0.120143091391409,0,0,0.7777982891055
1,0,0,0,0,0,0,1,0,0,1,TRUE,TRUE,2,1.7835597612036,0,0,0,0,0,0,0.0302409502430464,0,0,1.32450964853781e-70
0,1,0,0,0,0,0,1,0,0,1,TRUE,TRUE,1,0,2.95766993993708,0,0,0,0,0,2.53517388023191e-173,0,0,4.62428414007207e-113
1,1,0,0,0,0,0,1,0,0,1,TRUE,TRUE,2,3.75682052932352,6.4819680278804,0,0,0,0,0,4.94065645841247e-324,0,0,9.88131291682493e-324
0,0,1,0,0,0,0,1,0,0,1,TRUE,TRUE,1,0,0,3.50423145050188,0,0,0,0,9.88131291682493e-324,0,0,3.61408848021805e-171
1,0,1,0,0,0,0,1,0,0,1,FALSE,FALSE,2,1.59027162847946e+103,0,2.41473688685559e+103,0,0,0,0,-4.94065645841247e-324,0,0,0
0,1,1,0,0,0,0,1,0,0,1,TRUE,TRUE,1,0,7.65412348432449e-155,3.50423145050186,0,0,0,0,9.88131291682493e-324,0,0,2.91039176740874e-171
1,1,1,0,0,0,0,1,0,0,1,FALSE,FALSE,2,1.20914241564612e+74,0,1.83601388607692e+74,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,1,TRUE,TRUE,3,0,0,0,0.587675649665584,0,0,0,0.0352206176399121,0,0,0.211160968048311
1,0,0,1,0,0,0,1,0,0,1,TRUE,TRUE,2,2.05840496549527,0,0,0.24207634120881,0,0,0,5.85600640077258e-97,0,0,1.20302985822749e-140
0,1,0,1,0,0,0,1,0,0,1,TRUE,TRUE,2,0,3.06280969210226,0,0.0798386201737919,0,0,0,6.5038812961507e-228,0,0,3.16657721362981e-136
1,1,0,1,0,0,0,1,0,0,1,TRUE,TRUE,2,3.75682052932352,6.4819680278804,0,1.97626258336499e-323,0,0,0,4.94065645841247e-324,0,0,9.88131291682493e-324
0,0,1,1,0,0,0,1,0,0,1,FALSE,FALSE,2,0,0,3.50450545882355,0.0606863667341501,0,0,0,-9.88131291682493e-324,0,0,2.30177846994835e-185
1,0,1,1,0,0,0,1,0,0,1,FALSE,FALSE,2,1.9020570136451e+73,0,2.88816523510693e+73,0,0,0,0,0,0,0,0
0,1,1,1,0,0,0,1,0,0,1,FALSE,FALSE,2,0,1.19239875335484e-153,3.50450545882355,0.0606863667341501,0,0,0,-9.88131291682493e-324,0,0,1.78030009981584e-185
1,1,1,1,0,0,0,1,0,0,1,FALSE,FALSE,2,2.35939987783065e+73,0,3.58261432437651e+73,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0,0,1,TRUE,TRUE,3,0,0,0,0,0.959105355484433,0,0,0.223119595022233,0,0,0.987752800177448
1,0,0,0,1,0,0,1,0,0,1,TRUE,TRUE,3,5.14014941265051e-83,0,0,0,0.959105355484433,0,0,0.223119595022233,0,0,0.987752800177448
0,1,0,0,1,0,0,1,0,0,1,TRUE,TRUE,2,0,2.8346755077723,0,0,0.251670587576595,0,0,5.1253115758528e-91,0,0,4.73015239194498e-91
1,1,0,0,1,0,0,1,0,0,1,TRUE,TRUE,2,3.75682052932352,6.4819680278804,0,0,1.97626258336499e-323,0,0,4.94065645841247e-324,0,0,9.88131291682493e-324
0,0,1,0,1,0,0,1,0,0,1,TRUE,TRUE,2,0,0,3.50414098763227,0,0.182760175104084,0,0,9.88131291682493e-324,0,0,6.17185620857398e-166
1,0,1,0,1,0,0,1,0,0,1,FALSE,FALSE,2,6.8157240870327e+95,0,1.03492888062931e+96,0,0,0,0,0,0,0,0
0,1,1,0,1,0,0,1,0,0,1,TRUE,TRUE,2,0,1.19557645554517e-161,3.50414098763227,0,0.182760175104084,0,0,9.88131291682493e-324,0,0,5.37322711312684e-166
1,1,1,0,1,0,0,1,0,0,1,FALSE,FALSE,2,1.12640285183473e+74,0,1.71037857122899e+74,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,1,0,0,1,TRUE,TRUE,4,0,0,0,0.393745469974108,0.836352359472537,0,0,0.153041483701458,0,0,0.581231666675829
1,0,0,1,1,0,0,1,0,0,1,TRUE,TRUE,4,1.58101458899859,0,0,0.269431610053397,0.555265293610311,0,0,0.0566009686694247,0,0,5.60151457120856e-71
0,1,0,1,1,0,0,1,0,0,1,TRUE,TRUE,3,0,2.97610741323815,0,0.0837181991099867,0.187863839342068,0,0,1.53462167200005e-168,0,0,9.75507670452314e-121
1,1,0,1,1,0,0,1,0,0,1,TRUE,TRUE,2,3.75682052932352,6.4819680278804,0,1.97626258336499e-323,1.97626258336499e-323,0,0,4.94065645841247e-324,0,0,9.88131291682493e-324
0,0,1,1,1,0,0,1,0,0,1,FALSE,FALSE,3,0,0,3.50437374395616,0.0498190927017857,0.166970844527518,0,0,-9.88131291682493e-324,0,0,1.05898579514718e-175
1,0,1,1,1,0,0,1,0,0,1,FALSE,FALSE,2,4.55889995160638e+73,0,6.92242990410003e+73,0,0,0,0,0,0,0,0
0,1,1,1,1,0,0,1,0,0,1,TRUE,TRUE,3,0,4.63979883360105e-158,3.50437374395616,0.0498190927017857,0.166970844527518,0,0,9.88131291682493e-324,0,0,8.07721072827481e-176
1,1,1,1,1,0,0,1,0,0,1,FALSE,FALSE,2,8.15236145346505e+103,0,1.23788965130977e+104,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,1,TRUE,TRUE,3,0,0,0,0,0,1.1448828710915,0,0.0758317028542415,0,0,0.0131007463117773
1,0,0,0,0,1,0,1,0,0,1,TRUE,TRUE,2,1.15875489248297,0,0,0,0,1.16802443102601,0,8.67294376917726e-58,0,0,1.42407685252054e-129
0,1,0,0,0,1,0,1,0,0,1,TRUE,TRUE,2,0,2.50579461972555,0,0,0,1.27377592950788,0,4.06196070728381e-319,0,0,2.28863996118572e-215
1,1,0,0,0,1,0,1,0,0,1,TRUE,TRUE,3,2.37211935556954,4.64302289696155,0,0,0,1.52204054520382,0,4.94065645841247e-324,0,0,9.88131291682493e-324
0,0,1,0,0,1,0,1,0,0,1,TRUE,TRUE,2,0,0,2.99696410222578,0,0,1.21031457190054,0,9.88131291682493e-324,0,0,3.30832941253983e-260
1,0,1,0,0,1,0,1,0,0,1,FALSE,FALSE,3,7.10824075845585e+73,0,1.09517209605816e+74,0,0,5.62756606848095e+72,0,0,0,0,0
0,1,1,0,0,1,0,1,0,0,1,TRUE,TRUE,2,0,6.9421946346429e-133,2.99696410222578,0,0,1.21031457190054,0,9.88131291682493e-324,0,0,1.64408669022873e-260
1,1,1,0,0,1,0,1,0,0,1,FALSE,FALSE,3,5.22092796158035e+74,0,8.0439236842825e+74,0,0,4.13338799865795e+73,0,0,0,0,0
0,0,0,1,0,1,0,1,0,0,1,TRUE,TRUE,2,0,0,0,0.723289691988042,0,1.49046283171865,0,3.01374501486693e-232,0,0,8.63188049430742e-155
1,0,0,1,0,1,0,1,0,0,1,TRUE,TRUE,3,1.49259291114386,0,0,0.423467333286121,0,1.40441818286421,0,2.47032822920623e-323,0,0,5.65435446226583e-262
0,1,0,1,0,1,0,1,0,0,1,TRUE,TRUE,3,0,2.73754791120529,0,0.209369608941227,0,1.39771092923218,0,1.97626258336499e-323,0,0,1.72617229964929e-282
1,1,0,1,0,1,0,1,0,0,1,TRUE,TRUE,3,2.37211935556954,4.64302289696155,0,8.25415152265767e-215,0,1.52204054520382,0,4.94065645841247e-324,0,0,9.88131291682493e-324
0,0,1,1,0,1,0,1,0,0,1,TRUE,TRUE,3,0,0,2.9507252952791,0.219086086563431,0,1.32299825697531,0,9.88131291682493e-324,0,0,3.82600578474899e-315
1,0,1,1,0,1,0,1,0,0,1,FALSE,FALSE,3,1.03772933982199e+74,0,1.59883753920683e+74,0,0,8.21566210190971e+72,0,0,0,0,0
0,1,1,1,0,1,0,1,0,0,1,TRUE,TRUE,3,0,1.64098837185651e-119,2.9507252952791,0.219086086563431,0,1.32299825697531,0,9.88131291682493e-324,0,0,2.51988948080341e-315
1,1,1,1,0,1,0,1,0,0,1,FALSE,FALSE,3,1.03835940255178e+74,0,1.59980828167862e+74,0,0,8.22065028359848e+72,0,0,0,0,0
0,0,0,0,1,1,0,1,0,0,1,TRUE,TRUE,4,0,0,0,0,1.34221299819364,1.2688386578466,0,0.215154198686337,0,0,0.224014512620564
1,0,0,0,1,1,0,1,0,0,1,TRUE,TRUE,4,7.06543894815102e-51,0,0,0,1.34221299819364,1.2688386578466,0,0.215154198686338,0,0,0.224014512620562
0,1,0,0,1,1,0,1,0,0,1,TRUE,TRUE,3,0,2.04821804239538,0,0,0.931616746305744,1.28021509005028,0,6.84973186347109e-27,0,0,1.49855623866933e-139
1,1,0,0,1,1,0,1,0,0,1,TRUE,TRUE,3,2.37211935556954,4.64302289696155,0,0,8.33854633726792e-45,1.52204054520382,0,4.94065645841247e-324,0,0,9.88131291682493e-324
0,0,1,0,1,1,0,1,0,0,1,TRUE,TRUE,3,0,0,2.98453181705835,0,0.761027374919084,1.23907860988408,0,9.88131291682493e-324,0,0,5.47915157958268e-229
1,0,1,0,1,1,0,1,0,0,1,FALSE,FALSE,3,5.97945524519042e+74,0,9.21259247778154e+74,0,0,4.73391104624668e+73,0,0,0,0,0
0,1,1,0,1,1,0,1,0,0,1,TRUE,TRUE,3,0,8.64942083621948e-149,2.98453181705834,0,0.761027374919087,1.23907860988407,0,9.88131291682493e-324,0,0,3.1333568849189e-229
1,1,1,0,1,1,0,1,0,0,1,FALSE,FALSE,3,1.18786206540706e+74,0,1.83014817900232e+74,0,0,9.4042569469361e+72,0,0,0,0,0
0,0,0,1,1,1,0,1,0,0,1,TRUE,TRUE,4,0,0,0,0.600070016726363,1.31651211906971,1.50450912991086,0,0.0695517069596834,0,0,2.88472413218693e-83
1,0,0,1,1,1,0,1,0,0,1,TRUE,TRUE,5,0.451179726552801,0,0,0.52882650869611,1.25714637331155,1.47485864704369,0,0.0408662026776561,0,0,2.26350571890889e-120
0,1,0,1,1,1,0,1,0,0,1,TRUE,TRUE,4,0,2.35098508920748,0,0.228047666631478,0.829127899776423,1.41449806273568,0,1.62833784091199e-230,0,0,3.2609405215288e-225
1,1,0,1,1,1,0,1,0,0,1,FALSE,FALSE,3,2.37211935556954,4.64302289696155,0,3.07165298200487e-218,3.98259950505787e-45,1.52204054520382,0,-4.94065645841247e-324,0,0,9.88131291682493e-324
0,0,1,1,1,1,0,1,0,0,1,TRUE,TRUE,4,0,0,2.94869453739773,0.170837263001766,0.747654518719693,1.32644078206037,0,9.88131291682493e-324,0,0,2.13146049952232e-272
1,0,1,1,1,1,0,1,0,0,1,FALSE,FALSE,3,1.01431279701374e+74,0,1.56275949241402e+74,0,0,8.03027425950677e+72,0,0,0,0,0
0,1,1,1,1,1,0,1,0,0,1,TRUE,TRUE,4,0,6.30839670371294e-139,2.94869453739773,0.170837263001766,0.747654518719693,1.32644078206037,0,9.88131291682493e-324,0,0,1.41611454944989e-272
1,1,1,1,1,1,0,1,0,0,1,FALSE,FALSE,3,2.44144675822479e+74,0,3.76155571325962e+74,0,0,1.93288373332685e+73,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,1,TRUE,TRUE,2,0,0,0,0,0,0,1.12904370363517e-10,0.120143091433957,0,0,0.777798289050792
1,0,0,0,0,0,1,1,0,0,1,TRUE,TRUE,2,1.7835597612036,0,0,0,0,0,1.57771638263322e-305,0.0302409502430465,0,0,1.33690913308148e-70
