"a","b","c","d","e","f","g","h","i","j","k","l","stable","feasible","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","i.star","j.star","k.star","l.star"
0,0,0,0,1,1,0,0,0,0,1,0,TRUE,TRUE,1,0,0,0,0,0.693193876004243,3.03595191380625e-92,0,0,0,0,5.76284892610461e-99,0
1,0,0,0,1,1,0,0,0,0,1,0,TRUE,TRUE,2,0.362233577550044,0,0,0,0.622141844876495,1.10614032055651e-118,0,0,0,0,4.03009319541814e-114,0
0,1,0,0,1,1,0,0,0,0,1,0,TRUE,TRUE,2,0,0.308367146866044,0,0,0.452464634476259,2.45538624817364e-24,0,0,0,0,6.04694691980993e-61,0
1,1,0,0,1,1,0,0,0,0,1,0,TRUE,TRUE,3,0.34081041388451,0.188560170317187,0,0,0.479143011565854,9.79591303150423e-77,0,0,0,0,4.80428482305046e-91,0
0,0,1,0,1,1,0,0,0,0,1,0,TRUE,TRUE,2,0,0,0.569735395639566,0,1.52272365580287e-11,0.297225572966199,0,0,0,0,3.40873544054218e-222,0
1,0,1,0,1,1,0,0,0,0,1,0,TRUE,TRUE,4,0.348159294603324,0,0.495169700674631,0,0.0191068939058275,0.153652045203874,0,0,0,0,5.29639766103882e-168,0
0,1,1,0,1,1,0,0,0,0,1,0,TRUE,TRUE,2,0,3.8871608105734e-32,0.56973539563899,0,1.64652729051358e-11,0.297225572965118,0,0,0,0,9.25421833967786e-222,0
1,1,1,0,1,1,0,0,0,0,1,0,TRUE,TRUE,4,0.348155121587849,2.90587702729109e-25,0.495161523396751,0,0.0191261431199805,0.153637926938784,0,0,0,0,2.0186070353289e-167,0
0,0,0,1,1,1,0,0,0,0,1,0,TRUE,TRUE,3,0,0,0,0.441415898971841,0.312701987842656,0.0495535280850556,0,0,0,0,2.03187820835917e-167,0
1,0,0,1,1,1,0,0,0,0,1,0,TRUE,TRUE,3,0.318037733340555,0,0,0.364376436020598,0.327136202488416,4.98361834339271e-31,0,0,0,0,2.70434008075691e-153,0
0,1,0,1,1,1,0,0,0,0,1,0,TRUE,TRUE,3,0,1.08804537702942e-51,0,0.441415898971841,0.312701987842656,0.0495535280850556,0,0,0,0,2.65394851973681e-167,0
1,1,0,1,1,1,0,0,0,0,1,0,TRUE,TRUE,3,0.318037733340555,4.50452869589985e-48,0,0.364376436020598,0.327136202488417,7.24749178120928e-31,0,0,0,0,5.16413049264892e-153,0
0,0,1,1,1,1,0,0,0,0,1,0,TRUE,TRUE,4,0,0,0.17675446294317,0.363873962755268,0.140213796402845,0.186170834133625,0,0,0,0,5.01535593736914e-213,0
1,0,1,1,1,1,0,0,0,0,1,0,TRUE,TRUE,4,0.311644411200832,0,0.0439654503382953,0.356672306382221,0.284469006266687,5.49542128937048e-15,0,0,0,0,8.14814575774781e-152,0
0,1,1,1,1,1,0,0,0,0,1,0,TRUE,TRUE,4,0,1.83220465149814e-58,0.176754464040078,0.363873962476145,0.140213794727402,0.18617083560684,0,0,0,0,6.60656217230935e-213,0
1,1,1,1,1,1,0,0,0,0,1,0,TRUE,TRUE,4,0.311643657464271,3.32314856039528e-50,0.0439703190108588,0.356671609354369,0.284464049872912,6.15939988360788e-15,0,0,0,0,1.21244701337889e-151,0
0,0,0,0,0,0,1,0,0,0,1,0,TRUE,TRUE,2,0,0,0,0,0,0,0.35689141855611,0,0,0,0.0368828163493632,0
1,0,0,0,0,0,1,0,0,0,1,0,TRUE,TRUE,3,0.280780865459249,0,0,0,0,0,0.281812255833927,0,0,0,0.0111473971351367,0
0,1,0,0,0,0,1,0,0,0,1,0,TRUE,TRUE,3,0,0.545114510127897,0,0,0,0,0.162387712504838,0,0,0,0.0222695725945408,0
1,1,0,0,0,0,1,0,0,0,1,0,TRUE,TRUE,3,0.269356163842268,0.505721877756844,0,0,0,0,0.10493525562915,0,0,0,0.000308453084843823,0
0,0,1,0,0,0,1,0,0,0,1,0,TRUE,TRUE,2,0,0,0.436699772348906,0,0,0,0.319582713105312,0,0,0,8.17752572639711e-109,0
1,0,1,0,0,0,1,0,0,0,1,0,TRUE,TRUE,3,0.269028295678878,0,0.39934624292425,0,0,0,0.25746300170132,0,0,0,1.17025040137287e-110,0
0,1,1,0,0,0,1,0,0,0,1,0,TRUE,TRUE,2,0,4.84929289421891e-14,0.436699772348883,0,0,0,0.319582713105295,0,0,0,2.90470282810679e-109,0
1,1,1,0,0,0,1,0,0,0,1,0,TRUE,TRUE,3,0.269028295678878,2.67593871889084e-13,0.399346242924119,0,0,0,0.257463001701229,0,0,0,4.0076124309991e-111,0
0,0,0,1,0,0,1,0,0,0,1,0,TRUE,TRUE,2,0,0,0,0.599505650674255,0,0,0.372569325919158,0,0,0,4.31268414489354e-188,0
1,0,0,1,0,0,1,0,0,0,1,0,TRUE,TRUE,3,0.269028295678878,0,0,0.541478805374551,0,0,0.305612987963595,0,0,0,5.66073303953344e-181,0
0,1,0,1,0,0,1,0,0,0,1,0,TRUE,TRUE,2,0,2.08172071389342e-107,0,0.599505650674255,0,0,0.372569325919157,0,0,0,6.64584337861501e-188,0
1,1,0,1,0,0,1,0,0,0,1,0,TRUE,TRUE,3,0.269028295678878,5.73604079087693e-96,0,0.541478805374551,0,0,0.305612987963595,0,0,0,1.10706949951711e-180,0
0,0,1,1,0,0,1,0,0,0,1,0,TRUE,TRUE,2,0,0,2.78041438864359e-56,0.599505650674256,0,0,0.372569325919157,0,0,0,5.57013803639984e-192,0
1,0,1,1,0,0,1,0,0,0,1,0,TRUE,TRUE,3,0.269028295678878,0,4.03009949428869e-49,0.541478805374551,0,0,0.305612987963595,0,0,0,1.85260499301291e-184,0
0,1,1,1,0,0,1,0,0,0,1,0,TRUE,TRUE,2,0,1.27354673391388e-108,3.31925773350533e-56,0.599505650674256,0,0,0.372569325919157,0,0,0,1.00194272069999e-191,0
1,1,1,1,0,0,1,0,0,0,1,0,TRUE,TRUE,3,0.269028295678878,6.27585907183852e-97,4.86247981210682e-49,0.541478805374551,0,0,0.305612987963595,0,0,0,3.44126058856215e-184,0
0,0,0,0,1,0,1,0,0,0,1,0,TRUE,TRUE,2,0,0,0,0,0.712265629350723,0,0.322606043145422,0,0,0,1.18908994330382e-171,0
1,0,0,0,1,0,1,0,0,0,1,0,TRUE,TRUE,3,0.364280835389009,0,0,0,0.635807216015364,0,0.237947705248012,0,0,0,1.6522768617783e-168,0
0,1,0,0,1,0,1,0,0,0,1,0,TRUE,TRUE,2,0,5.00966398693531e-31,0,0,0.712265629350721,0,0.322606043145421,0,0,0,2.56068182515654e-174,0
1,1,0,0,1,0,1,0,0,0,1,0,TRUE,TRUE,3,0.364280835389008,1.81112152785199e-29,0,0,0.635807216015361,0,0.237947705248012,0,0,0,4.76253057979548e-171,0
0,0,1,0,1,0,1,0,0,0,1,0,TRUE,TRUE,2,0,0,6.10855407971535e-29,0,0.712265629350721,0,0.322606043145421,0,0,0,8.92547778157781e-175,0
1,0,1,0,1,0,1,0,0,0,1,0,TRUE,TRUE,3,0.364280835389008,0,1.83882340850391e-27,0,0.635807216015362,0,0.237947705248012,0,0,0,1.69872703575598e-171,0
0,1,1,0,1,0,1,0,0,0,1,0,TRUE,TRUE,2,0,3.68248398730635e-31,7.38663311638398e-29,0,0.712265629350721,0,0.322606043145421,0,0,0,2.56923383287525e-174,0
1,1,1,0,1,0,1,0,0,0,1,0,TRUE,TRUE,3,0.364280835389008,1.35470232707133e-29,2.22330566243426e-27,0,0.635807216015362,0,0.237947705248012,0,0,0,4.72743433550929e-171,0
0,0,0,1,1,0,1,0,0,0,1,0,TRUE,TRUE,3,0,0,0,0.293678802008271,0.468757436571418,0,0.343689391033624,0,0,0,6.71267417395309e-212,0
1,0,0,1,1,0,1,0,0,0,1,0,TRUE,TRUE,4,0.335851588538069,0,0,0.236058144339668,0.44604303388734,0,0.261501353083417,0,0,0,1.31972384302181e-201,0
0,1,0,1,1,0,1,0,0,0,1,0,TRUE,TRUE,3,0,7.01044575403157e-94,0,0.293678802008271,0.468757436571418,0,0.343689391033624,0,0,0,1.22709510443873e-211,0
1,1,0,1,1,0,1,0,0,0,1,0,TRUE,TRUE,4,0.335851588538069,4.13640286750283e-80,0,0.236058144339668,0.44604303388734,0,0.261501353083417,0,0,0,2.42828414778475e-201,0
0,0,1,1,1,0,1,0,0,0,1,0,TRUE,TRUE,3,0,0,7.02811539134589e-71,0.293678802008271,0.468757436571418,0,0.343689391033624,0,0,0,8.16071731910286e-212,0
1,0,1,1,1,0,1,0,0,0,1,0,TRUE,TRUE,4,0.335851588538067,0,2.69567188421136e-61,0.236058144339674,0.446043033887334,0,0.261501353083419,0,0,0,1.56423586341693e-201,0
0,1,1,1,1,0,1,0,0,0,1,0,TRUE,TRUE,3,0,6.47395267541562e-94,8.44018995263951e-71,0.293678802008277,0.468757436571411,0,0.343689391033626,0,0,0,1.39246350404024e-211,0
1,1,1,1,1,0,1,0,0,0,1,0,TRUE,TRUE,4,0.335851588538067,3.74566003309846e-80,3.24043305208731e-61,0.236058144339674,0.446043033887334,0,0.261501353083419,0,0,0,2.69134767039841e-201,0
0,0,0,0,0,1,1,0,0,0,1,0,TRUE,TRUE,2,0,0,0,0,0,0.185100435175948,0.385212346618897,0,0,0,6.3139627887612e-82,0
1,0,0,0,0,1,1,0,0,0,1,0,TRUE,TRUE,3,0.316635212877441,0,0,0,0,0.0959080581123547,0.290365402929696,0,0,0,1.76958631559681e-49,0
0,1,0,0,0,1,1,0,0,0,1,0,TRUE,TRUE,3,0,0.406871875366824,0,0,0,0.223954666324565,0.251726405374789,0,0,0,3.54294225263553e-108,0
1,1,0,0,0,1,1,0,0,0,1,0,TRUE,TRUE,4,0.333620506574271,0.408427959036164,0,0,0,0.130126332068979,0.15128106010943,0,0,0,5.17750124850215e-74,0
0,0,1,0,0,1,1,0,0,0,1,0,TRUE,TRUE,3,0,0,0.346922611314121,0,0,0.190747265090754,0.365812338333052,0,0,0,3.54603613925997e-186,0
1,0,1,0,0,1,1,0,0,0,1,0,TRUE,TRUE,4,0.319080277746698,0,0.344938235859653,0,0,0.100833842795931,0.270343951045312,0,0,0,1.00299228435363e-152,0
0,1,1,0,0,1,1,0,0,0,1,0,TRUE,TRUE,3,0,1.99881623541853e-14,0.346922611314111,0,0,0.190747265090756,0.365812338333045,0,0,0,1.22052079570908e-185,0
1,1,1,0,0,1,1,0,0,0,1,0,TRUE,TRUE,4,0.31908027774671,2.32842569892933e-13,0.344938235859525,0,0,0.100833842795956,0.270343951045234,0,0,0,3.87898334611933e-152,0
0,0,0,1,0,1,1,0,0,0,1,0,TRUE,TRUE,3,0,0,0,0.540422489940794,0,0.178421678657303,0.408157597982166,0,0,0,2.69964342481702e-267,0
1,0,0,1,0,1,1,0,0,0,1,0,TRUE,TRUE,4,0.313934362757649,0,0,0.501835452974002,0,0.0904669729616067,0.312481356334604,0,0,0,1.09845608076087e-221,0
0,1,0,1,0,1,1,0,0,0,1,0,TRUE,TRUE,3,0,1.01602266664811e-113,0,0.540422489940794,0,0.178421678657303,0.408157597982166,0,0,0,4.64940829628904e-267,0
1,1,0,1,0,1,1,0,0,0,1,0,TRUE,TRUE,4,0.313934362757649,1.44989696702522e-97,0,0.501835452974002,0,0.0904669729616067,0.312481356334604,0,0,0,1.99660125541915e-221,0
0,0,1,1,0,1,1,0,0,0,1,0,TRUE,TRUE,3,0,0,2.31338776431274e-66,0.540422489940794,0,0.178421678657303,0.408157597982166,0,0,0,2.81221729653909e-267,0
1,0,1,1,0,1,1,0,0,0,1,0,TRUE,TRUE,4,0.313934362757649,0,4.70255295344119e-53,0.501835452974002,0,0.0904669729616067,0.312481356334604,0,0,0,1.12548190628803e-221,0
0,1,1,1,0,1,1,0,0,0,1,0,TRUE,TRUE,3,0,1.03008135369635e-113,2.71992211473986e-66,0.540422489940794,0,0.178421678657303,0.408157597982166,0,0,0,4.41446827117015e-267,0
1,1,1,1,0,1,1,0,0,0,1,0,TRUE,TRUE,4,0.313934362757649,1.46059766670422e-97,5.59649960942418e-53,0.501835452974002,0,0.0904669729616067,0.312481356334604,0,0,0,1.84900799187005e-221,0
0,0,0,0,1,1,1,0,0,0,1,0,TRUE,TRUE,2,0,0,0,0,0.712265629350721,1.23602029441763e-129,0.322606043145422,0,0,0,5.07907954784102e-172,0
1,0,0,0,1,1,1,0,0,0,1,0,TRUE,TRUE,3,0.364280835389009,0,0,0,0.635807216015361,6.47589676097648e-147,0.237947705248012,0,0,0,9.23998904046857e-169,0
0,1,0,0,1,1,1,0,0,0,1,0,TRUE,TRUE,2,0,4.74178219025733e-31,0,0,0.712265629350721,8.9391769097982e-131,0.322606043145421,0,0,0,8.68622819193974e-175,0
1,1,0,0,1,1,1,0,0,0,1,0,TRUE,TRUE,3,0.364280835389008,1.77022466544526e-29,0,0,0.635807216015361,1.4397442672308e-148,0.237947705248012,0,0,0,2.2254931945637e-171,0
0,0,1,0,1,1,1,0,0,0,1,0,TRUE,TRUE,2,0,0,5.49628110812322e-29,0,0.712265629350721,1.15766925467272e-130,0.322606043145421,0,0,0,2.72227769144502e-175,0
1,0,1,0,1,1,1,0,0,0,1,0,TRUE,TRUE,3,0.364280835389008,0,1.7406098616838e-27,0,0.635807216015362,1.80444776272679e-148,0.237947705248012,0,0,0,7.41371629463064e-172,0
0,1,1,0,1,1,1,0,0,0,1,0,TRUE,TRUE,2,0,3.33500860232303e-31,6.3630221637127e-29,0,0.712265629350721,3.40814940601254e-130,0.322606043145421,0,0,0,5.65716776429137e-175,0
1,1,1,0,1,1,1,0,0,0,1,0,TRUE,TRUE,3,0.364280835389008,1.29332327773666e-29,2.05777873873397e-27,0,0.635807216015362,5.86434903782513e-148,0.237947705248012,0,0,0,1.71318434401482e-171,0
0,0,0,1,1,1,1,0,0,0,1,0,TRUE,TRUE,3,0,0,0,0.293678802008271,0.468757436571418,1.65082260302964e-64,0.343689391033624,0,0,0,1.83456965056583e-212,0
1,0,0,1,1,1,1,0,0,0,1,0,TRUE,TRUE,4,0.335851588538069,0,0,0.236058144339668,0.44604303388734,5.3207378850496e-94,0.261501353083417,0,0,0,5.65973944733334e-202,0
0,1,0,1,1,1,1,0,0,0,1,0,TRUE,TRUE,3,0,6.66493009920576e-94,0,0.293678802008271,0.468757436571418,2.19565942363518e-64,0.343689391033624,0,0,0,2.68388401850693e-212,0
1,1,0,1,1,1,1,0,0,0,1,0,TRUE,TRUE,4,0.335851588538069,4.18960334578264e-80,0,0.236058144339668,0.44604303388734,7.80711576058006e-94,0.261501353083417,0,0,0,9.15111515024172e-202,0
0,0,1,1,1,1,1,0,0,0,1,0,TRUE,TRUE,3,0,0,6.09179999842931e-71,0.293678802008271,0.468757436571418,2.80662452545832e-64,0.343689391033624,0,0,0,1.61180289928427e-212,0
1,0,1,1,1,1,1,0,0,0,1,0,TRUE,TRUE,4,0.335851588538069,0,2.5747689104653e-61,0.236058144339668,0.44604303388734,1.03629469260974e-93,0.261501353083417,0,0,0,5.58570019374471e-202,0
0,1,1,1,1,1,1,0,0,0,1,0,TRUE,TRUE,3,0,6.09225067393163e-94,7.10571209928604e-71,0.293678802008271,0.468757436571418,3.49261416623163e-64,0.343689391033624,0,0,0,2.21580659023535e-212,0
1,1,1,1,1,1,1,0,0,0,1,0,TRUE,TRUE,4,0.335851588538069,3.81660932289476e-80,3.04802957265885e-61,0.236058144339668,0.44604303388734,1.41854024876928e-93,0.261501353083417,0,0,0,8.4563533194055e-202,0
0,0,0,0,0,0,0,1,0,0,1,0,TRUE,TRUE,2,0,0,0,0,0,0,0,0.356073662210462,0,0,0.21113465613562,0
1,0,0,0,0,0,0,1,0,0,1,0,TRUE,TRUE,2,0.398310815226057,0,0,0,0,0,0,0.000240402799581429,0,0,0.122625404476353,0
0,1,0,0,0,0,0,1,0,0,1,0,TRUE,TRUE,3,0,0.56469549134127,0,0,0,0,0,0.264183489701114,0,0,0.0976190049673259,0
1,1,0,0,0,0,0,1,0,0,1,0,TRUE,TRUE,3,0.302461553480813,0.558213134884763,0,0,0,0,0,1.96357448483256e-06,0,0,0.0317116830693755,0
0,0,1,0,0,0,0,1,0,0,1,0,TRUE,TRUE,2,0,0,0.618601749885805,0,0,0,0,0.185161547666534,0,0,3.6685811378836e-95,0
1,0,1,0,0,0,0,1,0,0,1,0,TRUE,TRUE,2,0.269028295678878,0,0.578778039052459,0,0,0,0,3.00398333383297e-07,0,0,7.31422931990747e-110,0
0,1,1,0,0,0,0,1,0,0,1,0,TRUE,TRUE,2,0,2.79930830773794e-30,0.618601749885805,0,0,0,0,0.185161547666534,0,0,1.1415966358961e-94,0
1,1,1,0,0,0,0,1,0,0,1,0,TRUE,TRUE,2,0.269028295678878,6.80984985557004e-25,0.578778039174536,0,0,0,0,2.99855256058561e-07,0,0,2.89562250316306e-109,0
0,0,0,1,0,0,0,1,0,0,1,0,TRUE,TRUE,2,0,0,0,0.626369853641969,0,0,0,0.185161547666534,0,0,1.38479540707511e-117,0
1,0,0,1,0,0,0,1,0,0,1,0,TRUE,TRUE,2,0.269028295678878,0,0,0.593930041382706,0,0,0,3.02059027420273e-07,0,0,6.83000084769283e-135,0
0,1,0,1,0,0,0,1,0,0,1,0,TRUE,TRUE,2,0,1.37827519944409e-60,0,0.626369853641969,0,0,0,0.185161547666534,0,0,1.00033303189574e-118,0
1,1,0,1,0,0,0,1,0,0,1,0,TRUE,TRUE,2,0.269028295678878,2.47218090304673e-56,0,0.593930041489497,0,0,0,3.01536018947018e-07,0,0,1.53487419519971e-134,0
0,0,1,1,0,0,0,1,0,0,1,0,TRUE,TRUE,3,0,0,0.240236933270377,0.4206785766097,0,0,0,0.185161547666534,0,0,1.33035030659219e-122,0
1,0,1,1,0,0,0,1,0,0,1,0,TRUE,TRUE,3,0.269028295678878,0,0.193929974350916,0.427886863393159,0,0,0,3.03663467061959e-07,0,0,9.14439602775251e-138,0
0,1,1,1,0,0,0,1,0,0,1,0,TRUE,TRUE,3,0,6.17532559640654e-64,0.240236933270377,0.4206785766097,0,0,0,0.185161547666534,0,0,2.33060137224166e-122,0
1,1,1,1,0,0,0,1,0,0,1,0,TRUE,TRUE,3,0.269028295678878,4.75446897390679e-59,0.193929974449936,0.427886863393165,0,0,0,3.03240056510804e-07,0,0,1.69053444420858e-137,0
0,0,0,0,1,0,0,1,0,0,1,0,TRUE,TRUE,2,0,0,0,0,0.688194252964562,0,0,0.126855819972209,0,0,2.94024948703466e-97,0
1,0,0,0,1,0,0,1,0,0,1,0,TRUE,TRUE,2,0.362233577550042,0,0,0,0.622141844876495,0,0,1.66719092375361e-71,0,0,2.86703948457228e-115,0
0,1,0,0,1,0,0,1,0,0,1,0,TRUE,TRUE,3,0,0.222995812829697,0,0,0.513527589377662,0,0,0.141654064625522,0,0,1.75173385972729e-69,0
1,1,0,0,1,0,0,1,0,0,1,0,TRUE,TRUE,3,0.34081041388451,0.188560170317187,0,0,0.479143011565854,0,0,9.9247555685969e-57,0,0,6.95096803117248e-91,0
0,0,1,0,1,0,0,1,0,0,1,0,TRUE,TRUE,2,0,0,0.618601712534139,0,5.28936022036909e-08,0,0,0.185161542882618,0,0,2.59858421887504e-96,0
1,0,1,0,1,0,0,1,0,0,1,0,TRUE,TRUE,2,0.269028307517474,0,0.578778047113376,0,7.43171071052691e-08,0,0,7.65409182163557e-09,0,0,3.63528628109742e-111,0
0,1,1,0,1,0,0,1,0,0,1,0,TRUE,TRUE,2,0,5.71421278764347e-30,0.618601710206276,0,5.61900842217756e-08,0,0,0.185161542584471,0,0,6.95844302620251e-96,0
1,1,1,0,1,0,0,1,0,0,1,0,TRUE,TRUE,2,0.269028308327739,1.57172702776528e-24,0.578778043301593,0,7.94035676232399e-08,0,0,7.02954334198261e-09,0,0,1.21049356155101e-110,0
0,0,0,1,1,0,0,1,0,0,1,0,TRUE,TRUE,3,0,0,0,0.395347314264763,0.357604326804912,0,0,0.154864316308989,0,0,7.99024124691716e-140,0
1,0,0,1,1,0,0,1,0,0,1,0,TRUE,TRUE,3,0.318037733340556,0,0,0.364376436020597,0.327136202488417,0,0,5.302509899956e-41,0,0,9.29455341189526e-153,0
0,1,0,1,1,0,0,1,0,0,1,0,TRUE,TRUE,3,0,7.38652964550954e-52,0,0.395347314264763,0.357604326804912,0,0,0.154864316308989,0,0,1.65925136794732e-139,0
1,1,0,1,1,0,0,1,0,0,1,0,TRUE,TRUE,3,0.318037733340555,4.23466351974312e-48,0,0.364376436020598,0.327136202488417,0,0,5.95942927708576e-41,0,0,1.99541084920961e-152,0
0,0,1,1,1,0,0,1,0,0,1,0,TRUE,TRUE,4,0,0,0.12968964358193,0.363142881790578,0.235572433011793,0,0,0.165203197913275,0,0,1.23774282572788e-134,0
1,0,1,1,1,0,0,1,0,0,1,0,TRUE,TRUE,4,0.311643501257822,0,0.0439713279979959,0.356671464907509,0.284463022698273,0,0,2.29247985067781e-35,0,0,1.2976863273237e-150,0
0,1,1,1,1,0,0,1,0,0,1,0,TRUE,TRUE,4,0,1.15433106082582e-56,0.129689649241452,0.363142881014479,0.235572426655819,0,0,0.165203198485658,0,0,2.17096494686453e-134,0
1,1,1,1,1,0,0,1,0,0,1,0,TRUE,TRUE,4,0.311642731935015,3.19070995933121e-50,0.0439762972487311,0.356670753536715,0.284457963833743,0,0,2.46288668330093e-35,0,0,2.39734225472743e-150,0
0,0,0,0,0,1,0,1,0,0,1,0,TRUE,TRUE,2,0,0,0,0,0,0.306606495780453,0,0.185161547666534,0,0,4.05925361955837e-56,0
1,0,0,0,0,1,0,1,0,0,1,0,TRUE,TRUE,2,0.352095290900258,0,0,0,0,0.167345307651026,0,5.17160345086954e-39,0,0,8.47990691760944e-24,0
0,1,0,0,0,1,0,1,0,0,1,0,TRUE,TRUE,3,0,0.483765192675532,0,0,0,0.306606495780453,0,0.185161547666534,0,0,8.49813272155117e-99,0
1,1,0,0,0,1,0,1,0,0,1,0,TRUE,TRUE,3,0.352095290900259,0.484698872731937,0,0,0,0.167345307651027,0,4.78523500029106e-39,0,0,1.87076751786551e-67,0
0,0,1,0,0,1,0,1,0,0,1,0,TRUE,TRUE,3,0,0,0.526082132321525,0,0,0.306606495780453,0,0.185161547666534,0,0,1.20074218930795e-211,0
1,0,1,0,0,1,0,1,0,0,1,0,TRUE,TRUE,3,0.352095290900259,0,0.503380196051602,0,0,0.167345307651027,0,4.65005421751646e-39,0,0,5.19891228643809e-177,0
0,1,1,0,0,1,0,1,0,0,1,0,TRUE,TRUE,3,0,2.5695731130397e-34,0.526082132321525,0,0,0.306606495780453,0,0.185161547666534,0,0,4.86604441954617e-216,0
1,1,1,0,0,1,0,1,0,0,1,0,TRUE,TRUE,3,0.352095290900259,5.55094922082098e-26,0.503380196051602,0,0,0.167345307651027,0,4.65893487749747e-39,0,0,1.94584379668056e-176,0
0,0,0,1,0,1,0,1,0,0,1,0,TRUE,TRUE,3,0,0,0,0.535335167139231,0,0.306606495780453,0,0.185161547666534,0,0,6.77668152576574e-232,0
1,0,0,1,0,1,0,1,0,0,1,0,TRUE,TRUE,3,0.352095290900259,0,0,0.522778575534089,0,0.167345307651027,0,4.63546105492631e-39,0,0,6.30163949269183e-201,0
0,1,0,1,0,1,0,1,0,0,1,0,TRUE,TRUE,3,0,4.36373225110753e-61,0,0.535335167139231,0,0.306606495780453,0,0.185161547666534,0,0,2.18471366278516e-237,0
1,1,0,1,0,1,0,1,0,0,1,0,TRUE,TRUE,3,0.352095290900259,9.43453438512547e-56,0,0.522778575534089,0,0.167345307651027,0,4.64370447179298e-39,0,0,1.52767410032287e-200,0
0,0,1,1,0,1,0,1,0,0,1,0,TRUE,TRUE,4,0,0,0.193952736594425,0.369272499210017,0,0.306606495780453,0,0.185161547666534,0,0,1.07491567186103e-240,0
1,0,1,1,0,1,0,1,0,0,1,0,TRUE,TRUE,4,0.352095290900259,0,0.144333752555406,0.399199767405285,0,0.167345307651027,0,4.63080180674489e-39,0,0,3.91597867672683e-203,0
0,1,1,1,0,1,0,1,0,0,1,0,TRUE,TRUE,4,0,7.59199969418194e-64,0.193952736594431,0.369272499210011,0,0.306606495780453,0,0.185161547666534,0,0,1.9749697285797e-240,0
1,1,1,1,0,1,0,1,0,0,1,0,TRUE,TRUE,4,0.352095290900259,8.12375305394077e-58,0.144333752555846,0.399199767404883,0,0.167345307651027,0,4.63620802855462e-39,0,0,7.49933908139635e-203,0
0,0,0,0,1,1,0,1,0,0,1,0,TRUE,TRUE,2,0,0,0,0,0.688194252964562,1.80790463421755e-88,0,0.126855819972209,0,0,1.34488999601511e-97,0
1,0,0,0,1,1,0,1,0,0,1,0,TRUE,TRUE,2,0.362233577550042,0,0,0,0.622141844876495,3.68291690195521e-120,0,1.40156264108687e-71,0,0,1.68996140020737e-115,0
0,1,0,0,1,1,0,1,0,0,1,0,TRUE,TRUE,3,0,0.222995812829697,0,0,0.513527589377662,6.02257213503713e-39,0,0.141654064625522,0,0,5.9231523036067e-70,0
1,1,0,0,1,1,0,1,0,0,1,0,TRUE,TRUE,3,0.34081041388451,0.188560170317187,0,0,0.479143011565854,7.07376735798078e-77,0,8.54841098517439e-57,0,0,3.92692443652626e-91,0
0,0,1,0,1,1,0,1,0,0,1,0,TRUE,TRUE,4,0,0,0.516846920640423,0,0.0205852669330803,0.290207020389348,0,0.183416754512143,0,0,6.44440905184028e-206,0
1,0,1,0,1,1,0,1,0,0,1,0,TRUE,TRUE,4,0.348159562460398,0,0.495170225596861,0,0.0191056582642735,0.153652951455218,0,1.47841328531786e-37,0,0,1.0325181006307e-167,0
0,1,1,0,1,1,0,1,0,0,1,0,TRUE,TRUE,4,0,2.2643814488635e-33,0.51684224891917,0,0.0205956933146573,0.29019858069133,0,0.18341585601936,0,0,1.85210180628918e-205,0
1,1,1,0,1,1,0,1,0,0,1,0,TRUE,TRUE,4,0.348155339761292,3.03574866130635e-25,0.49516195089189,0,0.0191251367877018,0.153638665047901,0,1.45024567723929e-37,0,0,3.7479235854317e-167,0
0,0,0,1,1,1,0,1,0,0,1,0,TRUE,TRUE,4,0,0,0,0.389003773490677,0.357263667472811,0.0221063804481359,0,0.154893177913357,0,0,5.30692869719286e-149,0
1,0,0,1,1,1,0,1,0,0,1,0,TRUE,TRUE,3,0.318037733340555,0,0,0.364376436020598,0.327136202488416,4.06733958772699e-31,0,3.77088103384088e-41,0,0,3.12893611692418e-153,0
0,1,0,1,1,1,0,1,0,0,1,0,TRUE,TRUE,4,0,7.00954205087118e-52,0,0.389003773475091,0.357263667473786,0.0221063804956587,0,0.154893177913265,0,0,6.79090713347957e-149,0
1,1,0,1,1,1,0,1,0,0,1,0,TRUE,TRUE,3,0.318037733340555,4.54729286062803e-48,0,0.364376436020598,0.327136202488417,5.78719466878645e-31,0,4.03226066807078e-41,0,0,5.78737943079892e-153,0
0,0,1,1,1,1,0,1,0,0,1,0,TRUE,TRUE,5,0,0,0.103744616552863,0.340657832989244,0.258432009467881,0.100809123780062,0,0.163266471747892,0,0,1.24390312786874e-175,0
1,0,1,1,1,1,0,1,0,0,1,0,TRUE,TRUE,4,0.311645969747671,0,0.0439553828350008,0.356673747849287,0.284479254955811,3.87672317679191e-15,0,8.9244039400319e-36,0,0,1.18613609395628e-151,0
0,1,1,1,1,1,0,1,0,0,1,0,TRUE,TRUE,5,0,4.88815671523666e-56,0.103744628026991,0.340657827546045,0.258431996950063,0.100809135466485,0,0.163266472876029,0,0,1.62240741660141e-175,0
1,1,1,1,1,1,0,1,0,0,1,0,TRUE,TRUE,4,0.311645227450743,3.53762859921235e-50,0.0439601777779583,0.356673061284223,0.284474373752303,4.38701310995263e-15,0,8.90536036104927e-36,0,0,1.8128885037568e-151,0
