"BH.action","CA.action","BU.action","PC.action","BO.action","BV.action","BT.action","EL.action","FP.action","CH.action","DP.action","ER.action"
0.268569753622589,0,0.244082779739497,0.268569753622589,0,0,0,0,0,0,0,0
0.0375417881128106,0,0,0,0.0297642975323688,0,0,0,0,0,0,0
0,0.142369406626941,0.00173733870073808,0,0,0.00173733870073808,0,0,0,0,0,0
0.147321330765248,0.00790182423210014,0.0258705881187638,0.147321330765248,0.00790182423210014,0.0258705881187638,0,0,0,0,0,0
0.229102041309587,0,0,0,0.244082779739497,0,0.229102041309587,0,0,0,0,0
0,0,0,0.0297642975323688,0.00602821474424052,0,0.0297642975323688,0,0,0,0,0
0,0.00173733870073808,0,0,0,0.106400603836262,0.142369406626941,0,0,0,0,0
0.00790182423210014,0,0.147321330765248,0,0.0258705881187638,0.147321330765248,0.00790182423210014,0,0,0,0,0
0,0.268569753622589,0,0,0,0,0,0.268569753622589,0,0,0,0
0.00602821474424052,0,0.0297642975323688,0,0.0375417881128106,0,0,0.0375417881128106,0,0,0,0
0,0.106400603836262,0.142369406626941,0,0.106400603836262,0,0,0.106400603836262,0,0,0,0
0.0258705881187638,0,0,0,0,0.00790182423210014,0,0.147321330765248,0,0,0,0
0,0.229102041309587,0,0,0,0.244082779739497,0,0.229102041309587,0,0,0,0
0,0,0.00602821474424052,0,0,0.00602821474424052,0,0.0297642975323688,0,0,0,0
0,0,0.00173733870073808,0.106400603836262,0,0.00173733870073808,0,0.142369406626941,0,0,0,0
0.147321330765248,0.00790182423210014,0,0,0.00790182423210014,0.0258705881187638,0,0.00790182423210014,0,0,0,0
0.229102041309587,0,0,0.229102041309587,0.244082779739497,0.268569753622589,0,0.244082779739497,0,0,0,0
0,0.00602821474424052,0.0375417881128106,0.0297642975323688,0.00602821474424052,0.0375417881128106,0,0.00602821474424052,0,0,0,0
0.142369406626941,0,0.106400603836262,0,0,0,0.142369406626941,0.00173733870073808,0,0,0,0
0,0.0258705881187638,0,0.00790182423210014,0,0,0.00790182423210014,0.0258705881187638,0,0,0,0
0,0,0.229102041309587,0,0.268569753622589,0,0.244082779739497,0.268569753622589,0,0,0,0
0.00602821474424052,0.0375417881128106,0,0.00602821474424052,0.0375417881128106,0,0.00602821474424052,0.0375417881128106,0,0,0,0
0.00173733870073808,0,0.142369406626941,0.00173733870073808,0.106400603836262,0,0.00173733870073808,0.106400603836262,0,0,0,0
0.0258705881187638,0,0,0.0258705881187638,0,0.00790182423210014,0.0258705881187638,0.147321330765248,0,0,0,0
0,0,0.244082779739497,0.268569753622589,0,0.244082779739497,0.268569753622589,0.229102041309587,0,0,0,0
0.0375417881128106,0.0297642975323688,0.00602821474424052,0.0375417881128106,0.0297642975323688,0.00602821474424052,0.0375417881128106,0.0297642975323688,0,0,0,0
0.106400603836262,0,0,0,0,0,0,0,0.00173733870073808,0,0,0
0,0,0.0258705881187638,0,0,0,0,0,0.0258705881187638,0,0,0
0.229102041309587,0.244082779739497,0.268569753622589,0.229102041309587,0.244082779739497,0,0,0,0.268569753622589,0,0,0
0,0,0,0,0,0.0375417881128106,0,0,0.0375417881128106,0,0,0
0.142369406626941,0.00173733870073808,0,0,0,0.106400603836262,0,0,0.106400603836262,0,0,0
0.00790182423210014,0.0258705881187638,0,0,0.0258705881187638,0.147321330765248,0,0,0.147321330765248,0,0,0
0,0.268569753622589,0.229102041309587,0,0.268569753622589,0.229102041309587,0,0,0.229102041309587,0,0,0
0,0.0375417881128106,0,0.00602821474424052,0.0375417881128106,0,0.00602821474424052,0,0.0297642975323688,0,0,0
0.00173733870073808,0,0.142369406626941,0.00173733870073808,0.106400603836262,0,0.00173733870073808,0,0.142369406626941,0,0,0
0.0258705881187638,0.147321330765248,0.00790182423210014,0.0258705881187638,0,0.00790182423210014,0.0258705881187638,0,0.00790182423210014,0,0,0
0.268569753622589,0,0.244082779739497,0,0.229102041309587,0.244082779739497,0.268569753622589,0,0.244082779739497,0,0,0
0.0375417881128106,0,0,0,0,0,0,0.0297642975323688,0.00602821474424052,0,0,0
0,0.142369406626941,0,0,0,0,0,0.142369406626941,0.00173733870073808,0,0,0
0.147321330765248,0.00790182423210014,0,0,0,0,0,0.00790182423210014,0.0258705881187638,0,0,0
0.229102041309587,0,0,0,0,0,0.229102041309587,0.244082779739497,0.268569753622589,0,0,0
0.0297642975323688,0.00602821474424052,0.0375417881128106,0.0297642975323688,0.00602821474424052,0,0.0297642975323688,0.00602821474424052,0.0375417881128106,0,0,0
0.142369406626941,0,0.106400603836262,0.142369406626941,0.00173733870073808,0.106400603836262,0.142369406626941,0.00173733870073808,0.106400603836262,0,0,0
0.00790182423210014,0.0258705881187638,0.147321330765248,0,0,0,0,0,0,0.00790182423210014,0,0
0,0,0,0.244082779739497,0,0,0,0,0,0.244082779739497,0,0
0,0.0375417881128106,0.0297642975323688,0.00602821474424052,0,0,0,0,0,0.00602821474424052,0,0
0.00173733870073808,0,0.142369406626941,0,0.106400603836262,0,0,0,0,0.00173733870073808,0,0
0,0,0,0.0258705881187638,0.147321330765248,0.00790182423210014,0,0,0,0.0258705881187638,0,0
0.268569753622589,0.229102041309587,0,0,0.229102041309587,0,0.268569753622589,0,0,0.268569753622589,0,0
0,0,0.00602821474424052,0.0375417881128106,0.0297642975323688,0,0.0375417881128106,0,0,0.0375417881128106,0,0
0.106400603836262,0.142369406626941,0.00173733870073808,0.106400603836262,0.142369406626941,0,0.106400603836262,0,0,0.106400603836262,0,0
0,0.00790182423210014,0.0258705881187638,0.147321330765248,0,0.0258705881187638,0.147321330765248,0,0,0.147321330765248,0,0
0.229102041309587,0,0.268569753622589,0.229102041309587,0.244082779739497,0.268569753622589,0.229102041309587,0,0,0.229102041309587,0,0
0.0297642975323688,0.00602821474424052,0,0.0297642975323688,0,0,0,0.00602821474424052,0,0.0297642975323688,0,0
0,0,0,0,0.00173733870073808,0,0,0.00173733870073808,0,0.142369406626941,0,0
0,0,0.147321330765248,0,0.0258705881187638,0,0,0.0258705881187638,0,0.00790182423210014,0,0
0,0,0.229102041309587,0.244082779739497,0,0.229102041309587,0,0.268569753622589,0,0.244082779739497,0,0
0.00602821474424052,0,0.0297642975323688,0.00602821474424052,0,0.0297642975323688,0,0.0375417881128106,0,0.00602821474424052,0,0
0,0,0.142369406626941,0,0.106400603836262,0.142369406626941,0,0.106400603836262,0,0.00173733870073808,0,0
0.0258705881187638,0.147321330765248,0.00790182423210014,0.0258705881187638,0.147321330765248,0.00790182423210014,0,0.147321330765248,0,0.0258705881187638,0,0
0.268569753622589,0,0,0.268569753622589,0,0,0.268569753622589,0.229102041309587,0,0.268569753622589,0,0
0.0375417881128106,0,0.00602821474424052,0,0.0297642975323688,0,0.0375417881128106,0.0297642975323688,0,0.0375417881128106,0,0
0,0,0,0.106400603836262,0.142369406626941,0,0.106400603836262,0.142369406626941,0,0.106400603836262,0,0
0.147321330765248,0.00790182423210014,0,0,0.00790182423210014,0.0258705881187638,0.147321330765248,0.00790182423210014,0,0.147321330765248,0,0
0.229102041309587,0,0,0,0,0,0,0,0.268569753622589,0.229102041309587,0,0
0,0.00602821474424052,0,0.0297642975323688,0.00602821474424052,0,0,0,0.0375417881128106,0.0297642975323688,0,0
0.142369406626941,0.00173733870073808,0.106400603836262,0,0,0.106400603836262,0,0,0.106400603836262,0.142369406626941,0,0
0,0.0258705881187638,0.147321330765248,0,0.0258705881187638,0.147321330765248,0.00790182423210014,0,0.147321330765248,0.00790182423210014,0,0
0.244082779739497,0,0,0.244082779739497,0.268569753622589,0.229102041309587,0.244082779739497,0,0.229102041309587,0.244082779739497,0,0
0.00602821474424052,0,0.0297642975323688,0,0,0,0,0.0375417881128106,0.0297642975323688,0.00602821474424052,0,0
0,0.106400603836262,0,0.00173733870073808,0.106400603836262,0,0,0.106400603836262,0.142369406626941,0.00173733870073808,0,0
0.0258705881187638,0.147321330765248,0,0.0258705881187638,0.147321330765248,0.00790182423210014,0,0.147321330765248,0.00790182423210014,0.0258705881187638,0,0
0,0.229102041309587,0,0,0.229102041309587,0,0.268569753622589,0.229102041309587,0.244082779739497,0.268569753622589,0,0
0,0,0,0,0,0.00602821474424052,0.0375417881128106,0.0297642975323688,0.00602821474424052,0.0375417881128106,0,0
0,0.142369406626941,0.00173733870073808,0,0,0.00173733870073808,0.106400603836262,0.142369406626941,0.00173733870073808,0.106400603836262,0,0
0.147321330765248,0,0,0,0.00790182423210014,0.0258705881187638,0.147321330765248,0.00790182423210014,0.0258705881187638,0.147321330765248,0,0
0.229102041309587,0,0.268569753622589,0.229102041309587,0,0,0,0,0,0,0.244082779739497,0
0,0,0.0375417881128106,0.0297642975323688,0,0.0375417881128106,0,0,0,0,0.00602821474424052,0
