"BH.action.outcome","CA.action.outcome","BU.action.outcome","PC.action.outcome","BO.action.outcome","BV.action.outcome","BT.action.outcome","EL.action.outcome","FP.action.outcome","CH.action.outcome","DP.action.outcome","ER.action.outcome"
0.167766023610618,0.224939479826257,0.880840817905321,0.0814544884504216,0.289920258824352,0.838475747717089,0.111521208883457,0.31338902028275,0.208139761311481,0.208451605714147,0.252158431043628,0.235245174018113
0.18797095212745,0.891967557818617,0,0,0.886868354675812,0.869065757610999,0.10043444554181,0.205244194561408,0.184937941061623,0.212489022597503,0.268756315008422,0.237707718061139
0.652156647603248,0.67501038114751,0.945242010960418,0.160038858751419,0.142841062310603,0.262784330925474,0.860154084000155,0.330573710642594,0.130666363229909,0.227412334019853,0.250314180513732,0.211435213125345
0.231019083823664,0.679504394973398,0.299614910705186,1.01224629304578,0.125339202683701,0.12686978586823,0.909936806528868,0.284135830828802,0.0636651206144046,0.22398264911388,0.318814104404929,0.247362149027835
0.771687324248006,0.222132525676262,0.615013491056212,1.03817294079361,0.113478819963504,0.256146135810157,0.926079986997473,0.360687540468489,0.0431631594026827,0.191415911525551,0.207360351236367,0.320347544023673
0.168708010081989,0.16345246794804,0.339179491240465,0.873086855960508,0.875853435882135,0.163475954713342,0.974435551423548,0.240260132872735,0.0816658788552792,0.162040648500258,0.278853665955427,0.395889131636546
0.763916126011336,0.176180269276151,0.60159328120422,0.850417077466472,0.961212257423531,0.24569078768411,0.935765630231038,0.22708389101483,0.0825306233542702,0.173747255095553,0.223442844283313,0.386762673559648
0.726206742026689,0.670782613687762,0.558216857627192,0.975204874543868,0.109691779060348,0.464577670568332,0.884210735505006,0.307602239708745,0.0659142023905342,0.231606447624756,0.259023023904669,0.249156568017977
0.77899300884921,0.177754061082955,0.275459876485899,0.163787854585243,0.968819549343665,0.645084598286043,0.918479490466812,0.280146436530098,0.128716888093734,0.233840096781936,0.207948891942098,0.269334936187166
0.222709330690238,0.748126259566219,1.04170528178025,0.109275968419391,0.286001516390817,0.220314031662059,0.108016379578686,0.900394605732262,0.146533130427535,0.185756908861838,0.253752629461486,0.190702222333506
0.61828294802108,0.205101799479531,0.82561121916069,0.854673837578543,0.71831121767367,0.255942960842363,0.0905180806690814,0.871834433935501,0.116198888263498,0.138689630731468,0.227113463827807,0.337932224292806
0.22520842878761,0.668523844464201,0.793374030587923,0.75474175846845,0.603939699021934,0.28609707972581,0.0899138188039352,0.932061116880702,0.114622517132564,0.18791604717979,0.235285575146059,0.279664343506978
0.16450437015763,0.220027730150562,0.967460592161928,0.122433638662038,0.604956564376895,0.757108909922397,0.0891413128515146,0.797845459805491,0.168619755778475,0.169876140622843,0.235982856113714,0.321919115062109
0.795355296352191,0.18991004501342,0.609259649706914,0.994809359127718,0.0930693244874012,0.287229963444517,0.938929937247206,0.69430533718192,0.0427663879825719,0.203336862073816,0.191514655841341,0.359980258905858
0.855946585719078,0.181849117703298,0.251000539653011,0.130784961472031,0.145439025705915,0.844489928962802,0.971480378744025,0.594718833025755,0.107025574145204,0.234210260637226,0.214640543926212,0.224230848400618
0.834799709347829,0.18223959831217,0.379574302239248,0.918645503127331,0.0973344918410874,0.608260093535761,0.946137628544657,0.68273499366803,0.0434836519794299,0.200147661939848,0.223527081247461,0.333961485472004
0.184283921393169,0.172811955448833,0.25225354906194,0.137249735492171,1.01771680173822,0.567609882241163,0.943546849883559,0.616479120338307,0.133854076766667,0.190630054230654,0.257676807296285,0.285509497060251
1.00986906916206,0.200189820473841,0.576565686787767,0.756736790032261,0.891301228234493,0.275171200773583,0.13678196175044,0.33628597128648,0.88899711127294,0.167625185497788,0.293086006903611,0.327290554276113
0.148185075345412,0.729962451950448,0.778260673293009,0.0733001809782229,0.223823930839852,0.838671540944835,0.134765961477525,0.28628747400234,0.85354491891754,0.176715533710739,0.265530251885296,0.260574254151545
0.92407606693767,0.165760322610738,0.148333141042835,0.129542022601613,0.928990614662352,0.6847969624234,0.0992025388662054,0.29296226197664,0.931444909006343,0.165560794142254,0.252946651049641,0.22273663333701
0.141777357067383,0.718999674653343,0,0.652545168106815,0.876426638169314,0.834739849985034,0.119081890222738,0.24713563061324,0.978736825543311,0.20791509136442,0.264865707165057,0.281656680559462
0.950079038930873,0.645482772713361,0.356532469919817,0.628622604357809,0.984852280247019,0.27289270766097,0.862371884528105,0.279392119183684,0.804529533289836,0.207760169904354,0.275871428983715,0.266436412704082
0.917740956336063,0.278879030396194,0.810007483281742,0.116704983498841,0.184030548293858,0.56728980612751,0.835873196155574,0.340468709790173,0.853357285656584,0.248932515898757,0.182677775384184,0.237010158934815
