"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
0.269028242511163,0,0,0,0,0,0,0,0,0,0,0
0,0.621430373057698,0,0,0,0,0,0,0,0,0,0
0,0,0.624016669531986,0,0,0,0,0,0,0,0,0
0,0,0,0.663448193741016,0,0,0,0,0,0,0,0
0,0,0,0,0.692987627591123,0,0,0,0,0,0,0
0,0,0,0,0,0.370367272170932,0,0,0,0,0,0
0,0,0,0,0,0,0.345527043736138,0,0,0,0,0
0.26902846191464,0,0,0,0,0,0.281188115143701,0,0,0,0,0
0,0,0,0,0.712322796550391,0,0.322604220791083,0,0,0,0,0
0.368237905770961,0,0,0.263469304397129,0.572969213910844,0.0269371826359376,0.265608987331207,0,0,0,0,0
0,0,0,0,0,0,0,0.37650132397281,0,0,0,0
0,0.0446557700552429,0,0,0.695581804958276,0.0443067180664662,0.317077356390423,0.00540000416073327,0,0,0,0
0,0,0,0,0,0,0,0,0.164673601475597,0,0,0
0.742991986318348,0,0,0.0600346416451682,0.477369306487551,0,0.15547767736905,0,0.550592946149537,0,0,0
0.416951056033965,0,0,0,0,0,0,0.281114716941927,0.194794891906362,0,0,0
0.802418101827949,0.028887051197751,0,0.333596315647152,0,0,0.158867331463644,0,0.702404322816421,0,0,0
0,0,0,0,0,0,0,0,0,0.241798166384751,0,0
0,0.0395091172455193,0,0.657647688918071,0,0,0,0,0,0.0833091259110212,0,0
0.289341993995877,0,0.451763207964376,0,0.135595195594816,0,0,0,0,0.0197847448315963,0,0
0.346926904482857,0,0.250551634074842,0.313918308231692,0,0.156933752766388,0,0,0,0,0,0
0.351019429921333,0,0.47700308675322,0,0.0399205067411728,0.15312996433369,0,0,0,0,0,0
0,0.514051872298887,0,0,0,0,0.199497991266162,0,0,0.0445045214493736,0,0
0,0,0,0.280245739300173,0.480777171161198,0,0.370029750685852,0,0,0.013546863192871,0,0
0.315902760900532,0,0.0778545860016455,0.304430251680226,0.312887390357417,0,0,0.516039170251454,0,0.0471846072290309,0,0
0,0,0.592656400480339,0,0,0.177452279891208,0,0,0,0,0,0
0,0,0,0.272459316059671,0.492593488671646,0,0.369543240823055,0.115525774876882,0,0.0140606173431118,0,0
0,0,0,0.289993756558552,0.389580020755819,0,0,0,0.768082357110979,0.0990638517123994,0,0
0.776560907359565,0,0,0.111165236795302,0.403365600650334,0,0,0,0.588776100585081,0.0171429355127178,0,0
0,0,0.0983769995491521,0.262424256294718,0.303658916852908,0,0,0,0.776336969577538,0.0867207247324674,0,0
0,0.00397480697992605,0,0.289579022295704,0.38585402356014,0.0117371623538864,0,0,0.765787688469605,0.0950944576016237,0,0
0.753817776061795,0,0,0.0610444122051783,0.471521417311851,0,0.141660988572248,0,0.563593755433598,0,0,0
0,0,0,0.14200620858251,0.542946594334754,0.0353601033623151,0.371507876028592,0.121590749116826,0.610303109671197,0.0170190145971202,0,0
0,0,0,0,0,0,0,0,0,0,0.201001826065551,0
0.456020020208393,0,0.373148899973588,0,0,0.376710622326426,0,0,0,0,0,0
0,0,0.621900057082874,0,0,0,0,0.130872546633613,0,0,0.000663461019671407,0
0.269028245857822,0,0,0.54147874007884,0,0,0.305613070939781,0,0,0,0.0138223588461608,0
0.408822920866977,0.0112230217616178,0,0,0.588163916081132,0.104113032840618,0.247238405058657,0,0,0,0,0
0,0,0,0,1.28665503532787,0,0,0,1.20557866505972,0,0.260150605224525,0
0,0.00859610022666199,0,0.198024926782695,0.652035381724159,0,0.338724897566151,0,0.66550939319834,0,0.00428485832850289,0
0,0,0.39928517632912,0,0,0,0.321805503895039,0.0299096205577589,0.537790460774053,0,0.00488332668564057,0
0.767325358287058,0,0,0.408406017647041,0,0,0.121240003194758,0,0.836687301659689,0,0.0506216969049156,0
0.269027968871216,0,0.589401585526592,0,0,0,0,0,0,0,0.0139024259185839,0
0,0,0.256835337151557,0.441463984056572,0,0,0,0,0,0.0298936404363122,0.0103644421348251,0
0,0,0.214646440106793,0.427996726688842,0,0.168050498115432,0,0,0,0.0254938062799428,0.000419170984338857,0
0.395080349013112,0,0,0,0.60330082738446,0.0718590026912747,0.249441808511729,0,0,0.00323237386224279,0,0
0.384070776002002,0,0.0959943334340245,0,0.495610588862334,0.0821815293708235,0.242632556425369,0,0,0,0,0
0,0,0.649120055978993,0,0,0,0,0,0,0,0.0182217610419502,0
0.269028284007321,0,0.376409296418672,0,0,0,0.277147540974785,0.282958556029788,0,0.0246009996884828,0,0
0,0,0.745106662735329,0,0,0,0,0,0.930871676335577,0,0.0672368531703845,0
0,0,0.646652541285134,0.122473260316808,0,0,0,0,0.946390241264093,0,0.0572873337548517,0
0,0.526672650836321,0,0,0,0,0.137689701965477,0,0.537280254646936,0,0.0301110953233963,0
0.805086632511769,0,0,0.268534296909104,0,0.24313498354097,0.2183659993777,0,0.546988689596236,0.00152660117795761,0,0
0.744140874929547,0,0,0.0669774171100561,0.482991515872629,0,0.142303723820387,0,0.578713274809167,0,0.00330251306426455,0
