"BH.action.outcome","CA.action.outcome","BU.action.outcome","PC.action.outcome","BO.action.outcome","BV.action.outcome","BT.action.outcome","EL.action.outcome","FP.action.outcome","CH.action.outcome","DP.action.outcome","ER.action.outcome"
0.430723815627121,0.0842196360971391,0.0959548835251425,0.0493743385245505,0.0829765947885132,0.104122241533784,0.137262692535262,0.215440035948595,0.0957656923995909,0.175667669524745,0.108041312227535,0.11694714325021
0.104579798325294,0.837854728217127,0.142621818992159,0.0758424194331063,0.122367053421245,0.128291701701156,0.158196815143699,0.220547271871867,0.120077256103092,0.199440852624794,0.172126225818716,0.122643676429618
0.111145940948001,0.149893328780237,0.83772937321828,0.0549708182969909,0.119325944278822,0.0959639383916042,0.170859050164574,0.151008182076988,0.138104336944378,0.270961677326559,0.145908712866055,0.121854661870226
0.123463877522645,0.169251921015757,0.169300874120204,0.80025901775913,0.117219241418968,0.163499301745084,0.17614665089913,0.240327968215835,0.118263162754487,0.223809241593682,0.19257806879649,0.165063675894046
0.128425376178987,0.133042056769992,0.120068999906846,0.0604084850896436,0.821875535339286,0.110331366568399,0.120147427835848,0.213356939077163,0.100005291643922,0.179028237424553,0.126067141264289,0.107997122975189
0.139659390079307,0.171467257780676,0.170311043087752,0.099382855388122,0.10926080590782,0.543622163816711,0.199111626779074,0.271060755680852,0.103706633334226,0.242179825934143,0.18957679964253,0.209369560567914
0.134467904974861,0.121986257506295,0.157976102462212,0.0583818238072569,0.0729126001530683,0.143949096917129,0.607714109770813,0.24053048718448,0.136072761787509,0.249197680046506,0.196629359049477,0.180929008422059
0.134342937009048,0.106918435352783,0.090251402808784,0.0434678415061501,0.0858797297405394,0.110730446250707,0.139982756239197,0.448897324165658,0.0944693968118419,0.147210510009449,0.133220730995095,0.118264591285794
0.561341031068564,0.177570201633971,0.16486096501752,0.0945068519524037,0.781155991084523,0.177851294024118,0.187307528418884,0.378758321232978,0.113721516703569,0.235631920030523,0.17587331410397,0.180604573649823
0.10492697243223,0.14261820928411,0.155412097677284,0.0511213588696731,0.102582502281424,0.0807973012352879,0.176166971271382,0.175481846017817,0.356387686320544,0.243029937872341,0.15624433274358,0.114308313760932
0.126311642088398,0.122045242854912,0.143852081075124,0.0531076749685037,0.101266157883873,0.116345979038719,0.16444682875055,0.176294804702604,0.119454504835064,0.411649782479381,0.132427854717141,0.137131321649428
0.125232867222724,0.473600024135221,0.891028146559805,0.19402119723435,0.479576254782449,0.256232711915497,0.329157285992377,0.29152426623206,0.900268428745613,0.603886512329423,0.329902518842008,0.259518788957442
0.810401999865524,0.308489229397204,0.73364071672804,0.159733877007282,0.185823057915174,0.245395858852052,0.664119385760727,0.308700488544458,0.775322135993234,0.663265993473748,0.348777177598276,0.343420463424477
0.097076926343578,0.15606900868983,0.148734659874827,0.0718393702810138,0.0896281903638656,0.121710055339376,0.191648618458071,0.227728577135307,0.12696625697442,0.187032978438592,0.480594911489934,0.152919071469517
0.12280436130348,0.903727541786893,0.378914332366598,0.206045888993935,0.185234836504168,0.319090113343078,0.676139845076468,0.516881793886158,0.775762506503748,0.420674273444216,0.564811273545532,0.367521005045692
0.164182166777844,0.748143757592774,0.764404309149663,0.851940977528225,0.828389801412797,0.713074481489382,0.954967165226921,0.5879150831178,0.263258302082802,0.753819935697323,0.758999109887842,0.572882646798521
0.957963713090358,0.834612648661249,0.823980828389668,0.700730852497071,0.944768166661734,0.805275326873413,0.83352473201585,0.757023895616556,0.864265229898003,0.824216559850001,0.831025878703917,0.698035705258916
0.124198783160377,0.115216023117067,0.130565002450091,0.0654557623907528,0.087129909856131,0.139248774572553,0.164041697895718,0.216032621995228,0.108729776900225,0.207389466141014,0.162491349232044,0.579154466566668
0.594132489795094,0.346500395922591,0.400010959887532,0.230974517239609,0.186999662117363,0.624260102202065,0.810486095397228,0.596737703896347,0.194874957045112,0.611477734119227,0.409144898352262,0.565774906231697
0.995707815554121,0.785013137038659,0.79334705630704,0.670198725777723,0.910173232764792,0.787806152494696,0.82439641718332,0.765869127979576,0.875566557483458,0.84247883277739,0.719677793217647,0.761558423499472
0.177812375186908,0.717158758449552,0.71654383234976,0.432962832481967,1.0594199391577,0.725553547637529,0.945978876831334,0.724017917005028,0.254414488209233,0.621382809398443,0.769443313142942,0.69621631893294
0.968256736508989,0.840547214608814,0.831541539650457,0.717138603324845,0.91765875189876,0.838687901041099,0.848050957575096,0.823222996796468,0.871314888506795,0.769922184166884,0.862703148916844,0.80479489965957
0.573996235802215,0.845201322368227,0.846747147417518,0.903854771835585,0.896478353164719,0.871913233120957,0.97047967121389,0.817511336600362,0.310549691904638,0.827141095776295,0.860033096445257,0.819720537044783
0.144988927154076,0.402902847790411,0.919757533829443,0.237174263229743,0.202386422775014,0.343701009535483,0.892024620534502,0.396991047032407,0.832798136786478,0.696110167897208,0.596836879630257,0.530843162586549
0.965285408935435,0.835233142112538,0.848007069331952,0.723531906995052,0.928511044164004,0.825334128192922,0.847828737303584,0.742931779992888,0.878099460774158,0.849722727609061,0.853240148698882,0.782738038010235
