"BH.action","CA.action","BU.action","PC.action","BO.action","BV.action","BT.action","EL.action","FP.action","CH.action","DP.action","ER.action"
0.639911719812288,0,0.517688914983564,0.169128519899917,0.423855755729937,0,0.639911719812288,0,0.517688914983564,0.169128519899917,0.423855755729937,0
0,0,0.00052248196138428,0,0,0.111785622152827,0,0,0.00052248196138428,0,0,0.111785622152827
0,0.639911719812288,0,0.517688914983564,0.169128519899917,0.423855755729937,0,0.639911719812288,0,0.517688914983564,0.169128519899917,0.423855755729937
0.111785622152827,0,0,0.00052248196138428,0,0,0,0,0,0.00052248196138428,0,0
0.423855755729937,0,0.639911719812288,0,0,0.169128519899917,0.423855755729937,0,0.639911719812288,0,0.517688914983564,0.169128519899917
0,0.111785622152827,0,0,0.00052248196138428,0,0,0.111785622152827,0,0,0.00052248196138428,0
0.169128519899917,0.423855755729937,0,0.639911719812288,0,0.517688914983564,0.169128519899917,0.423855755729937,0,0.639911719812288,0,0.517688914983564
0,0,0.111785622152827,0,0,0.00052248196138428,0,0,0.111785622152827,0,0,0.00052248196138428
0,0.169128519899917,0.423855755729937,0,0.639911719812288,0,0.517688914983564,0.169128519899917,0.423855755729937,0,0.639911719812288,0
0.00052248196138428,0,0,0.111785622152827,0,0,0.00052248196138428,0,0,0.111785622152827,0,0
