"BH.outcome","CA.outcome","BU.outcome","PC.outcome","BO.outcome","BV.outcome","BT.outcome","EL.outcome","FP.outcome","CH.outcome","DP.outcome","ER.outcome"
0,0.596499557854956,0,0,0,0,0,0,0,0,0,0
0.240795969053321,0,0,0.596499557854956,0,0,0,0,0,0,0,0
0,0.320935467872795,0,0,0.478879552003731,0,0,0,0,0,0,0
0,0,0.596499557854956,0,0,0,0,0,0,0,0,0
0.240795969053321,0,0.596499557854956,0,0.055884347390488,0,0,0,0,0,0,0
0.320935467872795,0,0,0.390315928285451,0.320935467872795,0,0,0,0,0,0,0
0,0,0.240795969053321,0.390315928285451,0.055884347390488,0,0,0,0,0,0,0
0.320935467872795,0,0.055884347390488,0.390315928285451,0.240795969053321,0,0,0,0,0,0,0
0.390315928285451,0,0,0,0,0.148676613777181,0,0,0,0,0,0
0.390315928285451,0,0.478879552003731,0,0,0.148676613777181,0,0,0,0,0,0
0.320935467872795,0.240795969053321,0,0,0.478879552003731,0,0,0,0,0,0,0
0,0,0.596499557854956,0,0,0.320935467872795,0,0,0,0,0,0
0,0,0.148676613777181,0.390315928285451,0.148676613777181,0.240795969053321,0,0,0,0,0,0
0,0,0.478879552003731,0,0,0,0.320935467872795,0,0,0,0,0
0.240795969053321,0,0.390315928285451,0,0,0,0.240795969053321,0,0,0,0,0
0,0,0,0.596499557854956,0,0,0.390315928285451,0,0,0,0,0
0,0,0,0,0.752959470898949,0,0.320935467872795,0,0,0,0,0
0.390315928285451,0,0,0,0.596499557854956,0,0.240795969053321,0,0,0,0,0
0,0,0,0,0.752959470898949,0,0.320935467872795,0,0,0,0,0
0.390315928285451,0,0,0,0.596499557854956,0,0.240795969053321,0,0,0,0,0
0,0,0,0,0.752959470898949,0,0.320935467872795,0,0,0,0,0
0,0,0,0.240795969053321,0.478879552003731,0,0.320935467872795,0,0,0,0,0
0.320935467872795,0,0,0.240795969053321,0.478879552003731,0,0.240795969053321,0,0,0,0,0
0,0,0,0.240795969053321,0.478879552003731,0,0.320935467872795,0,0,0,0,0
0,0,0,0,0,0.148676613777181,0.390315928285451,0,0,0,0,0
0.320935467872795,0,0,0,0,0.055884347390488,0.240795969053321,0,0,0,0,0
0,0.390315928285451,0,0,0,0.240795969053321,0.240795969053321,0,0,0,0,0
0.320935467872795,0,0.320935467872795,0,0,0.055884347390488,0.240795969053321,0,0,0,0,0
0,0,0,0.596499557854956,0,0.148676613777181,0.390315928285451,0,0,0,0,0
0.320935467872795,0,0,0.478879552003731,0,0.055884347390488,0.320935467872795,0,0,0,0,0
0,0,0,0.596499557854956,0,0.148676613777181,0.390315928285451,0,0,0,0,0
0.390315928285451,0,0,0,0.596499557854956,0,0.240795969053321,0,0,0,0,0
0,0,0,0,0.752959470898949,0,0.320935467872795,0,0,0,0,0
0,0,0,0,0.752959470898949,0,0.320935467872795,0,0,0,0,0
0,0,0,0.240795969053321,0.478879552003731,0,0.320935467872795,0,0,0,0,0
0.320935467872795,0,0,0.240795969053321,0.478879552003731,0,0.240795969053321,0,0,0,0,0
0,0,0.596499557854956,0,0,0,0,0.148676613777181,0,0,0,0
0,0,0,0.596499557854956,0,0,0,0.148676613777181,0,0,0,0
0.240795969053321,0,0,0.596499557854956,0,0,0,0.055884347390488,0,0,0,0
0,0,0,0,0.752959470898949,0,0,0.148676613777181,0,0,0,0
0.390315928285451,0,0,0,0.596499557854956,0,0,0,0,0,0,0
0,0,0.596499557854956,0,0.055884347390488,0,0,0.148676613777181,0,0,0,0
0.390315928285451,0.478879552003731,0,0,0,0.148676613777181,0,0,0,0,0,0
0,0,0.596499557854956,0,0,0.320935467872795,0,0.148676613777181,0,0,0,0
0.390315928285451,0,0,0.478879552003731,0,0.148676613777181,0,0,0,0,0,0
0,0,0,0,0.752959470898949,0,0,0.148676613777181,0,0,0,0
0.390315928285451,0,0,0,0.596499557854956,0,0,0,0,0,0,0
0.320935467872795,0.240795969053321,0,0,0.478879552003731,0,0,0,0,0,0,0
0.390315928285451,0,0.478879552003731,0,0.055884347390488,0.148676613777181,0,0,0,0,0,0
0.320935467872795,0,0,0.390315928285451,0.320935467872795,0,0,0,0,0,0,0
0.320935467872795,0,0.055884347390488,0.390315928285451,0.240795969053321,0,0,0,0,0,0,0
0,0.596499557854956,0,0,0,0,0.148676613777181,0,0,0,0,0
0,0,0.478879552003731,0,0,0,0.320935467872795,0,0,0,0,0
0.240795969053321,0,0,0.596499557854956,0,0,0.320935467872795,0,0,0,0,0
0.240795969053321,0,0,0.596499557854956,0,0,0.320935467872795,0,0,0,0,0
0,0,0,0.596499557854956,0,0,0.390315928285451,0,0,0,0,0
0,0,0,0,0.752959470898949,0,0.320935467872795,0,0,0,0,0
0.390315928285451,0,0,0,0.596499557854956,0,0.240795969053321,0,0,0,0,0
0,0,0.390315928285451,0,0,0.240795969053321,0.390315928285451,0,0,0,0,0
0,0,0,0.596499557854956,0,0.148676613777181,0.390315928285451,0,0,0,0,0
0,0,0,0,0.752959470898949,0,0.320935467872795,0,0,0,0,0
0.320935467872795,0,0,0.240795969053321,0.478879552003731,0,0.240795969053321,0,0,0,0,0
0.320935467872795,0,0,0.240795969053321,0.478879552003731,0,0.240795969053321,0,0,0,0,0
0,0,0,0.240795969053321,0.478879552003731,0,0.320935467872795,0,0,0,0,0
0,0.596499557854956,0,0,0,0,0,0,0.596499557854956,0,0,0
0.752959470898949,0,0,0.390315928285451,0,0,0,0,0.752959470898949,0,0,0
0.752959470898949,0,0,0.390315928285451,0,0,0,0,0.752959470898949,0,0,0
0.752959470898949,0,0,0.390315928285451,0,0,0,0,0.752959470898949,0,0,0
0,0,0,0,0.596499557854956,0,0,0,0.478879552003731,0,0,0
0.752959470898949,0,0,0,0.478879552003731,0,0,0,0.478879552003731,0,0,0
0.752959470898949,0.055884347390488,0,0,0.478879552003731,0,0,0,0.478879552003731,0,0,0
0,0,0.478879552003731,0,0.148676613777181,0,0,0,0.596499557854956,0,0,0
0,0,0,0.240795969053321,0.390315928285451,0,0,0,0.752959470898949,0,0,0
0.752959470898949,0,0,0.055884347390488,0.390315928285451,0,0,0,0.596499557854956,0,0,0
0,0,0,0.240795969053321,0.390315928285451,0,0,0,0.752959470898949,0,0,0
0,0,0,0,0,0.055884347390488,0,0,0.148676613777181,0,0,0
0,0.596499557854956,0,0,0,0,0,0,0.596499557854956,0,0,0
0.752959470898949,0,0.390315928285451,0,0,0,0,0,0.596499557854956,0,0,0
0.752959470898949,0,0,0.390315928285451,0,0,0,0,0.752959470898949,0,0,0
0.752959470898949,0,0,0.390315928285451,0,0,0,0,0.752959470898949,0,0,0
0,0,0.478879552003731,0,0.148676613777181,0,0,0,0.596499557854956,0,0,0
0.752959470898949,0,0,0.055884347390488,0.390315928285451,0,0,0,0.596499557854956,0,0,0
0,0,0,0.240795969053321,0.390315928285451,0,0,0,0.752959470898949,0,0,0
0.390315928285451,0,0,0,0,0,0.240795969053321,0,0.240795969053321,0,0,0
0.596499557854956,0.390315928285451,0,0,0,0,0.055884347390488,0,0.478879552003731,0,0,0
0,0,0.320935467872795,0,0,0,0.320935467872795,0,0.478879552003731,0,0,0
0.752959470898949,0,0,0.320935467872795,0,0,0.148676613777181,0,0.752959470898949,0,0,0
