"BH.action","CA.action","BU.action","PC.action","BO.action","BV.action","BT.action","EL.action","FP.action","CH.action","DP.action","ER.action"
0.348076088614262,0,0,0,0,0,0,0,0,0,0,0
0,0.00782758100451071,0,0,0,0,0,0,0,0,0,0
0,0,0.11172975035848,0,0,0,0,0,0,0,0,0
0,0,0,0.10872406626958,0,0,0,0,0,0,0,0
0,0,0,0,0.348076088614262,0,0,0,0,0,0,0
0,0,0,0,0,0.00782758100451071,0,0,0,0,0,0
0,0,0,0,0,0,0.11172975035848,0,0,0,0,0
0,0,0,0,0,0,0,0.10872406626958,0,0,0,0
0.236800527508781,0.23724783686255,0,0.236800527508781,0.23724783686255,0.348076088614262,0.236800527508781,0.23724783686255,0,0,0,0
0,0,0,0,0,0,0,0,0.0324487527430561,0,0,0
0.00659795800423812,0.11172975035848,0,0,0,0,0,0.11172975035848,0.0288216389381524,0,0,0
0,0,0,0,0,0,0,0,0,0.011938032813254,0,0
0.348076088614262,0.236800527508781,0,0,0.236800527508781,0,0.348076088614262,0.236800527508781,0,0.348076088614262,0,0
0,0,0,0,0,0,0,0,0,0,0.00782758100451071,0
0.0288216389381524,0,0,0.0288216389381524,0.00659795800423812,0,0,0,0,0,0.00659795800423812,0
0.10872406626958,0,0,0,0,0,0.10872406626958,0,0.00578629836457919,0,0.011938032813254,0
0.23724783686255,0,0.236800527508781,0,0,0,0.23724783686255,0,0.236800527508781,0,0.348076088614262,0
0,0,0,0.00928829915560919,0.0324487527430561,0,0,0,0,0.00928829915560919,0.0324487527430561,0
0.11172975035848,0.0288216389381524,0.00659795800423812,0.11172975035848,0.0288216389381524,0.00659795800423812,0.11172975035848,0.0288216389381524,0.00659795800423812,0.11172975035848,0.0288216389381524,0
0,0,0,0,0,0,0,0,0,0,0,0.011938032813254
0.236800527508781,0.23724783686255,0.348076088614262,0.236800527508781,0.23724783686255,0.348076088614262,0.236800527508781,0.23724783686255,0.348076088614262,0.236800527508781,0,0.348076088614262
0.00782758100451071,0.00928829915560919,0.0324487527430561,0.00782758100451071,0.00928829915560919,0.0324487527430561,0.00782758100451071,0.00928829915560919,0.0324487527430561,0,0.00928829915560919,0.0324487527430561
0.00659795800423812,0.11172975035848,0.0288216389381524,0.00659795800423812,0,0,0.00659795800423812,0.11172975035848,0,0.00659795800423812,0.11172975035848,0.0288216389381524
0.011938032813254,0.00578629836457919,0.10872406626958,0.011938032813254,0.00578629836457919,0.10872406626958,0.011938032813254,0.00578629836457919,0,0.011938032813254,0.00578629836457919,0.10872406626958
0.348076088614262,0.236800527508781,0.23724783686255,0.348076088614262,0.236800527508781,0.23724783686255,0.348076088614262,0,0.23724783686255,0.348076088614262,0.236800527508781,0.23724783686255
0.0324487527430561,0.00782758100451071,0.00928829915560919,0.0324487527430561,0.00782758100451071,0.00928829915560919,0,0.00782758100451071,0.00928829915560919,0.0324487527430561,0.00782758100451071,0.00928829915560919
0.0288216389381524,0.00659795800423812,0.11172975035848,0.0288216389381524,0.00659795800423812,0,0.0288216389381524,0.00659795800423812,0.11172975035848,0.0288216389381524,0.00659795800423812,0.11172975035848
0.10872406626958,0.011938032813254,0.00578629836457919,0.10872406626958,0,0.00578629836457919,0.10872406626958,0.011938032813254,0.00578629836457919,0.10872406626958,0.011938032813254,0.00578629836457919
0.23724783686255,0.348076088614262,0.236800527508781,0,0.348076088614262,0.236800527508781,0.23724783686255,0.348076088614262,0.236800527508781,0.23724783686255,0.348076088614262,0.236800527508781
0.00928829915560919,0.0324487527430561,0,0.00928829915560919,0.0324487527430561,0.00782758100451071,0.00928829915560919,0.0324487527430561,0.00782758100451071,0.00928829915560919,0.0324487527430561,0.00782758100451071
0.11172975035848,0,0.00659795800423812,0.11172975035848,0.0288216389381524,0.00659795800423812,0.11172975035848,0.0288216389381524,0.00659795800423812,0.11172975035848,0.0288216389381524,0.00659795800423812
0,0.10872406626958,0.011938032813254,0.00578629836457919,0.10872406626958,0.011938032813254,0.00578629836457919,0.10872406626958,0.011938032813254,0.00578629836457919,0.10872406626958,0.011938032813254
