"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
0,0,0.237979310564901,0.459690135576275,0,0,0,0,0,0,0,0
0,0,0,0,0.691268086575809,0,0,0,0,0,0,0
0,0,0,0.292575121134152,0.518390010234512,0.027241592171588,0.350734810706212,0,0,0,0,0
0,0,0.00289452342862052,0.301200442438618,0.38213444280805,0,0,0.00850335164959561,0.788189787924497,0,0,0
0.358007279696111,0,0.438439974654884,0,0.0866246971592505,0.143539092847764,0,0,0,0.00322598267358584,0,0
0,0,0.236109372168193,0.34830815941666,0.084295113495964,0.189324589062362,0,0,0,0.012687556673361,0,0
0,0,0,0.595619347164915,0,0,0.387166312205974,0.0399628700303941,0,0.0198350257774974,0,0
0.821220630902299,1.43235809398437e-06,0,0.377979812412357,0,0.012288439543947,0,0.00439819679218432,0.711932738211684,0.0037109221344036,0,0
0,0,0,0.560889527711676,0,0.116614502426068,0.395829445249781,0,0,0,0.0116980812547067,0
0.297024589612604,0,0,0.688432438908503,0,0.0541690397226382,0.331508214796781,0.00815299353854756,0,0,0.00169468985071874,0
0.725065552706075,3.47427912878059e-07,0.117648294568658,0,0.374722462610464,0,0,0,0.526614670799,0,0,0
0.322386188493634,0,0,0.577620402892463,0,0,0,0,0,0.0362179023603253,0.24177081872465,0
0,0,0,0,0,0.190543518407569,0.392681115445854,0.0173836702776005,0,0.0142623849244038,0.00361365206733249,0
0.985931542554933,0,0,0.798408237573177,0,0,0,0,0.773926573370524,0.0876970787106375,0.762423702215436,0
0,0,0,0,0,0.126044540479817,0,0.169456687969583,0.135725188350164,0.122628886265462,0.035226294629081,0
0,0,0.31326430619387,0.287739669056166,0,0.1412512421127,0,0,0,0,0,0.178289427918303
0.37636662148324,0,0,0,0,0.216241904009944,0,0,0,0,0,0.0191248800408149
0,0,0,0.299898168951431,0.463520967767776,0,0.342750850231882,0.0020858160684985,0,0,0,0
0,2.62876480626083e-06,0.344052129420612,0,0,0,0.334011506766446,0,0.488059112049177,0,0,0.0452509413019476
0,0,0,0,0.676552601679262,0,0.327325145263876,0,0.528790404710606,0,0,0.0132388538691177
0.732362387718714,0,0,0.10685536895218,0.621221303325005,0,0.152640259009516,0,0.555526977907112,0,0,0.0516878236054447
0,0,0,0,0,0,0,0,0,0,0,0.40774154464659
0,1.55476507662966e-06,0.40439229716902,0,0,0,0.337456163211822,0.033493413790024,0,0.0194009290949375,0,0.00763339715028965
0.324262307143394,0,0,0.25367274258718,0.368684931016997,0,0,0,0,0,0.0494135330248422,0.221796270280538
0,0.187808215473617,0,0,0.429780392842841,6.96512717279774e-07,0,0,0,0,0,0.382014921228654
0,0,0,0,0.711330653966687,0,0.324739017759242,0,0,0,0,0.0106612971350548
0.37313081602712,0,0,0.380229460717621,0.932645368128018,0,0.289220977685843,0,0,0.059032788794216,0.534686396422113,0.117573463049428
0,0,0.419450192545146,0,0.146475159015526,0.124712751364601,0,0.0168368497358222,0,0.0124490251202725,0.00349995865964398,0.178501656106554
0,0,0,0.62299525514851,0,0,0.374160848322211,0,0,0.000265239477912724,0,0
0.782143267765961,0,0,0.332328415587895,0,0.0619112375019529,0,0,0.681961033893899,0,0,0.0395015203972516
0,0.00741235830346026,0,0,0.636751531871781,0,0.334215365411287,0.00991173142811977,0.505593721560227,0.0145380017710802,0.00206061394861027,0
0.861624233624357,0,0,0.57110436566842,0,0,0.167473384345902,0.0201934374860196,0.77697169647575,0.0120663156646006,0.00419721260236682,0
