"BH.action.outcome","CA.action.outcome","BU.action.outcome","PC.action.outcome","BO.action.outcome","BV.action.outcome","BT.action.outcome","EL.action.outcome","FP.action.outcome","CH.action.outcome","DP.action.outcome","ER.action.outcome"
0.734143814999833,0.373583902029163,0.0363839082563997,0.76440037957545,0.0435974807073516,0.0605717179231832,0.118183009224793,0.122872884851916,0.0859185834517541,0.296531235098687,0.0661610938971856,0.0824855924906071
0.144087818185521,0.339119694310079,0.795983567384707,0.0196081173941994,0.123902752643516,0.548075466573328,0.162825917980319,0.2434926700165,0.0968768485565941,0.124130797915415,0.119251983930954,0.0880030973283465
0.0860005398186245,0.1808119711716,0.828290142069798,0.0126286107043467,0.193770435214096,0.566026504396022,0.140756789554853,0.26968669091002,0.0957720037100291,0.123428011687617,0.175702781973451,0.0677875916013948
0.142429416741719,0.143444222762117,0.186442556243056,0.00953204527480691,0.069603023810933,0.188608298250841,0.865667428139608,0.0619154363377083,0.18600638411186,0.188732208369326,0.0794797426892724,0.114815948600149
0.586525126006669,0.804177695309855,0.107972234285608,0.0300997270756381,0.0420615146995329,0.145594478295427,0.56317657891348,0.0680233839630966,0.164664290696543,0.169221557165885,0.0431736334933475,0.121896559600021
0.108742684759136,0.146226446173941,0.264305312457467,0.00470114098370118,0.830762662566094,0.194837683955667,0.802950045829822,0.0764683136991976,0.170206625242552,0.152451705634555,0.0790877753454031,0.0977398323191856
0.582508803065029,0.194292312702863,0.13538729409459,0.0245753379548893,0.0784674219128689,0.332314648284564,0.745987679227853,0.0758653749346772,0.151658631808465,0.182172298206264,0.062704720424898,0.105948239057935
0.109612623867618,0.113464058070249,0.143239689728374,0.007431036847022,0.0948804568976149,0.139018786679021,0.0325789953563719,0.867899222083796,0.0679998690572072,0.161463910018015,0.146443210641444,0.0657488435555433
0.610175872903485,0.881709723357233,0.0812671283682759,0.0321190402638312,0.0660960784112774,0.0900658904588983,0.0802415683001396,0.507822092682043,0.08030571040295,0.132587427897075,0.0782662117857109,0.0977108303614617
0.0774508917722126,0.147191450545274,0.828061157674322,0.00370102454567653,0.10562691482775,0.150168332793982,0.0286324926470561,0.860972287427979,0.0611823874884667,0.148348567536513,0.127976296917097,0.0627937005767145
0.142029815076501,0.284019636930761,0.811793021518765,0.0104556711918026,0.0756301547493099,0.134676512144165,0.0629153276446387,0.785101346770183,0.0636569917243963,0.133512505013262,0.0863671099698601,0.0756616305227288
0.112683973655289,0.103038206889832,0.147557432713119,0.00655795815876019,0.803632541183934,0.132723701944735,0.0307271348200106,0.807845516050767,0.066582828096835,0.150829489602513,0.146339864699769,0.0595770521726635
0.641224303401072,0.160951797012446,0.0953114256785571,0.0244749923401031,0.74016556679021,0.0994265786474029,0.0448427028001381,0.577248763819292,0.0793243029646664,0.147849868868267,0.122712964598375,0.0714250504660822
0.0982463723842298,0.12578318820467,0.147665911788991,0.00588079175445156,0.110676926051663,0.531230311621119,0.0391648783381916,0.833682795568213,0.0555169138258416,0.149370231139143,0.151314558814701,0.0548880092043473
1.00421257338616,0.729942187093167,0.0716146882336185,0.0429183617760783,0.0778173913620647,0.0735936040758687,0.189878533666596,0.171759336573019,0.700087087223298,0.113519558630234,0.104024723898093,0.135374756897812
1.01854961169766,0.179931801263343,0.104021539316722,0.0352592656900658,0.665019232168856,0.0831255107732932,0.15751124678359,0.198903241981673,0.70736652001002,0.120522053369208,0.168225765385728,0.108456166716997
0.173312290851492,0.708285567070909,0.156919830657022,0.0104163482229727,0.0470410510989947,0.129475299290351,0.696873967739271,0.0545180739442409,0.750152873575415,0.14118039995411,0.0482733285169659,0.134749561055848
0.103953128178971,0.154944424157737,0.582028598799237,0.00372086197953877,0.0848857477822474,0.168904020981137,0.825744840256893,0.0641431247636252,0.736336959921257,0.135761565508972,0.0680039980906433,0.126853791468344
0.0780731038295302,0.140788042426689,0.739349622220268,0.00317499171439892,0.100503245992757,0.126177391043756,0.068212440910282,0.611052360385719,0.797535362807378,0.127327114135664,0.122613619780689,0.0788819994580904
0.268075328205162,0.180405244806834,0.0744098133411588,0.829437313523453,0.0490593412749166,0.0942758068658226,0.104572598885547,0.168743715895688,0.051519254207901,0.672423895021629,0.121774976968606,0.0669435150458016
0.684671337340299,0.231114354990129,0.0292135791011452,0.782065690936687,0.0468645808757406,0.0651468791945647,0.0948162299560933,0.126259242776565,0.0593084052650724,0.5162545238294,0.104368420945004,0.0687534848420653
