"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
0.269028136465325,0,0,0,0,0,0,0,0,0,0,0
0,0.612120131240261,0,0,0,0,0,0,0,0,0,0
0,0,0.608173313774483,0,0,0,0,0,0,0,0,0
0,0,0,0.663448109045005,0,0,0,0,0,0,0,0
0,0.0604651785883208,0,0.663448108995521,0,0,0,0,0,0,0,0
0,0,0,0,0.690187660955074,0,0,0,0,0,0,0
0,0,0,0,0,0.648783213326361,0,0,0,0,0,0
0,0,0.541548086006585,0,0,0.212190179016835,0,0,0,0,0,0
0,0,0,0.568945456663375,0,0.318287695823964,0,0,0,0,0,0
0,0,0,0,0,0,0.34552706558373,0,0,0,0,0
0.349704043655648,2.63906464056036e-06,0.0897193831743131,0,0.53850801491709,0,0.239233733534013,0,0,0,0,0
0.36618620588609,1.1705901494264e-05,0,0.280607240429939,0.648526397481025,0,0.262700606791202,0,0,0,0,0
0,0,0,0,0,0.373878987260072,0.425686326918517,0,0,0,0,0
0,0,0,0.627336979899939,0,0.0818718199641852,0.395266169392873,0,0,0,0,0
0,0,0,0,0.697792598988807,0.0517818297957074,0.334173776028591,0,0,0,0,0
0,0,0,0,0,0,0,0.82783463520116,0,0,0,0
0.269031985904608,0,0,0.552844570989591,0,0,0,0.205166479355325,0,0,0,0
0,0.0321931589388304,0,0.620418722126799,0,0,0,0.214880071486092,0,0,0,0
0,0.274100377573524,0,0,0.471301890795665,0,0,0.129962981275396,0,0,0,0
0,0.00348952832866992,0,0.381755765752391,0.364063032526992,0,0,0.201353145581908,0,0,0,0
0,0,0,0.61701689891372,0,0,0.374864132185128,0.0188913170255354,0,0,0,0
0,0,0,0,0.709836351232193,0,0.322684233208117,0.0677285251795969,0,0,0,0
0,0,0,0.311605645655765,0.455629464122743,0,0.344920509797857,0,0,0,0,0
0.354096095167734,0,0,0.147482092328993,0.567824181350696,0,0.271581373394694,0.00694742807243975,0,0,0,0
0,1.87521574565677e-05,0,0.337213366881813,0.739595040142582,0,0.353247629342559,0.051993014659983,0,0,0,0
0,0.53052467034289,0,0,0,0.0981672151288309,0.181658217939278,0,0,0,0,0
0.308709573762909,0,0,0.510593239409864,0,0.0799426718799833,0.320450659214338,0,0,0,0,0
0.308824816963331,0,0,0.560752079292979,0,0.0801750831576987,0.317532478455948,0,0,0,0,0
0,0,0.119460426785051,0,0.569660560484873,0.0300765127795904,0.326546825949655,0.000582772011095356,0,0,0,0
0.367283640422857,0,0,0.268203105779917,0.602341760350107,0.0161503601883082,0.264069614960586,0,0,0,0,0
0,0,0,0,0,0,0,0,0.164673597643808,0,0,0
0,0.52490527116526,0,0,0,0.0989964043462737,0,0,0.52414106352218,0,0,0
0.728520229649251,0,0,0,0.500408221740342,0.0470180240333193,0,0,0.475633611413779,0,0,0
0.726442595762747,0.0826274056827853,0,0,0.446911137211218,0,0,0,0.515321263496168,0,0,0
0.775528809969208,0,0,0.10763011988762,0.410610399884501,0.0028574362812819,0,0,0.584119869196994,0,0,0
0.774485395314738,0,0.0375623163516797,0.104958947405263,0.369255121873814,0,0,0,0.599709248085388,0,0,0
0,0,0,0,0,0,0.345527065041021,0,0.168055577046755,0,0,0
0.78526217348204,0,0,0.346639514931424,0,0,0.162993304159729,0,0.711435173892671,0,0,0
0.754720225240784,0,0,0.10293485665776,0.578786014188985,0,0.140919295890476,0,0.577489000134462,0,0,0
0.689194046958174,2.36208342334703e-06,0.365001139987758,0,0,0,0,0,0.553303543713722,0,0,0
0,0,0.215329587606901,0.218925155777004,0.205255013609021,0,0,0.0688933265502513,0.782350354279909,0,0,0
0,0.524970775834631,0,0,0,0.0991378453712494,0,0,0.524136482262456,0,0,0
0.654788609224894,0.395335935664521,0,0,0,0.0336729518434159,0,0,0.485986253918839,0,0,0
0,0,0.400404496894693,0,0.163333766188645,0.109113205156257,0,0.0292207609179713,0.60645448127642,0,0,0
0.713181520365591,0,0,0,0.53990408089815,0,0.146225773673625,0,0.51303521322999,0,0,0
0,0,0,0,0,0,0,0,0,0.239644660618622,0,0
0.335033600582696,0.512271389169839,0,0,0,0,0,0,0,0.0448023826130877,0,0
0,0,0,0,0.68779315829113,0,0,0,0,0.119476317818946,0,0
0,0.014680746006892,0,0.463690861025909,0.291184696435986,0,0,0,0,0.0962783928321824,0,0
0,0,0.182867614077764,0.45982486806161,0,0.147108488510967,0,0,0,0.0484559404914656,0,0
0,0,0,0.426927977357003,0.307263715234123,0.0921315819507877,0,0,0,0.078294284889665,0,0
0,0,0,0.59773070313206,0,0,0.379236136412821,0,0,0.0090591274262605,0,0
0.326831567468141,5.13731754215625e-06,0.116991179206834,0,0.512284225346959,0,0.234350112830547,0,0,0,0,0
0,1.94722291903383e-06,0.443739276010552,0,0,0.204267141883328,0.314723112198299,0,0,0,0,0
0.376535945483928,1.69907954482581e-05,0.0952873183956919,0.437709242503549,0,0.147875093645505,0,0.00667915092799021,0,0.0231498310532757,0,0
0.411945347268342,0,0,0.310012059174162,0.326600759011543,0.0899297052405109,0,0.00708905701267282,0,0.0334963768630214,0,0
0.383302471630741,0,0.109405333132328,0.289192075914572,0.216761768578517,0.127985034148644,0,0,0,0.0124021490000585,0,0
0.413944456651577,0,0,0,0,0,0.31978615949234,0.252794869608076,0,0.0983609879220199,0,0
0,0,0,0.600583962286923,0,0,0.378316988311597,0,0,0.00765215743573272,0,0
0.364977828019626,0,0,0,0.63510190813016,0,0.238209186639734,0.0301730604118011,0,0.000544437702576811,0,0
0,0,0,0.292968213503359,0.45034779858415,0.0721440788817291,0.342158149653905,0,0,0,0,0
