"BH.action","CA.action","BU.action","PC.action","BO.action","BV.action","BT.action","EL.action","FP.action","CH.action","DP.action","ER.action"
0.587967496239362,0.485194133460122,0.386171536645681,0.587967496239362,0.485194133460122,0.386171536645681,0.587967496239362,0.485194133460122,0.386171536645681,0,0.485194133460122,0
0,0.00432198001826605,0.00282709290505021,0,0.00432198001826605,0.00282709290505021,0,0.00432198001826605,0,0,0.00432198001826605,0
1.31108069062915e-10,0,0.166024164366898,1.31108069062915e-10,0,0.166024164366898,1.31108069062915e-10,0,0.166024164366898,1.31108069062915e-10,0,0
0.156440692433099,0,0,0.156440692433099,0,0,0.156440692433099,0,0,0.156440692433099,0,0
0.386171536645681,0.587967496239362,0.485194133460122,0.386171536645681,0.587967496239362,0.485194133460122,0.386171536645681,0.587967496239362,0,0.386171536645681,0,0.485194133460122
0.00282709290505021,0,0.00432198001826605,0.00282709290505021,0,0.00432198001826605,0,0,0.00432198001826605,0.00282709290505021,0,0.00432198001826605
0.166024164366898,1.31108069062915e-10,0,0.166024164366898,1.31108069062915e-10,0,0.166024164366898,1.31108069062915e-10,0,0.166024164366898,0,0
0,0.156440692433099,0,0,0.156440692433099,0,0,0.156440692433099,0,0,0,0
0.485194133460122,0.386171536645681,0.587967496239362,0.485194133460122,0.386171536645681,0.587967496239362,0.485194133460122,0,0.587967496239362,0,0.386171536645681,0.587967496239362
0.00432198001826605,0.00282709290505021,0,0.00432198001826605,0,0,0.00432198001826605,0.00282709290505021,0,0,0.00282709290505021,0
0,0.166024164366898,0,0,0.166024164366898,1.31108069062915e-10,0,0.166024164366898,1.31108069062915e-10,0,0.166024164366898,1.31108069062915e-10
0,0,0.156440692433099,0,0,0.156440692433099,0,0,0.156440692433099,0,0,0.156440692433099
0.587967496239362,0.485194133460122,0.386171536645681,0.587967496239362,0.485194133460122,0.386171536645681,0.587967496239362,0,0,0.587967496239362,0.485194133460122,0.386171536645681
0,0.00432198001826605,0.00282709290505021,0,0.00432198001826605,0,0,0.00432198001826605,0,0,0.00432198001826605,0.00282709290505021
1.31108069062915e-10,0,0.166024164366898,1.31108069062915e-10,0,0.166024164366898,1.31108069062915e-10,0,0,1.31108069062915e-10,0,0.166024164366898
0.156440692433099,0,0,0.156440692433099,0,0,0.156440692433099,0,0,0.156440692433099,0,0
0.386171536645681,0.587967496239362,0.485194133460122,0.386171536645681,0.587967496239362,0.485194133460122,0,0,0.485194133460122,0.386171536645681,0.587967496239362,0.485194133460122
0.00282709290505021,0,0.00432198001826605,0.00282709290505021,0,0.00432198001826605,0.00282709290505021,0,0.00432198001826605,0.00282709290505021,0,0.00432198001826605
0.166024164366898,1.31108069062915e-10,0,0,1.31108069062915e-10,0,0.166024164366898,0,0,0.166024164366898,1.31108069062915e-10,0
0,0,0,0,0.156440692433099,0,0,0,0,0,0.156440692433099,0
0,0.386171536645681,0.587967496239362,0.485194133460122,0.386171536645681,0.587967496239362,0.485194133460122,0,0.587967496239362,0.485194133460122,0.386171536645681,0.587967496239362
0.00432198001826605,0.00282709290505021,0,0.00432198001826605,0.00282709290505021,0,0.00432198001826605,0,0,0.00432198001826605,0.00282709290505021,0
0,0.166024164366898,1.31108069062915e-10,0,0.166024164366898,0,0,0.166024164366898,1.31108069062915e-10,0,0.166024164366898,1.31108069062915e-10
0,0,0,0,0,0.156440692433099,0,0,0.156440692433099,0,0,0.156440692433099
0.587967496239362,0,0.386171536645681,0.587967496239362,0.485194133460122,0.386171536645681,0,0.485194133460122,0.386171536645681,0.587967496239362,0.485194133460122,0.386171536645681
0,0.00432198001826605,0.00282709290505021,0,0.00432198001826605,0.00282709290505021,0,0.00432198001826605,0.00282709290505021,0,0.00432198001826605,0.00282709290505021
1.31108069062915e-10,0,0.166024164366898,1.31108069062915e-10,0,0,1.31108069062915e-10,0,0.166024164366898,1.31108069062915e-10,0,0.166024164366898
0.156440692433099,0,0,0.156440692433099,0,0,0.156440692433099,0,0,0.156440692433099,0,0
0.386171536645681,0.587967496239362,0.485194133460122,0.386171536645681,0,0.485194133460122,0.386171536645681,0.587967496239362,0.485194133460122,0.386171536645681,0.587967496239362,0.485194133460122
0.00282709290505021,0,0,0.00282709290505021,0,0.00432198001826605,0.00282709290505021,0,0.00432198001826605,0.00282709290505021,0,0.00432198001826605
0,1.31108069062915e-10,0,0.166024164366898,1.31108069062915e-10,0,0.166024164366898,1.31108069062915e-10,0,0.166024164366898,1.31108069062915e-10,0
0,0.156440692433099,0,0,0.156440692433099,0,0,0.156440692433099,0,0,0.156440692433099,0
