"BH.action","CA.action","BU.action","PC.action","BO.action","BV.action","BT.action","EL.action","FP.action","CH.action","DP.action","ER.action"
0.262221991559485,0,0,0,0,0,0,0,0,0,0,0
0,0.0272736249410226,0,0,0,0,0,0,0,0,0,0
0,0,0.00183721558025649,0,0,0,0,0,0,0,0,0
0.149921622753292,0.008815472046457,0.0236202010171704,0,0,0,0,0,0,0,0,0
0,0,0,0.264253255584698,0,0,0,0,0,0,0,0
0.0272736249410226,0,0,0.0272736249410226,0,0,0,0,0,0,0,0
0,0,0.0798090521710999,0.136299699502279,0,0,0,0,0,0,0,0
0,0,0,0,0.0236202010171704,0,0,0,0,0,0,0
0.250880367154798,0,0.264253255584698,0,0.262221991559485,0,0,0,0,0,0,0
0,0,0,0,0,0.0272736249410226,0,0,0,0,0,0
0,0,0.136299699502279,0,0,0.136299699502279,0,0,0,0,0,0
0,0,0,0.0236202010171704,0,0.008815472046457,0,0,0,0,0,0
0,0,0.250880367154798,0.262221991559485,0.264253255584698,0.250880367154798,0,0,0,0,0,0
0.0382880235807396,0.0272736249410226,0.00707766224943741,0.0382880235807396,0.0272736249410226,0.00707766224943741,0,0,0,0,0,0
0,0,0,0,0,0,0.0798090521710999,0,0,0,0,0
0.149921622753292,0.008815472046457,0,0.149921622753292,0,0,0.149921622753292,0,0,0,0,0
0.264253255584698,0.250880367154798,0.262221991559485,0.264253255584698,0,0,0.264253255584698,0,0,0,0,0
0,0.00707766224943741,0,0.0272736249410226,0.00707766224943741,0,0.0272736249410226,0,0,0,0,0
0,0.00183721558025649,0,0,0,0.0798090521710999,0.136299699502279,0,0,0,0,0
0,0.0236202010171704,0.149921622753292,0,0,0.149921622753292,0.008815472046457,0,0,0,0,0
0.250880367154798,0,0,0.250880367154798,0,0.264253255584698,0.250880367154798,0,0,0,0,0
0,0.0382880235807396,0.0272736249410226,0.00707766224943741,0,0.0272736249410226,0.00707766224943741,0,0,0,0,0
0,0,0,0,0,0,0,0.0798090521710999,0,0,0,0
0,0.149921622753292,0,0,0.149921622753292,0,0,0.149921622753292,0,0,0,0
0,0,0.250880367154798,0.262221991559485,0.264253255584698,0,0,0.264253255584698,0,0,0,0
