"BH.outcome","CA.outcome","BU.outcome","PC.outcome","BO.outcome","BV.outcome","BT.outcome","EL.outcome","FP.outcome","CH.outcome","DP.outcome","ER.outcome"
0.761738871979855,0,0.0606356812287195,0,0.543032784936628,0,0,0,0.441764104232887,0,0,0
0.761738871979855,0,0,0.0606356812287195,0.441764104232887,0,0,0,0.543032784936628,0,0,0
0,0,0.652019256625423,0,0,0,0,0,0,0,0,0
0,0,0.543032784936628,0,0.0606356812287195,0.294414927743857,0,0.194208961173544,0,0,0,0
0.35489954979062,0,0,0,0.652019256625423,0,0.194208961173544,0,0,0,0,0
0,0,0,0.294414927743857,0.441764104232887,0,0,0,0.761738871979855,0.194208961173544,0,0
0,0,0,0.294414927743857,0.441764104232887,0,0,0,0.761738871979855,0.194208961173544,0,0
0.761738871979855,0,0,0.35489954979062,0,0,0.194208961173544,0,0.652019256625423,0,0,0
0,0,0,0.294414927743857,0.35489954979062,0,0,0,0.761738871979855,0,0,0
0,0,0,0,0.652019256625423,0,0.35489954979062,0,0.543032784936628,0,0,0
0.294414927743857,0,0,0.652019256625423,0,0,0,0,0,0.0606356812287195,0,0
0.294414927743857,0,0,0.35489954979062,0.35489954979062,0,0,0,0,0,0,0
0,0,0,0.294414927743857,0.441764104232887,0,0.35489954979062,0,0,0.0606356812287195,0,0
0,0,0.543032784936628,0,0,0,0,0,0.652019256625423,0,0,0
0.761738871979855,0,0,0.35489954979062,0,0,0,0,0.652019256625423,0,0,0
0.761738871979855,0,0,0.0606356812287195,0.441764104232887,0,0,0,0.543032784936628,0,0,0
0.761738871979855,0,0,0.0606356812287195,0.441764104232887,0,0,0,0.543032784936628,0,0,0
0,0,0,0.294414927743857,0.441764104232887,0,0,0,0.761738871979855,0,0,0
0,0,0,0,0.652019256625423,0,0.35489954979062,0,0.543032784936628,0,0,0
0.761738871979855,0.0606356812287195,0,0,0.543032784936628,0,0,0,0.441764104232887,0,0,0
0,0,0.543032784936628,0,0,0,0,0,0.652019256625423,0,0,0
0.294414927743857,0,0.441764104232887,0,0,0,0.194208961173544,0,0,0,0,0
0.294414927743857,0,0,0.543032784936628,0,0,0.294414927743857,0,0,0,0,0
0.294414927743857,0,0,0.543032784936628,0,0.0606356812287195,0.294414927743857,0,0,0,0,0
0,0,0,0.543032784936628,0,0.294414927743857,0,0.194208961173544,0,0.194208961173544,0,0
0.35489954979062,0,0,0.194208961173544,0.441764104232887,0,0.194208961173544,0,0,0,0,0
0.441764104232887,0,0,0,0,0,0,0,0.194208961173544,0,0.0606356812287195,0
0.761738871979855,0,0,0.0606356812287195,0.441764104232887,0,0.194208961173544,0,0.543032784936628,0,0,0
0.761738871979855,0,0,0.35489954979062,0,0,0.194208961173544,0,0.652019256625423,0,0,0
0.652019256625423,0.35489954979062,0,0,0,0,0.0606356812287195,0,0.441764104232887,0,0,0
0.761738871979855,0,0,0.35489954979062,0,0,0.194208961173544,0,0.652019256625423,0,0,0
0,0,0,0,0.652019256625423,0,0.35489954979062,0,0.543032784936628,0.0606356812287195,0,0
