"BH.outcome","CA.outcome","BU.outcome","PC.outcome","BO.outcome","BV.outcome","BT.outcome","EL.outcome","FP.outcome","CH.outcome","DP.outcome","ER.outcome"
0.269028295678878,0.572276101072189,0,0,0,0,0,0,0,0,0,0
0.269028295678878,0,0.578778106578229,0,0,0,0,0,0,0,0,0
0.269028295678878,0,0.578778106578229,0,0,0,0,0,0,0,0,0
0,0,0,0.663448432530669,0,0,0,0,0,0,0,0
0.269028295678878,0,0,0.593930103058899,0,0,0,0,0,0,0,0
0.269028295678878,0,0,0.593930103058899,0,0,0,0,0,0,0,0
0,0,0.272741820378685,0.429926415036968,0,0,0,0,0,0,0,0
0,0,0.272741820378685,0.429926415036968,0,0,0,0,0,0,0,0
0,0.308367146866054,0,0,0.452464634476249,0,0,0,0,0,0,0
0.340810413884507,0.188560170317196,0,0,0.479143011565845,0,0,0,0,0,0,0
0.269028304960306,0,0.578778061306843,0,5.82644168617363e-08,0,0,0,0,0,0,0
0,0,0,0.455610365981246,0.313484039386861,0,0,0,0,0,0,0
0,0,0.226770844057059,0.406333560902348,0.0949530061356998,0,0,0,0,0,0,0
0,0,0.569735395646641,0,0,0.297225572979494,0,0,0,0,0,0
0,0,0.569735395646641,0,0,0.297225572979494,0,0,0,0,0,0
0,0,0,0.575199040462471,0,0.297225572979494,0,0,0,0,0,0
0.269028295678878,0.505914116023143,0,0,0,0,0.104850507701819,0,0,0,0,0
0.269028295678878,0,0.39934624292425,0,0,0,0.25746300170132,0,0,0,0,0
0.269028295678878,0,0,0.541478805374551,0,0,0.305612987963595,0,0,0,0,0
0,0,0,0.293678802008277,0.468757436571411,0,0.343689391033626,0,0,0,0,0
0.269028295678878,0,0,0,0,0,0,3.12010774411973e-07,0,0,0,0
0.269028295678878,0,0.578778036442126,0,0,0,0,3.12010773669731e-07,0,0,0,0
0,0,0.240236933270376,0.4206785766097,0,0,0,0.185161547666534,0,0,0,0
0,0,0,0.395347314264763,0.357604326804912,0,0,0.154864316308989,0,0,0,0
0.352095290900259,0,0,0,0,0.167345307651027,0,0,0,0,0,0
0,0.483765192675532,0,0,0,0.306606495780453,0,0.185161547666534,0,0,0,0
0,0,0,0,0.688194252964562,0,0,0.126855819972209,0,0,0,0
0.269028295678878,0,0,0,0,0,0.281188172153535,0,0,0,0,0
0,0.55455272940841,0,0,0,0,0.152236279627915,0,0,0,0,0
0,0,0,0.599505650674256,0,0,0.372569325919157,0,0,0,0,0
0.681564758125195,0,0.353974870123195,0,0,0,0,0,0.543256421806114,0,0,0
0,0,0,0,0.654784114446456,0,0,0,0.513974030419344,0,0,0
0,0.17197533205187,0,0,0.516786150073072,0,0,0,0.564074661056393,0,0,0
0,0,0,0.296007405232136,0.388115804125127,0,0,0,0.781240012617164,0,0,0
0.416951067690222,0,0,0,0,0,0,0,0.19479489243204,0,0,0
0,0,0,0,0,0,0.345527057690986,0,0.168055572396927,0,0,0
0,0,0.342255473177365,0,0,0,0.325193651321926,0,0.486297951420366,0,0,0
0,0,0,0,0,0,0.345527057693922,0,0.168055572394421,0,0,0
0,0,0,0,0,0,0,0,0,0.12262888626525,0,0
0,0,0.659424285871844,0,0,0,0,0,0,0,0,0
0,0,0,0.654910096855906,0,0,0,0,0,0.12262888626525,0,0
0.362233577550044,0,0,0,0.622141844876495,0,0,0,0,0,0,0
0,0,0.659424285871842,0,0,0,0,0,0,0,0,0
0,0,0,0.444681000140462,0.317090451855879,0,0,0,0,0.12262888626525,0,0
0,0.535087633941554,0,0,0,0.297225572979494,0,0,0,0.12262888626525,0,0
0,0,0,0,0,0,0.34741518088368,0,0,0.00253484261061349,0,0
0.269028295678878,0,0,0,0,0,0.281188172153536,0,0,0,0,0
0,0.520984191115857,0,0,0,0,0.202982602815151,0,0,0.0524277405139891,0,0
0,0,0,0,0,0.18510043252359,0.385212354931779,0,0,1.16572000386074e-08,0,0
0,0,0,0,0,0,0,0.185161547666534,0,0.12262888626525,0,0
0,0,0.618601749885805,0,0,0,0,0.185161547666534,0,0,0,0
0,0,0,0.617831517967207,0,0,0,0.185161547666534,0,0.12262888626525,0,0
0,0,0,0,0,0.306606495780453,0,0.185161547666534,0,0.12262888626525,0,0
0.416951067690223,0,0,0,0,0,0,0,0.19479489243204,0,0,0
0,0.560324801798444,0,0,0,0,0,0,0.560808602707596,0.12262888626525,0,0
0,0,0.535934623446375,0,0,0,0,0,0.663317991239175,0,0,0
0,0,0,0,0.649992703495818,0,0,0,0.504462443617788,0.12262888626525,0,0
0,0,0,0,0,0,0,0.130713157049698,0.167118162679248,0.12262888626525,0,0
0,0,0,0,0,0,0,0,0,0,0.21113465613562,0
0.3024614200752,0.558213745013713,0,0,0,0,0,0,0,0,0.0317115602044795,0
0,0,0.659424285871842,0,0,0,0,0,0,0,0,0
