"AGHE.action","AGRE.action","AMME.action","ANAR.action","CEME.action","CLPU.action","ERBO.action","ERCI.action","EUPE.action","GECA.action","HECO.action","LACA.action","LOPU.action","LOWR.action","MEPO.action","NAAT.action","PLER.action","SACA.action","environment.initial","AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome","state_idx"
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,3293.4913799569,0,0,0,0,0,0,0.000252947448597995,0,0,0,0,0,0,0,0,0,0,6333
1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,6.79734295933239e-10,0,0,4321.13784766219,0,0,0.00072430303277071,0,0,29171.6408667829,0,0,0,0,0,0,0,16115
0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,2590.46533664612,0,0,0,0,72.2068055954643,0,0,0,0,0,0,0,0,0,0,21452
1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,3293.49138806519,0,0,0,0,0,0,0.00024807524175518,0,0,0,0,0,0,0,0,0,0,27533
1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,6.37905556017163e-10,0,0,4321.0559230141,0,0,0.000705455183649232,0,0,29172.4491355219,0,0,0,0,0,0,0,28091
1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29533
0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,5.38656985658163e-10,0,0,4320.84202666077,0,0,0,0,0,29174.5669273745,0,0,0,0,0,0,0,36670
0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,6321.04892360813,0,0,0.0844188351157906,0,0,0,0,0,409.71541721744,0,0,0,0,41916
1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.971119e-05,0,0,100.2439,0,0,0,0,0,21699.69,0,67227
1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98.69612,0,0,0,0,0,21699.69,0,83803
1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,99093
1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,9.584734e-10,0,0,4321.594,0,0,0,0,0,29167.15,0,0,0,0,0,0,0,144755
0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,4311.626,0,0,0.0001780482,0,0,29265.46,0,0,0,0,0,0,2.464598e-08,156924
1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,4146.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190727
0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,159.8742,0,0,0,0,0,21699.51,0,203820
0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,134.2129,0,0,0,0,0,21699.59,0,206462
0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9.602143e-05,0,0,0,0,0,0,0,0,21699.97,0,248060
0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,9.34995e-05,0,0,0,0,0,0,0,0,21699.97,0,258802
1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,140.929,0,0,0,0,0,21699.57,0,259363
1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,110.8861,0,0,0,0,0,21699.66,0,261157
