"AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome"
0,0,0,0,4804.397,0,0,0.00882030189862633,0,0,28296.56,0,0,0,0,0,0,0
0,4804.397,0,0,2096.4370125,0,0,0,0,0,0,0,0,0,0,0,0,0
2096.4370125,0,0,0,0,0,0,0.00882030189862633,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13625.943,0,0,68.1592831261811,0,0,0,0,0,2096.4370125,0,0,0,0
0,0,0,0,0,0,0,0,2096.4370125,0,0,0,0,0,4804.397,0,0,0
0,2096.4370125,0,0,2096.4370125,0,0,68.1592831261811,0,0,0,0,0,0,0,0,0,0
0,4.967605521315e-05,0,0,4804.397,0,0,0.00882030189862633,0,0,28296.56,0,0,0,0,0,0,0
2096.4370125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4804.397,0,0,0.00882030189862633,0,0,28296.56,0,0,0,0,0,0,0
2096.4370125,0,0,0,0,0,0,0.00882030189862633,0,0,0,0,0,0,0,0,0,0
0,4804.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4804.397,0,0,0.00882030189862633,0,0,28296.56,0,0,0,0,0,0,0
2096.4370125,0,0,0,0,0,0,0.00882030189862633,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4804.397,0,0,0.00882030189862633,0,0,28296.56,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.00882030189862633,0,0,68.1592831261811,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,68.1592831261811,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,4.967605521315e-05,0,0,68.1592831261811,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,0.00882030189862633,0,0,2096.4370125,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0.00882030189862633,0,0,2096.4370125,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,0,0,0,68.1592831261811,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0.00882030189862633,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,68.1592831261811,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,68.1592831261811,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,4.967605521315e-05,0,0,68.1592831261811,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,68.1592831261811,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,4.967605521315e-05,0,0,68.1592831261811,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0.00882030189862633,0,0,68.1592831261811,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,0,0,0,68.1592831261811,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,0,0,0,68.1592831261811,0,0,0,0,0,21699.8175,0
0,4804.397,0,0,0,0,0,68.1592831261811,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4804.397,0,0,0,0,0,28296.56,0,0,0,0,0,0,4.967605521315e-05
0,0,0,0,4804.397,0,0,0,0,0,28296.56,0,0,0,0,0,0,4.967605521315e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13625.943
0,0,0,0,0,0,0,0.00882030189862633,0,0,28296.56,0,0,0,0,0,0,2096.4370125
0,2096.4370125,0,0,2096.4370125,0,0,0.00882030189862633,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.00882030189862633,0,0,28296.56,0,0,0,0,0,0,2096.4370125
0,0,0,0,0,0,0,0.00882030189862633,0,0,28296.56,0,0,0,0,0,0,2096.4370125
0,4.967605521315e-05,0,0,4804.397,0,0,0,0,0,28296.56,0,0,0,0,0,0,0
0,2096.4370125,0,0,2096.4370125,0,0,0.00882030189862633,0,0,0,0,0,0,0,0,0,0
0,4.967605521315e-05,0,0,4804.397,0,0,0.00882030189862633,0,0,28296.56,0,0,0,0,0,0,0
0,2096.4370125,0,0,2096.4370125,0,0,0.00882030189862633,0,0,0,0,0,0,0,0,0,0
0,4804.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4804.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.967605521315e-05,0,0,4804.397,0,0,0,0,0,28296.56,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13625.943
0,4804.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2096.4370125,0,0,2096.4370125,0,0,0.00882030189862633,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.00882030189862633,0,0,28296.56,0,0,0,0,0,0,2096.4370125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,4.967605521315e-05,0,0,2096.4370125,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,4804.397,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,4.967605521315e-05,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,4.967605521315e-05,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,4.967605521315e-05,0,0,68.1592831261811,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,68.1592831261811,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,4.967605521315e-05,0,0,68.1592831261811,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,0,0,0,68.1592831261811,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,4.967605521315e-05,0,0,68.1592831261811,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0.00882030189862633,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,4.967605521315e-05,0,0,2096.4370125,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,0.00882030189862633,0,0,13625.943,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,4.967605521315e-05,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,4.967605521315e-05,0,0,2096.4370125,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,4.967605521315e-05,0,0,2096.4370125,0,0,0,0,0,13625.943,0
0,4804.397,0,0,0,0,0,68.1592831261811,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4.967605521315e-05,0,0,68.1592831261811,0,0,0,0,0,21699.8175,0
0,4804.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4.967605521315e-05,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,4.967605521315e-05,0,0,68.1592831261811,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,4.967605521315e-05,0,0,68.1592831261811,0,0,0,0,0,13625.943,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.8175,0
