"AGHE.action","AGRE.action","AMME.action","ANAR.action","CEME.action","CLPU.action","ERBO.action","ERCI.action","EUPE.action","GECA.action","HECO.action","LACA.action","LOPU.action","LOWR.action","MEPO.action","NAAT.action","PLER.action","SACA.action","environment.initial","AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome","state_idx"
0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4146.16985497915,0,0,0,0,0,0.0505835846384449,0,0,0,0,0,0,0,0,0,0,2542
0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,5.36758575452716e-10,0,0,4320.83758418904,0,0,0,0,0,29174.6107449422,0,0,0,0,0,0,0,3702
0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7206.00266662613,0,0,0,0,0,0,0,0,0,0,0,0,0,4188
0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4311.20120346041,0,0,0,0,0,29269.6496737348,0,0,0,0,0,0,0,5172
0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2658.52458326365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6732
1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,4056.57275573722,0,0,1218.64374071048,0,0,0.0153102917280414,0,0,0,0,0,0,0,0,0,0,7099
1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8973
0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6323.34862901409,0,0,0,0,0,0,0,0,408.699980371389,0,0,0,0,10264
0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,6323.32138893434,0,0,0,0,0,0,0,0,408.712505956047,0,0,0,0,10800
0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,6.56071146251598e-10,0,0,4321.09174814578,0,0,0.000899568676933907,0,0,29172.0935618909,0,0,0,0,0,0,0,11422
1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12565
0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6323.22005611707,0,0,0,0,0,0,0,0,408.759100955678,0,0,0,0,12624
0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,14902
1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,3293.49137891055,0,0,0,0,0,0,0.000253576194908846,0,0,0,0,0,0,0,0,0,0,15033
1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15177
1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,4056.57278039278,0,0,1218.64395459686,0,0,0.0150980812924162,0,0,0,0,0,0,0,0,0,0,18875
1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,19323
1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,5.46420196829368e-10,0,0,4320.85886476112,0,0,0.000699809212767706,0,0,29174.3928546542,0,0,0,0,0,0,0,22175
1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,5.73679086161462e-10,0,0,4320.92042870178,0,0,0.000700543771384475,0,0,29173.7856202372,0,0,0,0,0,0,0,23711
