"AGHE.action","AGRE.action","AMME.action","ANAR.action","CEME.action","CLPU.action","ERBO.action","ERCI.action","EUPE.action","GECA.action","HECO.action","LACA.action","LOPU.action","LOWR.action","MEPO.action","NAAT.action","PLER.action","SACA.action","environment.initial","AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome","state_idx"
1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4309.40620863084,0,0,0,0,0,29287.3510894312,0,0,0,0,0,0,0,1397
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19826.4684373015,0,0,0,0,0,0,0,0,0,0,2432
0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,4.94457548025363e-10,0,0,4320.73329634815,0,0,0.000910476563228129,0,0,29175.6289703542,0,0,0,0,0,0,0,3478
0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4146.17011554043,0,0,0,0,0,0.0492175218415281,0,0,0,0,0,0,0,0,0,0,4590
1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,4056.57280543877,0,0,1218.64417187024,0,0,0.0148825103978447,0,0,0,0,0,0,0,0,0,0,6591
0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,7205.93555844139,0,0,0.0587121648590009,0,0,0,0,0,0,0,0,0,0,7096
0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4146.17019173472,0,0,0,0,0,0.0488180527296847,0,0,0,0,0,0,0,0,0,0,8642
1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8775
1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10533
0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,10610
1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,10779
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,4056.57243263095,0,0,1218.640937771,0,0,0.0180912679876732,0,0,0,0,0,0,0,0,0,0,13302
1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,7.19701110161952e-10,0,0,4321.213354518,0,0,0,0,0,29170.9043861105,0,0,0,0,0,0,0,13687
1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4309.38570763486,0,0,0,0,0,29287.5532576812,0,0,0,0,0,0,0,14165
1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4309.41477045358,0,0,0.000150944799948219,0,0,29287.2649340457,0,0,0,0,0,0,0,14301
0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,6.71925416881013e-10,0,0,4321.12411494802,0,0,0,0,0,29171.7845904709,0,0,0,0,0,0,0,16246
1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4056.57279931634,0,0,1218.64411875831,0,0,0.0149352061578565,0,0,0,0,0,0,0,0,0,0,16535
0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4311.19144817584,0,0,0.000463563758403777,0,0,29269.7405830106,0,0,0,0,0,0,0,17652
1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4309.43479925372,0,0,0,0,0,29287.0691461222,0,0,0,0,0,0,0,18301
1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,5.20341231670668e-10,0,0,4320.79858111935,0,0,0,0,0,29174.9954449727,0,0,0,0,0,0,0,19995
0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,2590.58123362197,0,0,0,0,72.0837068897058,0,0,0,0,0,0,0,0,0,0,21444
1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,4309.4525998324,0,0,0.000152885495348272,0,0,29286.8918615029,0,0,0,0,0,0,0,26553
0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,6323.5704114792,0,0,0,0,0,0,0,0,408.597999743101,0,0,0,0,26932
0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,6320.69228332907,0,0,0.0862500325379395,0,0,0,0,0,409.878492053975,0,0,0,0,27384
0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,28758
0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5.8087469053555,0,0,0,0,0,3183.42511646623,0,0,0,0,29640
0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4311.06615747045,0,0,0,0,0,29270.9814544281,0,0,0,0,0,0,0,29968
0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,6320.93077371065,0,0,0.0804717905247185,0,0,0,0,0,409.771707209119,0,0,0,0,30876
1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31277
1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31545
1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,7.01846768932163e-10,0,0,4321.18062921735,0,0,0,0,0,29171.2271685523,0,0,0,0,0,0,0,32379
1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,4056.57276859753,0,0,1218.64385227339,0,0,0.0151996029910102,0,0,0,0,0,0,0,0,0,0,33759
0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,5.36237835334672e-10,0,0,4320.83478275883,0,0,0.000931485589187695,0,0,29174.6277373224,0,0,0,0,0,0,0,36062
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,606.289824509215,0,0,0,0.000541197914893046,0,0,0,0,0,37184
0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,4056.57231179463,0,0,1218.6398895184,0,0,0.0191313065502884,0,0,0,0,0,0,0,0,0,0,37278
1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,3293.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45601
0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3185.128,0,0,0,0,45888
1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,3293.491,0,0,0,0,0,0,0.0002511378,0,0,0,0,0,0,0,0,0,0,48005
0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,4311.067,0,0,0,0,0,29270.97,0,0,0,0,0,0,0,48752
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3293.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49173
0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,4056.572,0,0,1218.639,0,0,0.01981046,0,0,0,0,0,0,0,0,0,0,51890
1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,3293.491,0,0,0,0,0,0,0.0002495437,0,0,0,0,0,0,0,0,0,0,51965
1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,4146.173,0,0,0,0,0,0.03499762,0,0,0,0,0,0,0,0,0,0,52111
0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,4311.067,0,0,0,0,0,29270.97,0,0,0,0,0,0,0,58968
1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,4056.573,0,0,1218.645,0,0,0.01428553,0,0,0,0,0,0,0,0,0,0,62103
1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,4146.173,0,0,0,0,0,0.0345249,0,0,0,0,0,0,0,0,0,0,62179
1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,7.708098e-10,0,0,4321.303,0,0,0,0,0,29170.02,0,0,0,0,0,0,0,63095
0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,6.226979e-10,0,0,4321.026,0,0,0,0,0,29172.75,0,0,0,0,0,0,0,63258
1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,4146.173,0,0,0,0,0,0.03458701,0,0,0,0,0,0,0,0,0,0,63627
1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,4056.573,0,0,1218.645,0,0,0.0142499,0,0,0,0,0,0,0,0,0,0,63703
0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0001095796,0,0,0,0,0,0,0,0,21699.97,0,67990
1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.839153e-05,0,0,99.04522,0,0,0,0,0,21699.69,0,69523
1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.732018e-05,0,0,101.7102,0,0,0,0,0,21699.68,0,69557
1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9.211311e-05,0,0,0,0,0,0,0,0,21699.97,0,69829
0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0001138796,0,0,0,0,0,0,0,0,21699.97,0,70382
0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.000108062,0,0,101.4208,0,0,0,0,0,21699.68,0,72890
0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0001167347,0,0,182.4109,0,0,0,0,0,21699.45,0,73664
0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0001058112,0,0,107.4442,0,0,0,0,0,21699.67,0,73716
0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,74270
1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,75791
1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.179391e-05,0,0,0,0,0,0,0,0,21699.97,0,75939
1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8.61597e-05,0,0,0,0,0,0,0,0,21699.97,0,78333
0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,78438
0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,78708
