"AGHE.action","AGRE.action","AMME.action","ANAR.action","CEME.action","CLPU.action","ERBO.action","ERCI.action","EUPE.action","GECA.action","HECO.action","LACA.action","LOPU.action","LOWR.action","MEPO.action","NAAT.action","PLER.action","SACA.action","environment.initial","AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome","state_idx"
1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4309.44900797039,0,0,0.000164319601024334,0,0,29286.9271516896,0,0,0,0,0,0,0,3257
1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,7007
1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,3293.49137272176,0,0,0,0,0,0,0.000257294988678166,0,0,0,0,0,0,0,0,0,0,7153
0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,6320.82585063778,0,0,0.0843569723241749,0,0,0,0,0,409.818018714372,0,0,0,0,15060
0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,356.704160737232,0,0,0,0,0,4524.49455715597,0,0,0,22848
0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,4056.57244240941,0,0,1218.64102259896,0,0,0.0180071047245053,0,0,0,0,0,0,0,0,0,0,31154
1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,6.93224558682003e-10,0,0,4321.16336839219,0,0,0.000706567972088642,0,0,29171.3893486021,0,0,0,0,0,0,0,31963
1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,3293.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47141
0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,6.754263e-10,0,0,4321.129,0,0,0.000858902,0,0,29171.72,0,0,0,0,0,0,0,48638
1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,3293.491,0,0,0,0,0,0,0.0002561361,0,0,0,0,0,0,0,0,0,0,50093
0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,4146.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51786
0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,4311.19,0,0,0.000484446,0,0,29269.75,0,0,0,0,0,0,0,52976
1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3293.491,0,0,0,0,0,0,0.0002468093,0,0,0,0,0,0,0,0,0,0,59821
