"AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome"
0,3781.8565,0,0,1720.29295,0,0,0,0,0,0,0,0,0,0,0,0,0
1720.29295,0,0,0,0,0,0,0.00782971758188776,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12984.8655,0,0,0.00782971758188776,0,0,25483,0,0,0,0,0,0,0
0,3781.8565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720.29295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,73.5547301270106,0,0,0,0,0,21699.74,0
0,0,0,0,0,0,0,0,0,0,73.5547301270106,0,0,0,0,0,21699.74,0
0,0,0,0,0,0,0,4.95908453343298e-05,0,0,73.5547301270106,0,0,0,0,0,21699.74,0
0,3781.8565,0,0,0,0,0,73.5547301270106,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12984.8655,0,0,0.00782971758188776,0,0,25483,0,0,0,0,0,0,4.95908453343298e-05
0,3781.8565,0,0,1720.29295,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12984.8655,0,0,0.00782971758188776,0,0,25483,0,0,0,0,0,0,4.95908453343298e-05
0,3781.8565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.95908453343298e-05,0,0,12984.8655,0,0,0,0,0,25483,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.00782971758188776,0,0,1720.29295,0,0,0,0,0,12984.8655,0
0,0,0,0,0,0,0,0,0,0,73.5547301270106,0,0,0,0,0,21699.74,0
0,0,0,0,0,0,0,0.00782971758188776,0,0,0,0,0,0,0,0,21699.74,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.74,0
0,0,0,0,0,0,0,4.95908453343298e-05,0,0,0,0,0,0,0,0,21699.74,0
0,0,0,0,0,0,0,0,0,0,1720.29295,0,0,0,0,0,12984.8655,0
0,0,0,0,0,0,0,0,0,0,73.5547301270106,0,0,0,0,0,21699.74,0
