"AGHE.action","AGRE.action","AMME.action","ANAR.action","CEME.action","CLPU.action","ERBO.action","ERCI.action","EUPE.action","GECA.action","HECO.action","LACA.action","LOPU.action","LOWR.action","MEPO.action","NAAT.action","PLER.action","SACA.action","environment.initial","AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome","state_idx"
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4146.16888936094,0,0,0,0,0,0.0556460985581564,0,0,0,0,0,0,0,0,0,0,194
0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4146.16923699846,0,0,0,0,0,0.0538235150839097,0,0,0,0,0,0,0,0,0,0,3018
1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4146.17285998209,0,0,0,0,0,0.0348290461463198,0,0,0,0,0,0,0,0,0,0,8679
1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8721
0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4311.06457678377,0,0,0.000425477330354848,0,0,29270.992183279,0,0,0,0,0,0,0,16060
0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,4.85365902935181e-10,0,0,4320.71175963781,0,0,0,0,0,29175.8517927104,0,0,0,0,0,0,0,20058
1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,5.73650551730677e-10,0,0,4320.92155331014,0,0,0,0,0,29173.7825291684,0,0,0,0,0,0,0,21631
0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23114
1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4309.46111299699,0,0,0.000155953060860487,0,0,29286.8078747719,0,0,0,0,0,0,0,24249
1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,4309.40715168429,0,0,0,0,0,29287.3417896147,0,0,0,0,0,0,0,28541
