"AGHE.action","AGRE.action","AMME.action","ANAR.action","CEME.action","CLPU.action","ERBO.action","ERCI.action","EUPE.action","GECA.action","HECO.action","LACA.action","LOPU.action","LOWR.action","MEPO.action","NAAT.action","PLER.action","SACA.action","environment.initial","AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome","state_idx"
1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,283
0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4056.57213640449,0,0,1218.6383680124,0,0,0.0206408900046923,0,0,0,0,0,0,0,0,0,0,922
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4056.57226716541,0,0,1218.63950236085,0,0,0.0195154303441794,0,0,0,0,0,0,0,0,0,0,1022
0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7206.00266662613,0,0,0,0,0,0,0,0,0,0,0,0,0,4628
0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,4726
0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2576.36006023204,0,0,0,0,87.1922929267149,0,0,0,0,0,0,0,0,0,0,5092
1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,4.9719407232011e-10,0,0,4320.74171758124,0,0,0,0,0,29175.5563081817,0,0,0,0,0,0,0,5915
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6145
1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,3293.49134906824,0,0,0,0,0,0,0.000271508206043533,0,0,0,0,0,0,0,0,0,0,6377
1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,4056.57278092608,0,0,1218.64395922325,0,0,0.015093491157598,0,0,0,0,0,0,0,0,0,0,6879
1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5.47048593887032e-10,0,0,4320.86150109783,0,0,0,0,0,29174.3748445226,0,0,0,0,0,0,0,7195
0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4056.57222081167,0,0,1218.63910024305,0,0,0.0199143971449046,0,0,0,0,0,0,0,0,0,0,8378
0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,8734
0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4311.0664684656,0,0,0.000440826051001904,0,0,29270.9733528378,0,0,0,0,0,0,0,9876
1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,6.65557650210532e-10,0,0,4321.11055645986,0,0,0.000737092560515806,0,0,29171.9099041751,0,0,0,0,0,0,0,11443
1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4056.57280330215,0,0,1218.6441533351,0,0,0.0149009002967038,0,0,0,0,0,0,0,0,0,0,12731
