"AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome"
3283.82109358872,0,0,0,0,0,0,50.486853855,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3283.82109358872,0,0,0,0,0,28296.555,0,0,0,0,0,0,0
0,0,0,0,3283.82109358872,0,0,50.486853855,0,0,28296.555,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5.3864556105e-05,0,0,50.486853855,0,0,0,0,0,13616.856,0
0,0,0,0,0,0,0,0,0,0,1178.52439358872,0,0,0,0,0,13616.856,0
0,0,0,0,3283.82109358872,0,0,0,0,0,28296.555,0,0,0,0,0,0,0
0,3283.82109358872,0,0,1178.52439358872,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3283.82109358872,0,0,1178.52439358872,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,50.486853855,0,0,28296.555,0,0,0,0,0,0,1178.52439358872
0,0,0,0,4922.6545,0,0,0,0,0,0,0,0,0,0,0,0,4922.6545
0,0,0,0,4922.6545,0,0,50.486853855,0,0,0,0,0,0,0,0,0,4922.6545
0,0,0,0,4922.6545,0,0,0,0,0,28296.555,0,0,0,0,0,0,5.3864556105e-05
0,0,0,0,0,0,0,5.3864556105e-05,0,0,0,0,0,0,0,0,13616.856,0
0,0,0,0,0,0,0,0,0,0,1178.52439358872,0,0,0,0,0,13616.856,0
0,0,0,0,0,0,0,5.3864556105e-05,0,0,0,0,0,0,0,0,13616.856,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13616.856,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13616.856,0
0,0,0,0,0,0,0,5.3864556105e-05,0,0,0,0,0,0,0,0,13616.856,0
0,0,0,0,0,0,0,50.486853855,0,0,13616.856,0,0,0,0,0,13616.856,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13616.856,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13616.856,0
