"AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome"
0,2652.60309120099,0,0,2652.60309120099,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2652.60309120099,0,0,23.7649864625448,0,0,25485.475,0,0,0,0,0,0,0
0,0,0,0,2652.60309120099,0,0,0,0,0,25485.475,0,0,0,0,0,0,0
0,0,0,0,2652.60309120099,0,0,23.7649864625448,0,0,25485.475,0,0,0,0,0,0,0
0,0,0,0,0,0,0,23.7649864625448,0,0,0,0,0,0,0,0,21699.9025,0
0,0,0,0,0,0,0,0,0,0,515.827010506879,0,0,0,0,0,21693.78,0
0,0,0,0,0,0,0,5.29213004924573e-05,0,0,0,0,0,0,0,0,21699.9025,0
0,0,0,0,0,0,0,23.7649864625448,0,0,515.827010506879,0,0,0,0,0,21693.78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9025,0
0,0,0,0,13004.4035142357,0,0,23.7649864625448,0,0,0,0,0,0,0,0,0,13004.4035142357
0,2652.60309120099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13004.4035142357
0,0,0,0,0,0,0,5.29213004924573e-05,0,0,0,0,0,0,0,0,21699.9025,0
0,0,0,0,0,0,0,5.29213004924573e-05,0,0,0,0,0,0,0,0,21699.9025,0
0,0,0,0,0,0,0,5.29213004924573e-05,0,0,0,0,0,0,0,0,21699.9025,0
0,0,0,0,0,0,0,0,0,0,515.827010506879,0,0,0,0,0,21693.78,0
0,0,0,0,0,0,0,0,0,0,515.827010506879,0,0,0,0,0,21693.78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9025,0
0,0,0,0,0,0,0,5.29213004924573e-05,0,0,515.827010506879,0,0,0,0,0,21693.78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.9025,0
0,0,0,0,0,0,0,0,0,0,13004.4035142357,0,0,0,0,0,13004.4035142357,0
