"AGHE.action","AGRE.action","AMME.action","ANAR.action","CEME.action","CLPU.action","ERBO.action","ERCI.action","EUPE.action","GECA.action","HECO.action","LACA.action","LOPU.action","LOWR.action","MEPO.action","NAAT.action","PLER.action","SACA.action","environment.initial","AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome","state_idx"
0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7206.00266662613,0,0,0,0,0,0,0,0,0,0,0,0,0,604
0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,5.1918756332197e-10,0,0,4320.79579997849,0,0,0,0,0,29175.0228762645,0,0,0,0,0,0,0,3926
0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606.289824586202,0,0,0,0.000540582238184026,0,0,0,0,0,4960
0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2576.4558831647,0,0,0,0,87.0904652306846,0,0,0,0,0,0,0,0,0,0,6604
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3185.12800087554,0,0,0,0,8452
0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3185.12800087554,0,0,0,0,8488
1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,4056.57275166752,0,0,1218.64370540594,0,0,0.015345319632618,0,0,0,0,0,0,0,0,0,0,8947
1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4309.41041359563,0,0,0,0,0,29287.3096226383,0,0,0,0,0,0,0,11801
1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12577
1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,3293.49138388889,0,0,0,0,0,0,0.000250584744577447,0,0,0,0,0,0,0,0,0,0,12761
0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,6.74631661496196e-10,0,0,4321.12931606725,0,0,0,0,0,29171.7332898593,0,0,0,0,0,0,0,13878
0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14634
0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,4146.17054946904,0,0,0,0,0,0.0469425340852893,0,0,0,0,0,0,0,0,0,0,20878
1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4309.4443470683,0,0,0.000155796280737592,0,0,29286.9732120317,0,0,0,0,0,0,0,21753
0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31246
1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,3293.4913611276,0,0,0,0,0,0,0.000264261828238212,0,0,0,0,0,0,0,0,0,0,33253
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7206.00266662613,0,0,0,0,0,0,0,0,0,0,0,0,0,34896
1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,3293.49138354109,0,0,0,0,0,0,0.000250793739901341,0,0,0,0,0,0,0,0,0,0,37781
1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,3293.4913774548,0,0,0,0,0,0,0.000254450939236615,0,0,0,0,0,0,0,0,0,0,43513
0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7205.937,0,0,0.05735272,0,0,0,0,0,0,0,0,0,0,49656
0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,7205.939,0,0,0.05569762,0,0,0,0,0,0,0,0,0,0,54192
0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,4311.193,0,0,0.0004420902,0,0,29269.73,0,0,0,0,0,0,0,54780
1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,3293.491,0,0,0,0,0,0,0.0002499385,0,0,0,0,0,0,0,0,0,0,63873
1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,3293.491,0,0,0,0,0,0,0.0002356183,0,0,0,0,0,0,0,0,0,0,64445
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,4056.573,0,0,1218.642,0,0,0.01727183,0,0,0,0,0,0,0,0,0,0,64510
1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111.5878,0,0,0,0,0,21699.65,0,73519
0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,141.6703,0,0,0,0,0,21699.57,0,74848
0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0001093349,0,0,0,0,0,0,0,0,21699.97,0,76198
0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.17859,0,0,0,0,0,21699.7,0,79638
0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.000101942,0,0,99.1461,0,0,0,0,0,21699.69,0,79868
1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,84291
0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0001110164,0,0,0,0,0,0,0,0,21699.97,0,92354
0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0001139309,0,0,129.8053,0,0,0,0,0,21699.6,0,104074
0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0001045206,0,0,97.36597,0,0,0,0,0,21699.69,0,108538
0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0001111581,0,0,0,0,0,0,0,0,21699.97,0,113092
1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,117541
1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,9.152251e-05,0,0,0,0,0,0,0,0,21699.97,0,118953
0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,132.9278,0,0,0,0,0,21699.59,0,128100
0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0002205055,0,0,0,0,0,0,0,0,0,8341.718,133804
0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4311.606,0,0,0.0001918506,0,0,29265.65,0,0,0,0,0,0,2.27029e-08,136592
0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34893.19,0,0,0,0,0,0,1211.736,136992
1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,4146.174,0,0,0,0,0,0.03118664,0,0,0,0,0,0,0,0,0,0,142051
1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,4311.582,0,0,0.0001500893,0,0,29265.9,0,0,0,0,0,0,2.044121e-08,157681
0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8341.718,160032
1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0001621851,0,0,0,0,0,0,0,0,0,8341.718,160197
0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,8.950021e-10,0,0,4321.502,0,0,0,0,0,29168.06,0,0,0,0,0,0,0,163602
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4146.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163882
0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,4056.575,0,0,1218.659,0,0,0,0,0,0,0,0,0,0,0,0,0,176150
0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,4146.172,0,0,0,0,0,0.03691745,0,0,0,0,0,0,0,0,0,0,176554
0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0001316999,0,0,34893.14,0,0,0,0,0,0,1211.748,179364
1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,4056.573,0,0,1218.646,0,0,0.01299428,0,0,0,0,0,0,0,0,0,0,180735
1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,4056.573,0,0,1218.646,0,0,0.01328224,0,0,0,0,0,0,0,0,0,0,181235
0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,7.896525e-10,0,0,4321.334,0,0,0.0007479845,0,0,29169.71,0,0,0,0,0,0,0,185502
1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,8.710191e-10,0,0,4321.464,0,0,0.0006370563,0,0,29168.42,0,0,0,0,0,0,0,186079
1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,4056.573,0,0,1218.646,0,0,0.0129071,0,0,0,0,0,0,0,0,0,0,189079
0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8341.718,189260
0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,4146.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190574
1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,4146.174,0,0,0,0,0,0.02921613,0,0,0,0,0,0,0,0,0,0,193255
0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,112.182,0,0,0,0,0,21699.65,0,198512
0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0004339432,0,0,5544.341,0,0,0,0,0,21683.94,0,200074
0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,161.4859,0,0,0,0,0,21699.51,0,201988
0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0001045548,0,0,0,0,0,0,0,0,21699.97,0,203400
1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,207723
1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,116.2009,0,0,0,0,0,21699.64,0,207873
0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,138.2361,0,0,0,0,0,21699.58,0,214874
1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,8.161869e-05,0,0,131.0397,0,0,0,0,0,21699.6,0,214913
0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5541.955,0,0,0,0,0,21683.95,0,216938
1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,8.142715e-05,0,0,167.9811,0,0,0,0,0,21699.49,0,218563
0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,134.7636,0,0,0,0,0,21699.59,0,218970
0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5565.926,0,0,0,0,0,21683.88,0,220198
0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,9.378058e-05,0,0,137.5656,0,0,0,0,0,21699.58,0,220314
1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8.422801e-05,0,0,0,0,0,0,0,0,21699.97,0,229591
1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,229903
1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8.562401e-05,0,0,0,0,0,0,0,0,21699.97,0,231913
1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,233755
0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,4146.174,0,0,0,0,0,0.03091368,0,0,0,0,0,0,0,0,0,0,236462
1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,8.142076e-05,0,0,0,0,0,0,0,0,21699.97,0,238293
1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,96.68124,0,0,0,0,0,21699.7,0,239189
0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,240172
1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,8.188842e-05,0,0,0,0,0,0,0,0,21699.97,0,240581
1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,7.780448e-05,0,0,96.12418,0,0,0,0,0,21699.7,0,243669
0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,246622
0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9.610474e-05,0,0,0,0,0,0,0,0,21699.97,0,248062
1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8.257423e-05,0,0,0,0,0,0,0,0,21699.97,0,248569
0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,248588
0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,250486
1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,252681
0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,260208
0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,9.344163e-05,0,0,132.606,0,0,0,0,0,21699.59,0,261344
