"AGHE.action","AGRE.action","AMME.action","ANAR.action","CEME.action","CLPU.action","ERBO.action","ERCI.action","EUPE.action","GECA.action","HECO.action","LACA.action","LOPU.action","LOWR.action","MEPO.action","NAAT.action","PLER.action","SACA.action","environment.initial","AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome","state_idx"
1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4309.3837406038,0,0,0,0,0,29287.5726553314,0,0,0,0,0,0,0,5149
1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,5.56733541304541e-10,0,0,4320.88243109017,0,0,0.000721326157812323,0,0,29174.1601662758,0,0,0,0,0,0,0,5279
0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4311.19676348951,0,0,0,0,0,29269.6934593681,0,0,0,0,0,0,0,5648
0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,6.27657348342449e-10,0,0,4321.03632185916,0,0,0,0,0,29172.6505263129,0,0,0,0,0,0,0,11858
0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,5.71965450793829e-10,0,0,4320.91628555425,0,0,0.000906463723254457,0,0,29173.8241335914,0,0,0,0,0,0,0,12274
0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,20542
1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,4056.57287699096,0,0,1218.64479258368,0,0,0.0142666606376917,0,0,0,0,0,0,0,0,0,0,30871
1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33321
1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43107
0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,6.272074e-10,0,0,4321.034,0,0,0.0009306415,0,0,29172.66,0,0,0,0,0,0,0,44282
0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,6323.349,0,0,0,0,0,0,0,0,408.6999,0,0,0,0,47964
0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,5.156798e-10,0,0,4320.787,0,0,0,0,0,29175.11,0,0,0,0,0,0,0,52250
1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,4146.173,0,0,0,0,0,0.03431852,0,0,0,0,0,0,0,0,0,0,55751
0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,5.696531e-10,0,0,4320.913,0,0,0,0,0,29173.87,0,0,0,0,0,0,0,56382
0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,4311.074,0,0,0,0,0,29270.9,0,0,0,0,0,0,0,59188
1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4056.575,0,0,1218.659,0,0,0,0,0,0,0,0,0,0,0,0,0,61463
0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,6320.578,0,0,0.08462607,0,0,0,0,0,409.932,0,0,0,0,61616
1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,4309.383,0,0,0,0,0,29287.58,0,0,0,0,0,0,0,63285
0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,65590
1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.516649e-05,0,0,0,0,0,0,0,0,21699.97,0,68041
1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,71967
1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.636304e-05,0,0,106.2089,0,0,0,0,0,21699.67,0,75143
0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,138.5219,0,0,0,0,0,21699.58,0,75308
1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100.9914,0,0,0,0,0,21699.68,0,83509
1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.826846e-05,0,0,0,0,0,0,0,0,21699.97,0,84157
1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.912147e-05,0,0,0,0,0,0,0,0,21699.97,0,84647
1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,8.601149e-05,0,0,0,0,0,0,0,0,21699.97,0,86167
0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.000111343,0,0,0,0,0,0,0,0,21699.97,0,88996
0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,135.9011,0,0,0,0,0,21699.58,0,97864
0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,104984
0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0001086081,0,0,0,0,0,0,0,0,21699.97,0,107516
0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0001138832,0,0,139.8388,0,0,0,0,0,21699.57,0,108480
0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,108896
1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,92.72988,0,0,0,0,0,21699.71,0,109885
1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,113409
1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,8.590606e-05,0,0,0,0,0,0,0,0,21699.97,0,123815
1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,93.41171,0,0,0,0,0,21699.71,0,124797
1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0001119222,0,0,34893.15,0,0,0,0,0,0,1211.746,134541
