"AGHE.action","AGRE.action","AMME.action","ANAR.action","CEME.action","CLPU.action","ERBO.action","ERCI.action","EUPE.action","GECA.action","HECO.action","LACA.action","LOPU.action","LOWR.action","MEPO.action","NAAT.action","PLER.action","SACA.action","environment.initial","AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome","state_idx"
1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4309.39962973303,0,0,0,0,0,29287.4159664946,0,0,0,0,0,0,0,1149
1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5.04083825607651e-10,0,0,4320.75766086918,0,0,0.000718756305460994,0,0,29175.3908451644,0,0,0,0,0,0,0,1983
0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4.26958389105985e-10,0,0,4320.55212885763,0,0,0.000940548613013101,0,0,29177.4155357131,0,0,0,0,0,0,0,2042
0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4146.16894203001,0,0,0,0,0,0.0553699667531941,0,0,0,0,0,0,0,0,0,0,2250
0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7206.00266662613,0,0,0,0,0,0,0,0,0,0,0,0,0,6164
1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,4056.57273322901,0,0,1218.64354545228,0,0,0.0155040199447198,0,0,0,0,0,0,0,0,0,0,6395
1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,3293.49135607644,0,0,0,0,0,0,0.000267297034332632,0,0,0,0,0,0,0,0,0,0,6561
0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6323.63816292724,0,0,0,0,0,0,0,0,408.566846013851,0,0,0,0,8468
1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10849
1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,3293.49137594316,0,0,0,0,0,0,0.000255359273724474,0,0,0,0,0,0,0,0,0,0,11245
1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,3293.4913788371,0,0,0,0,0,0,0.000253620330204612,0,0,0,0,0,0,0,0,0,0,12525
0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.18853907887268,0,0,0,0,0,3183.3137775447,0,0,0,0,13256
0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,6.22559729585152e-10,0,0,4321.02440833075,0,0,0.000861028424690281,0,0,29172.7581994397,0,0,0,0,0,0,0,14230
0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,4146.17093076353,0,0,0,0,0,0.0449434948549161,0,0,0,0,0,0,0,0,0,0,14790
1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,4056.57283321222,0,0,1218.64441280422,0,0,0.0146434642886084,0,0,0,0,0,0,0,0,0,0,15031
1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,3293.49136226754,0,0,0,0,0,0,0.000263576845982451,0,0,0,0,0,0,0,0,0,0,16865
