"AGHE.action","AGRE.action","AMME.action","ANAR.action","CEME.action","CLPU.action","ERBO.action","ERCI.action","EUPE.action","GECA.action","HECO.action","LACA.action","LOPU.action","LOWR.action","MEPO.action","NAAT.action","PLER.action","SACA.action","environment.initial","AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome","state_idx"
0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4146.16979552393,0,0,0,0,0,0.0508952946832862,0,0,0,0,0,0,0,0,0,0,430
1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4309.448392915,0,0,0.000160186998143417,0,0,29286.9332641921,0,0,0,0,0,0,0,1685
1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,2431
1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,3293.49133658679,0,0,0,0,0,0,0.000279008211506492,0,0,0,0,0,0,0,0,0,0,2793
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6433
1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,3293.49180091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6937
1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4146.17950323508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8771
1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,6.76333985808745e-10,0,0,4321.13137186259,0,0,0.000712978612915606,0,0,29171.7048694026,0,0,0,0,0,0,0,9623
1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3293.49138833802,0,0,0,0,0,0,0.000247911297989168,0,0,0,0,0,0,0,0,0,0,10645
1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,3293.49138340792,0,0,0,0,0,0,0.00025087376069539,0,0,0,0,0,0,0,0,0,0,13273
