"AGHE.action","AGRE.action","AMME.action","ANAR.action","CEME.action","CLPU.action","ERBO.action","ERCI.action","EUPE.action","GECA.action","HECO.action","LACA.action","LOPU.action","LOWR.action","MEPO.action","NAAT.action","PLER.action","SACA.action","environment.initial","AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome","state_idx"
0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,4658
1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,3293.49136856261,0,0,0,0,0,0,0.000259794191660448,0,0,0,0,0,0,0,0,0,0,7117
1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,5.48168659519331e-10,0,0,4320.8628563562,0,0,0.000721738042551048,0,0,29174.3532337553,0,0,0,0,0,0,0,36823
1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,4146.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53615
1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,3293.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57953
1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111.9123,0,0,0,0,0,21699.65,0,70951
0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,129.3754,0,0,0,0,0,21699.6,0,83726
1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8.340132e-05,0,0,102.2951,0,0,0,0,0,21699.68,0,130215
1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,4146.174,0,0,0,0,0,0.03039877,0,0,0,0,0,0,0,0,0,0,143843
1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,4311.568,0,0,0.0001524465,0,0,29266.03,0,0,0,0,0,0,1.924462e-08,155313
0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,4056.575,0,0,1218.659,0,0,0,0,0,0,0,0,0,0,0,0,0,166674
1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,4311.57,0,0,0.0001567829,0,0,29266.01,0,0,0,0,0,0,1.940993e-08,171705
1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4146.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180239
1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1.110481e-09,0,0,4321.795,0,0,0,0,0,29165.17,0,0,0,0,0,0,0,192087
0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.000100057,0,0,228.1839,0,0,0,0,0,21699.32,0,206754
0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,102.8273,0,0,0,0,0,21699.68,0,227128
0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.00010355,0,0,0,0,0,0,0,0,21699.97,0,230042
1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,240181
0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,9.655357e-05,0,0,0,0,0,0,0,0,21699.97,0,240308
1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,189.3459,0,0,0,0,0,21699.43,0,247339
0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,133.0099,0,0,0,0,0,21699.59,0,257612
