"AGHE.action","AGRE.action","AMME.action","ANAR.action","CEME.action","CLPU.action","ERBO.action","ERCI.action","EUPE.action","GECA.action","HECO.action","LACA.action","LOPU.action","LOWR.action","MEPO.action","NAAT.action","PLER.action","SACA.action","environment.initial","AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome","state_idx"
1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,3293.49137435487,0,0,0,0,0,0,0.000256313668195925,0,0,0,0,0,0,0,0,0,0,19397
1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4309.3926225042,0,0,0,0,0,29287.4850674884,0,0,0,0,0,0,0,32565
1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4309.44940539813,0,0,0.000159097325717016,0,0,29286.9232921402,0,0,0,0,0,0,0,38841
0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0001042399,0,0,100.9736,0,0,0,0,0,21699.68,0,71414
1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,103.5512,0,0,0,0,0,21699.68,0,114535
1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,4311.567,0,0,0,0,0,29266.04,0,0,0,0,0,0,1.911221e-08,134969
0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4056.575,0,0,1218.659,0,0,0,0,0,0,0,0,0,0,0,0,0,155678
1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,4056.575,0,0,1218.659,0,0,0,0,0,0,0,0,0,0,0,0,0,159871
1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0001111801,0,0,34893.14,0,0,0,0,0,0,1211.747,169189
0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,5490.895,0,0,0,0,0,0,0,0,0,0,0,0,4574.096,174384
1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5490.895,0,0,0.0002967611,0,0,0,0,0,0,0,0,0,4574.097,180445
1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,4311.591,0,0,0,0,0,29265.81,0,0,0,0,0,0,2.124195e-08,192313
0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,9.652652e-05,0,0,0,0,0,0,0,0,21699.97,0,203228
0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,141.9712,0,0,0,0,0,21699.57,0,214074
0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,9.309517e-05,0,0,0,0,0,0,0,0,21699.97,0,220060
0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,223312
1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,223333
0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,9.555452e-05,0,0,0,0,0,0,0,0,21699.97,0,227776
0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0004397016,0,0,5576.589,0,0,0,0,0,21683.85,0,230566
1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,241931
1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,254213
