"AGHE.action","AGRE.action","AMME.action","ANAR.action","CEME.action","CLPU.action","ERBO.action","ERCI.action","EUPE.action","GECA.action","HECO.action","LACA.action","LOPU.action","LOWR.action","MEPO.action","NAAT.action","PLER.action","SACA.action","environment.initial","AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome","state_idx"
1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4056.57453455625,0,0,1218.65917190749,0,0,0,0,0,0,0,0,0,0,0,0,0,8723
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,6.50984914587871e-10,0,0,4321.08202847136,0,0,0.000714166279303082,0,0,29172.1915482551,0,0,0,0,0,0,0,16379
0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,4311.06967705918,0,0,0,0,0,29270.9467454005,0,0,0,0,0,0,0,42512
0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,4311.066,0,0,0.0004170535,0,0,29270.98,0,0,0,0,0,0,0,61108
0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0001081656,0,0,0,0,0,0,0,0,21699.97,0,80532
0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95.05902,0,0,0,0,0,21699.7,0,94014
1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.37586e-05,0,0,0,0,0,0,0,0,21699.97,0,101081
0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0001122692,0,0,177.1359,0,0,0,0,0,21699.46,0,116364
1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,117357
0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,5490.895,0,0,0.0003553208,0,0,0,0,0,0,0,0,0,4574.097,150452
0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,4146.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162350
1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8341.718,176709
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0001050674,0,0,0,0,0,0,0,0,21699.97,0,200840
1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,8.609348e-05,0,0,0,0,0,0,0,0,21699.97,0,202927
0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,9.76292e-05,0,0,0,0,0,0,0,0,21699.97,0,221606
0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,229.2068,0,0,0,0,0,21699.31,0,228910
0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,280.5191,0,0,0,0,0,21699.17,0,228934
1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,238083
1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,8.233094e-05,0,0,153.1784,0,0,0,0,0,21699.53,0,241131
1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,248149
0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5556.506,0,0,0,0,0,21683.91,0,252962
