"AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome"
0,5.149813445785e-05,0,0,4360.138,0,0,0.000437982316988816,0,0,28296.545,0,0,0,0,0,0,0
2679.3966875,0,0,0,0,0,0,0.000437982316988816,0,0,0,0,0,0,0,0,0,0
0,5.149813445785e-05,0,0,4360.138,0,0,0.000437982316988816,0,0,28296.545,0,0,0,0,0,0,0
2679.3966875,0,0,0,0,0,0,0.000437982316988816,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.865,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.865,0
0,0,0,0,0,0,0,0.000437982316988816,0,0,0,0,0,0,0,0,21699.865,0
0,0,0,0,0,0,0,5.149813445785e-05,0,0,606.307073984523,0,0,0,0,0,13136.928,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.865,0
0,0,0,0,0,0,0,0,0,0,606.307073984523,0,0,0,0,0,13136.928,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.865,0
0,0,0,0,4360.138,0,0,606.307073984523,0,0,28296.545,0,0,0,0,0,0,0
0,0,0,0,13136.928,0,0,0,0,0,0,0,0,0,0,0,0,4360.138
0,2679.3966875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,13136.928,0,0,0,0,0,0,0,0,0,0,0,0,4360.138
0,2679.3966875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2679.3966875,0,0,2679.3966875,0,0,606.307073984523,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,28296.545,0,0,0,0,0,0,606.307073984523
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.865,0
0,0,0,0,0,0,0,5.149813445785e-05,0,0,0,0,0,0,0,0,21699.865,0
0,0,0,0,0,0,0,5.149813445785e-05,0,0,606.307073984523,0,0,0,0,0,13136.928,0
