"AGHE.action","AGRE.action","AMME.action","ANAR.action","CEME.action","CLPU.action","ERBO.action","ERCI.action","EUPE.action","GECA.action","HECO.action","LACA.action","LOPU.action","LOWR.action","MEPO.action","NAAT.action","PLER.action","SACA.action","environment.initial","AGHE.outcome","AGRE.outcome","AMME.outcome","ANAR.outcome","CEME.outcome","CLPU.outcome","ERBO.outcome","ERCI.outcome","EUPE.outcome","GECA.outcome","HECO.outcome","LACA.outcome","LOPU.outcome","LOWR.outcome","MEPO.outcome","NAAT.outcome","PLER.outcome","SACA.outcome","state_idx"
0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4.77186613497685e-10,0,0,4320.68912088136,0,0,0.000910208672596996,0,0,29176.064689691,0,0,0,0,0,0,0,1502
1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4146.17269462826,0,0,0,0,0,0.0356959582213044,0,0,0,0,0,0,0,0,0,0,12451
1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4309.39704695694,0,0,0,0,0,29287.4414362496,0,0,0,0,0,0,0,38161
1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,3293.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63513
0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,74314
0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0001159145,0,0,141.1663,0,0,0,0,0,21699.57,0,75424
0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97.91471,0,0,0,0,0,21699.69,0,78876
0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98.0306,0,0,0,0,0,21699.69,0,96060
1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.178319e-05,0,0,115.6755,0,0,0,0,0,21699.64,0,99555
1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,108895
1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,8.409043e-05,0,0,92.1001,0,0,0,0,0,21699.71,0,112279
0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.000104684,0,0,114.4896,0,0,0,0,0,21699.64,0,113862
0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,95.72489,0,0,0,0,0,21699.7,0,126842
0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34910.59,0,0,0,0,0,0,1207.692,132450
0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5490.895,0,0,0.0003746175,0,0,0,0,0,0,0,0,0,4574.097,164252
0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8341.718,174116
0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,9.291114e-05,0,0,110.49,0,0,0,0,0,21699.66,0,216756
0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,4146.174,0,0,0,0,0,0.03049732,0,0,0,0,0,0,0,0,0,0,219302
1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,7.876851e-05,0,0,114.4205,0,0,0,0,0,21699.65,0,224493
1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,235635
1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21699.97,0,241955
