"Tetra.outcome","Colp.outcome","Dexio.outcome","Loxo.outcome","Para.outcome","Spiro.outcome"
0,0.0208964555941486,0.0018913652889888,0,0.0195491704169833,0.0177367993546305
0,0.0058229596167418,0.000994315016250152,0,0.00310404170123753,0.00236334637048348
0,0.0120666756709525,0.00144494408992579,0,0.00639719884611752,0.0233888796919862
0,0.00887388971463001,0,0.00669447812184416,0,0
0,0.0636931765992798,0,0.0290322480597668,0,0
0,0.0338155134848344,0,0.012149482627586,0,0
0,0.0193235868324432,0.000117474780860503,0.0101614525536854,0,0
0,0.0473809940248997,0.00204137640140756,0.0513273656579332,0,0
0,0.015308756018612,0.000432890975961937,0.0153705890938477,0,0
0,0.00141151914570599,0,0.0133778425785612,0.00354699705663725,0.00187839542117899
0,0.0225088025807811,0,0.0298808574223188,0.0835449554117183,0.00757875110690978
0,0.0228070133518396,0,0.00870479030975651,0.0392174548616393,0.0144829885329571
0,0.0232937325752787,0,0,0,0.0565379470249461
0,0.0737758762230163,0,0,0,0.00994114758275637
0,0.0357467809357739,0,0,0,0.0677057889586024
0,0,0.00948556067622797,0.133635534636727,0,0
0,0,0.00818017202402165,0.149753399773269,0,0
0,0,0.00103125698017405,0.083775293250224,0,0
0,0,0.00289702653937808,0,0.00875041853948256,0
0,0,0.00323408683110228,0,0.0460036913040004,0
0,0,0.000803446415495957,0,0.018332787855455,0
0,0,0.000376072264459317,0,0,0.152245903627091
0,0,0.00263470399336625,0,0,0.0108138994049032
0,0,0.00579099336915077,0,0,0.0093784818241816
0,0,0,0.0245185676109286,0.085071171444275,0
0,0,0,9.08867281198305e-06,0.0369033358894151,0
0,0,0,0.00264600334667174,0.0307399138860369,0
0,0,0,0.0305996831366136,0,0.0262950017384991
0,0,0,0.119915652307995,0,0.123417787678358
0,0,0,0.0230161431460895,0,0.0398253792047374
0,0,0,0,0.00453416518565111,0
0,0,0,0,0.0101269893787805,0
0,0,0,0,0.00527365866411134,0
0,0,0.000169517036269503,0.0498033943945891,0,0.00394500764815793
0,0,0.00183402459499358,0.000328702311599318,0,0.0141109454018233
0,0,0.0034146498641664,0.0212131765760646,0,0.0778945670114323
0,0,0,0.0148146766158622,0.0592815766157313,0.0266450329522384
0,0,0,0.0576584535363651,0.0433480379332281,0.0662707586603255
0,0,0,0.0120462371797679,0.0721571410847099,0.0244922829451344
0.00833506302735111,0,0.0025162658556628,0,0,0.00105709212898248
0.00118157748968252,0,0.000998204272365479,0,0,0.0285758399831119
0.000561161571476072,0,0.000146177555567598,0,0,0.0719449368392033
0.0184217676096408,0,0,0,0,0
0.007079365842416,0,0,0,0,0
0,0,0,0,0,0
0.00447480725763634,0.0231213044424982,0,0,0,0
0.000437986854250475,0.029442367732889,0,0,0,0
0.0024542669345802,0.0170792495690121,0,0,0,0
5.44338223488457e-05,0.0219501949273588,7.17535305829331e-05,0.0440650991490601,0,0
0.00345660334435382,0.0478977578148308,0.00106019229391484,0.0339477421033867,0,0
0.00038494918020167,0.00231552765886869,0.00013847435355522,0.0245205893327273,0,0
0.00228616865606087,0.0177670559127105,0,0.0170313750795314,0.130195702913983,0
0.002383197,0.001290502,5.707246e-05,0,0.002004631,0
0.0004422709,0,3.99126453761547e-05,8.88443363687442e-05,0.0128235950808818,0
0.002045391,0.02320522,0.0003101935,0.003005446,0.1051233,0.03857824
0.004234977,0.02706106,0.0003000582,0.01120148,0.08571212,0.0926018
0.002465415,0.01010317,5.703337e-05,0.004914017,0.06369966,0.0746545
0.003623302,0.02619729,0.0007042243,0.01402444,0,0.02108945
0.00384547,0.0461634,0.0003032802,0.0337452,0,0.07574405
0.00314356,0.015754,0.004705715,0.008729989,0,0.005936746
0.004308048,0.02266583,0.001452746,0,0.0389397,0
0.001373899,0.02783728,0.0007194574,0,0.02276189,0
0,0.003331058,0.002144099,0,0.005391796,0
0.005748267,0.05346098,0.001088602,0,0,0.01760257
0.001164376,0.06196551,0.001419102,0,0,0.04244566
0.0009898316,0.01263643,8.296181e-05,0,0,0.02500151
0.002258112,0.003810721,0,0.02347173,0.1094487,0.03656431
2.737901e-05,0.03004377,0,0.006435302,0.07898001,0.07628792
0.0002209625,0.01137178,0,0.007756845,0.003819981,0.0004911892
0.0114407,0.04822772,0,0.04570778,0,0.1187658
0.004950287,0.01831547,0,0.02311683,0,0.04820489
0.0009781754,0.002935628,0,0.02686135,0,0.03945398
0.002173129,0.001752498,0,0,0.009238703,0.05293971
0.001823527,0.006105867,0,0,0.006526341,0.001910474
0.0002904508,0.006964967,0,0,0.02153308,0.04769925
0.001258594,0,0.0003896812,0.01416884,0.09310914,0
0.0001697498,0,0.00111944,0.001432069,0.04044076,0
0.00230868,0,0.0003689638,0.003300273,0.06201997,0
0.0009561233,0,0.0003719168,0.006439332,0.04633706,0.08032011
0.0005064498,0,0.0002270431,0.01586053,0.01556514,0.05808582
0.005704371,0,0.0007076363,0.03341551,0.05747437,0.009011822
7.369755e-05,0,1.52445e-05,0.01313617,0,0.02059196
0.0002933794,0,0.0006439492,0.03185944,0,0.009829824
0.02131113,0,0.01029981,0.04010561,0,0.01467273
0.0004693459,0,0,0.0007912471,0.06815182,0
0.001161287,0,0,0.0002320523,0.04216923,0
0.0004693649,0,0,0.003363956,0.009801771,0
0.0007693068,0,0,0.01576706,0.100543,0.03902395
0,0,0,0.004260023,0.0323396,0.03464605
0,0,0,0.01534109,0.1073328,0.04756386
1.929833e-05,0,0,0,0.01887364,0
0.0002576882,0,0,0,0.02855066,0
5.25267e-05,0,0,0,0.005422944,0
0.001041209,0,0,0,0,0.05021637
0.0001833496,0,0,0,0,0.02102659
0.0001105756,0,0,0,0,0.01443219
