"Tetra.action.outcome","Colp.action.outcome","Dexio.action.outcome","Loxo.action.outcome","Para.action.outcome","Spiro.action.outcome"
0.239140448827988,0.378423106871033,0.0513085516675389,0.832984751595569,0.114556173531313,0.0608781714749799
0.239140448827988,0.378423106871033,0.0513085516675389,0.832984751595569,0.114556173531313,0.0608781714749799
0.239140448827988,0.378423106871033,0.0513085516675389,0.832984751595569,0.114556173531313,0.0608781714749799
0.350786893695726,0,0.744464652588459,0.187204775794021,0.0492467327155878,1.02092242219844
0.350786893695726,0,0.744464652588459,0.187204775794021,0.0492467327155878,1.02092242219844
0.350786893695726,0,0.744464652588459,0.187204775794021,0.0492467327155878,1.02092242219844
0.286080988185545,0.216390958263778,0.0603402965357714,0.897500432004165,0.126162574016181,0.0811981513698833
0.286080988185545,0.216390958263778,0.0603402965357714,0.897500432004165,0.126162574016181,0.0811981513698833
0.286080988185545,0.216390958263778,0.0603402965357714,0.897500432004165,0.126162574016181,0.0811981513698833
0.164253254454896,0.117030712027029,0.014484957537687,0.348035798120496,0.547498852166003,0.252606902845976
0.164253254454896,0.117030712027029,0.014484957537687,0.348035798120496,0.547498852166003,0.252606902845976
0.164253254454896,0.117030712027029,0.014484957537687,0.348035798120496,0.547498852166003,0.252606902845976
0.153402190994027,0.000236446910663867,0.0758747930762327,0.0182788795139236,0.640170970372514,0.800249322875482
0.153402190994027,0.000236446910663867,0.0758747930762327,0.0182788795139236,0.640170970372514,0.800249322875482
0.153402190994027,0.000236446910663867,0.0758747930762327,0.0182788795139236,0.640170970372514,0.800249322875482
0.354465052051735,0.00436113190780021,0.247830235933855,0.064850531798202,0.182588597929421,0.936569553443718
0.354465052051735,0.00436113190780021,0.247830235933855,0.064850531798202,0.182588597929421,0.936569553443718
0.354465052051735,0.00436113190780021,0.247830235933855,0.064850531798202,0.182588597929421,0.936569553443718
0.265521120918521,0.061594795540494,0.701317190090324,0.556303654467661,0.0145432374244245,0.794105671981068
0.265521120918521,0.061594795540494,0.701317190090324,0.556303654467661,0.0145432374244245,0.794105671981068
0.265521120918521,0.061594795540494,0.701317190090324,0.556303654467661,0.0145432374244245,0.794105671981068
0.456889292419741,0,0.739232305302302,0.172231869254092,0.0214821049304794,0.930637899440141
0.456889292419741,0,0.739232305302302,0.172231869254092,0.0214821049304794,0.930637899440141
0.456889292419741,0,0.739232305302302,0.172231869254092,0.0214821049304794,0.930637899440141
0.299335103187026,0.215141167450269,0.0593584584480068,0.89022908811623,0.121654623932736,0.0790185343589094
0.299335103187026,0.215141167450269,0.0593584584480068,0.89022908811623,0.121654623932736,0.0790185343589094
0.299335103187026,0.215141167450269,0.0593584584480068,0.89022908811623,0.121654623932736,0.0790185343589094
0.458079614354713,0.00412468499713635,0.251401256342837,0.0523977785173424,0.150316020060868,1.00950157698921
0.458079614354713,0.00412468499713635,0.251401256342837,0.0523977785173424,0.150316020060868,1.00950157698921
0.458079614354713,0.00412468499713635,0.251401256342837,0.0523977785173424,0.150316020060868,1.00950157698921
