"Tetra.outcome","Colp.outcome","Dexio.outcome","Loxo.outcome","Para.outcome","Spiro.outcome"
0,0.0509147044702568,0,0,0.0507915605247556,0
0,0.0175611640754944,0,0,0.0159980769168731,0
0,0.0490095555733197,0,0,0.025162686961601,0
0.000232694090947696,0.0175521357369783,0,0.0130035647545349,0,0
0.00069937240247895,0.0030508796636457,0,0.0350174528774811,0,0
0.000306413869864568,0.0619217825686644,0,0.0481189779916645,0,0
0,0,0.00948556067622797,0.133635534636727,0,0
0,0,0.00818017202402165,0.149753399773269,0,0
0,0,0.00209768905590457,0.120374860635893,0,0
0,0,0.00289702653937808,0,0.00875041853948256,0
0,0,0.000803446415495957,0,0.018332787855455,0
0,0,0.0035737866395119,0,0.00864952998193145,0
0,0,0,7.71084846231188e-05,0.0107552387747761,0
0,0,0,0.0306363101218107,0.108125133729629,0
0,0,0,0.00101536006560882,0.00138330666700837,0
0,0,0,0.0213846499512897,0,0.00329159006789146
0,0,0,0.0558908761144349,0,0.0721051881161904
0,0,0,0.0371666315722255,0,0.0167748259007338
0,0,0,0,0,0.0801344128912237
0,0,0,0,0,0.0945058730548462
0,0,0,0,0,0
0,0.0197937056566652,0,0,0.00278141819640032,0.053985870463522
0,0.0189230770634862,0,0,0.0282283184579638,0.000424322547063409
0,0.0514229548851779,0,0,0.05454385571836,0.0534235884726822
0.0024542669345802,0.0170792495690121,0,0,0,0
0,0.104978874136649,0,0,0,0
0.00080335704332495,0.0137887072980782,0,0,0,0
0.0001833496,0,0,0,0,0.02102659
7.041128e-05,0,0,0,0,0.1093409
1.520639e-05,0,0,0,0,0.06614887
