"Tetra.action","Colp.action","Dexio.action","Loxo.action","Para.action","Spiro.action"
0,0,0.00440491131202195,0.00440491131202195,0.00440491131202195,0.00440491131202195
0,0,0.0186533141081676,0.0186533141081676,0.0186533141081676,0.0186533141081676
0,0,0.00161936651419604,0.00161936651419604,0.00161936651419604,0.00161936651419604
0.0223024394535518,0.0223024394535518,0.0223024394535518,0.0223024394535518,0,0
0.0231821431900712,0.0231821431900712,0.0231821431900712,0.0231821431900712,0,0
0.0379594188535057,0.0379594188535057,0.0379594188535057,0.0379594188535057,0,0
0.00440491131202195,0.00440491131202195,0.00440491131202195,0.00440491131202195,0.00440491131202195,0
0.0186533141081676,0.0186533141081676,0.0186533141081676,0.0186533141081676,0.0186533141081676,0
0.00161936651419604,0.00161936651419604,0.00161936651419604,0.00161936651419604,0.00161936651419604,0
0.0223024394535518,0.0223024394535518,0.0223024394535518,0.0223024394535518,0.0223024394535518,0.0223024394535518
0.0231821431900712,0.0231821431900712,0.0231821431900712,0.0231821431900712,0.0231821431900712,0.0231821431900712
0.0379594188535057,0.0379594188535057,0.0379594188535057,0.0379594188535057,0.0379594188535057,0.0379594188535057
0.00440491131202195,0.00440491131202195,0.00440491131202195,0.00440491131202195,0,0.00440491131202195
0.0186533141081676,0.0186533141081676,0.0186533141081676,0.0186533141081676,0,0.0186533141081676
0.00161936651419604,0.00161936651419604,0.00161936651419604,0.00161936651419604,0,0.00161936651419604
0.0223024394535518,0.0223024394535518,0.0223024394535518,0,0.0223024394535518,0
0.0231821431900712,0.0231821431900712,0.0231821431900712,0,0.0231821431900712,0
0.0379594188535057,0.0379594188535057,0.0379594188535057,0,0.0379594188535057,0
0.00440491131202195,0.00440491131202195,0,0.00440491131202195,0,0.00440491131202195
0.0186533141081676,0.0186533141081676,0,0.0186533141081676,0,0.0186533141081676
0.00161936651419604,0.00161936651419604,0,0.00161936651419604,0,0.00161936651419604
0.0223024394535518,0.0223024394535518,0,0,0.0223024394535518,0.0223024394535518
0.0231821431900712,0.0231821431900712,0,0,0.0231821431900712,0.0231821431900712
0.0379594188535057,0.0379594188535057,0,0,0.0379594188535057,0.0379594188535057
0.00440491131202195,0,0.00440491131202195,0.00440491131202195,0.00440491131202195,0.00440491131202195
0.0186533141081676,0,0.0186533141081676,0.0186533141081676,0.0186533141081676,0.0186533141081676
0.00161936651419604,0,0.00161936651419604,0.00161936651419604,0.00161936651419604,0.00161936651419604
0.0223024394535518,0,0.0223024394535518,0.0223024394535518,0,0.0223024394535518
0.0231821431900712,0,0.0231821431900712,0.0231821431900712,0,0.0231821431900712
0.0379594188535057,0,0.0379594188535057,0.0379594188535057,0,0.0379594188535057
