"V1","V2","V3","V4","V5","V6"
0,0.0291106606760303,0.000145527754916853,0.00846074001698095,0.0455218273089858,0
0,0.0291106606760303,0.000145527754916853,0.00846074001698095,0.0455218273089858,0
0,0.0291106606760303,0.000145527754916853,0.00846074001698095,0.0455218273089858,0
0,0.0128341344271475,0.0011076874211628,0.0136282794784489,0.0539073604078809,0.0211069467505163
0,0.0128341344271475,0.0011076874211628,0.0136282794784489,0.0539073604078809,0.0211069467505163
0,0.0128341344271475,0.0011076874211628,0.0136282794784489,0.0539073604078809,0.0211069467505163
0,0.0253654406937276,0.00251006208963497,0.0360565859185802,0,0.0687422956823746
0,0.0253654406937276,0.00251006208963497,0.0360565859185802,0,0.0687422956823746
0,0.0253654406937276,0.00251006208963497,0.0360565859185802,0,0.0687422956823746
0,0,0.00195271558171454,0.0158426426686364,0.0612734342193956,0
0,0,0.00195271558171454,0.0158426426686364,0.0612734342193956,0
0,0,0.00195271558171454,0.0158426426686364,0.0612734342193956,0
0.0658642440566922,1.07684378327156,0,0,0,0
0.0658642440566922,1.07684378327156,0,0,0,0
0.0658642440566922,1.07684378327156,0,0,0,0
0,0.0674659223962442,0.00453538699673109,0,0,0
0,0.0674659223962442,0.00453538699673109,0,0,0
0,0.0674659223962442,0.00453538699673109,0,0,0
0,0.0691711308947631,0,0.0207628556077656,0,0
0,0.0691711308947631,0,0.0207628556077656,0,0
0,0.0691711308947631,0,0.0207628556077656,0,0
0.0126507751108586,0.0379132013021609,0,0.0343338255756346,0,0.11268821039625
0.0126507751108586,0.0379132013021609,0,0.0343338255756346,0,0.11268821039625
0.0126507751108586,0.0379132013021609,0,0.0343338255756346,0,0.11268821039625
0.0074565474588155,0,0.00640488685143997,0.0469780903222167,0,0.0160401249806992
0.0074565474588155,0,0.00640488685143997,0.0469780903222167,0,0.0160401249806992
0.0074565474588155,0,0.00640488685143997,0.0469780903222167,0,0.0160401249806992
0.00132222956823208,0,0,0,0.128101194184214,0
0.00132222956823208,0,0,0,0.128101194184214,0
0.00132222956823208,0,0,0,0.128101194184214,0
