"Tetra.action","Colp.action","Dexio.action","Loxo.action","Para.action","Spiro.action"
0,0.000800874876500836,0,0,0,0
0,0.014947423392563,0,0,0,0
0,0.000765290050641448,0,0,0,0
0,0.0177244859382418,0.0177244859382418,0.0177244859382418,0.0177244859382418,0
0,0.0178058876912858,0.0178058876912858,0.0178058876912858,0.0178058876912858,0
0,0.0197495645691192,0.0197495645691192,0.0197495645691192,0.0197495645691192,0
0,0.000800874876500836,0.000800874876500836,0.000800874876500836,0.000800874876500836,0.000800874876500836
0,0.014947423392563,0.014947423392563,0.014947423392563,0.014947423392563,0.014947423392563
0,0.000765290050641448,0.000765290050641448,0.000765290050641448,0.000765290050641448,0.000765290050641448
0,0.0177244859382418,0.0177244859382418,0,0.0177244859382418,0.0177244859382418
0,0.0178058876912858,0.0178058876912858,0,0.0178058876912858,0.0178058876912858
0,0.0197495645691192,0.0197495645691192,0,0.0197495645691192,0.0197495645691192
0,0.000800874876500836,0,0.000800874876500836,0,0
0,0.014947423392563,0,0.014947423392563,0,0
0,0.000765290050641448,0,0.000765290050641448,0,0
0,0.0177244859382418,0.0177244859382418,0.0177244859382418,0,0
0,0.0178058876912858,0.0178058876912858,0.0178058876912858,0,0
0,0.0197495645691192,0.0197495645691192,0.0197495645691192,0,0
0,0.000800874876500836,0,0.000800874876500836,0.000800874876500836,0.000800874876500836
0,0.014947423392563,0,0.014947423392563,0.014947423392563,0.014947423392563
0,0.000765290050641448,0,0.000765290050641448,0.000765290050641448,0.000765290050641448
0,0.0177244859382418,0,0,0.0177244859382418,0
0,0.0178058876912858,0,0,0.0178058876912858,0
0,0.0197495645691192,0,0,0.0197495645691192,0
0,0.000800874876500836,0.000800874876500836,0,0.000800874876500836,0
0,0.014947423392563,0.014947423392563,0,0.014947423392563,0
0,0.000765290050641448,0.000765290050641448,0,0.000765290050641448,0
0.0177244859382418,0.0177244859382418,0,0.0177244859382418,0,0
0.0178058876912858,0.0178058876912858,0,0.0178058876912858,0,0
0.0197495645691192,0.0197495645691192,0,0.0197495645691192,0,0
0,0,0.000800874876500836,0,0,0
0,0,0.014947423392563,0,0,0
0,0,0.000765290050641448,0,0,0
0,0,0.0177244859382418,0.0177244859382418,0.0177244859382418,0.0177244859382418
0,0,0.0178058876912858,0.0178058876912858,0.0178058876912858,0.0178058876912858
0,0,0.0197495645691192,0.0197495645691192,0.0197495645691192,0.0197495645691192
0,0,0,0.000800874876500836,0,0
0,0,0,0.014947423392563,0,0
0,0,0,0.000765290050641448,0,0
0,0,0,0.0177244859382418,0.0177244859382418,0
0,0,0,0.0178058876912858,0.0178058876912858,0
0,0,0,0.0197495645691192,0.0197495645691192,0
0,0,0,0.000800874876500836,0,0.000800874876500836
0,0,0,0.014947423392563,0,0.014947423392563
0,0,0,0.000765290050641448,0,0.000765290050641448
0,0,0,0,0.0177244859382418,0
0,0,0,0,0.0178058876912858,0
0,0,0,0,0.0197495645691192,0
0,0,0,0,0,0.000800874876500836
0,0,0,0,0,0.014947423392563
0,0,0,0,0,0.000765290050641448
0,0,0,0.0177244859382418,0.0177244859382418,0.0177244859382418
0,0,0,0.0178058876912858,0.0178058876912858,0.0178058876912858
0,0,0,0.0197495645691192,0.0197495645691192,0.0197495645691192
0.000800874876500836,0,0,0,0,0
0.014947423392563,0,0,0,0,0
0.000765290050641448,0,0,0,0,0
0.0177244859382418,0.0177244859382418,0,0,0,0
0.0178058876912858,0.0178058876912858,0,0,0,0
0.0197495645691192,0.0197495645691192,0,0,0,0
0.000800874876500836,0.000800874876500836,0.000800874876500836,0.000800874876500836,0.000800874876500836,0
0.014947423392563,0.014947423392563,0.014947423392563,0.014947423392563,0.014947423392563,0
0.000765290050641448,0.000765290050641448,0.000765290050641448,0.000765290050641448,0.000765290050641448,0
0.0177244859382418,0.0177244859382418,0.0177244859382418,0.0177244859382418,0.0177244859382418,0.0177244859382418
0.0178058876912858,0.0178058876912858,0.0178058876912858,0.0178058876912858,0.0178058876912858,0.0178058876912858
0.0197495645691192,0.0197495645691192,0.0197495645691192,0.0197495645691192,0.0197495645691192,0.0197495645691192
0.000800874876500836,0.000800874876500836,0.000800874876500836,0.000800874876500836,0,0.000800874876500836
0.014947423392563,0.014947423392563,0.014947423392563,0.014947423392563,0,0.014947423392563
0.000765290050641448,0.000765290050641448,0.000765290050641448,0.000765290050641448,0,0.000765290050641448
0.0177244859382418,0.0177244859382418,0.0177244859382418,0,0.0177244859382418,0.0177244859382418
0.0178058876912858,0.0178058876912858,0.0178058876912858,0,0.0178058876912858,0.0178058876912858
0.0197495645691192,0.0197495645691192,0.0197495645691192,0,0.0197495645691192,0.0197495645691192
0.000800874876500836,0.000800874876500836,0,0.000800874876500836,0.000800874876500836,0.000800874876500836
0.014947423392563,0.014947423392563,0,0.014947423392563,0.014947423392563,0.014947423392563
0.000765290050641448,0.000765290050641448,0,0.000765290050641448,0.000765290050641448,0.000765290050641448
0.0177244859382418,0.0177244859382418,0,0.0177244859382418,0,0.0177244859382418
0.0178058876912858,0.0178058876912858,0,0.0178058876912858,0,0.0178058876912858
0.0197495645691192,0.0197495645691192,0,0.0197495645691192,0,0.0197495645691192
0.000800874876500836,0.000800874876500836,0,0,0.000800874876500836,0.000800874876500836
0.014947423392563,0.014947423392563,0,0,0.014947423392563,0.014947423392563
0.000765290050641448,0.000765290050641448,0,0,0.000765290050641448,0.000765290050641448
0.0177244859382418,0,0.0177244859382418,0.0177244859382418,0.0177244859382418,0.0177244859382418
0.0178058876912858,0,0.0178058876912858,0.0178058876912858,0.0178058876912858,0.0178058876912858
0.0197495645691192,0,0.0197495645691192,0.0197495645691192,0.0197495645691192,0.0197495645691192
0.000800874876500836,0,0,0.000800874876500836,0,0
0.014947423392563,0,0,0.014947423392563,0,0
0.000765290050641448,0,0,0.000765290050641448,0,0
0.0177244859382418,0,0,0.0177244859382418,0.0177244859382418,0
0.0178058876912858,0,0,0.0178058876912858,0.0178058876912858,0
0.0197495645691192,0,0,0.0197495645691192,0.0197495645691192,0
0.000800874876500836,0,0,0,0.000800874876500836,0
0.014947423392563,0,0,0,0.014947423392563,0
0.000765290050641448,0,0,0,0.000765290050641448,0
0.0177244859382418,0,0,0,0,0.0177244859382418
0.0178058876912858,0,0,0,0,0.0178058876912858
0.0197495645691192,0,0,0,0,0.0197495645691192
